competencia,tipo_recebivel_tabela_ii,fundos_presentes,fundos_incluidos,pl_presente_brl,pl_incluido_brl,carteira_incluida_brl,inadimplencia_ajustada_brl,inadimplencia_sobre_pl,inadimplencia_sobre_carteira,fundos_inad_supera_carteira_excluidos,fundos_campos_ausentes_excluidos,fundos_coorte,pl_coorte_referencia_brl,cobertura_fundos_coorte,cobertura_pl_referencia_coorte,fundos_inadimplencia_positiva,pl_inadimplencia_positiva_brl,carteira_inadimplencia_positiva_brl,inadimplencia_positiva_brl,inadimplencia_sobre_pl_ex_zeros,inadimplencia_sobre_carteira_ex_zeros,variacao_inadimplencia_sobre_pl_pp,variacao_inadimplencia_sobre_carteira_pp
2013-09,Financeiro,21,20,1422376781.2,1405660817.09,1223831850.27,133944759.84,0.09528953088220282,0.10944702886303319,1,0,1215,256239377629.81,0.01646090534979424,0.0208679548579575,7,432184116.51,328571447.41,133944759.84,0.3099252256691871,0.4076579413574553,0.2146356947869843,0.2982109124944221
2013-09,Comercial,5,5,2297235594.1600003,2297235594.1600003,2107869925.76,2893168.79,0.0012594131822417224,0.0013725556566100054,0,0,257,93385844928.04,0.019455252918287938,0.035917001375685875,2,2227020865.78,2063164632.02,2893168.79,0.001299120647882518,0.0014022966200071783,3.970746564079561e-05,2.9740963397172906e-05
2013-09,Industrial,1,1,27924448063.43,27924448063.43,27718741098.52,0.0,0.0,0.0,0,0,52,65013548181.39,0.019230769230769232,0.9421877943364444,0,0.0,0.0,0.0,,,,
2013-09,Serviços,7,7,2536025655.43,2536025655.43,2555648428.58,440876.27,0.00017384535091591829,0.00017251053199244818,0,0,160,36529338314.49,0.04375,0.180906421726743,1,156783733.82,146175359.4,440876.27,0.002812002618244572,0.0030160778930843524,0.0026381572673286535,0.002843567361091904
2013-09,Setor público,4,4,1051828264.1700001,1051828264.1700001,1030653810.67,0.0,0.0,0.0,0,0,129,30600789960.969997,0.031007751937984496,0.06069414754517424,0,0.0,0.0,0.0,,,,
2013-09,Ações judiciais,7,6,1018250199.21,1010923225.77,998100345.7099999,7771570.17,0.007687596814367926,0.00778636156515073,1,0,160,21969975460.06,0.0375,0.029103651254977495,2,188294757.3,179782332.02,7771570.17,0.041273428328214,0.04322766360120107,0.03358583151384607,0.03544130203605034
2013-09,Agronegócio,1,0,6614862.61,0.0,0.0,0.0,,,1,0,36,7064715402.79,0.0,0.0,0,0.0,0.0,0.0,,,,
2013-09,Imobiliário,1,1,1151877.33,1151877.33,1154544.0,0.0,0.0,0.0,0,0,15,921381939.25,0.06666666666666667,0.1106685000717524,0,0.0,0.0,0.0,,,,
2013-10,Financeiro,21,20,1425518903.62,1408624974.31,1247147565.96,142120185.35,0.10089284794884179,0.1139561902930084,1,0,1215,256239377629.81,0.01646090534979424,0.0208679548579575,8,812094524.17,676443985.47,142120185.35,0.17500448669476465,0.21009897109404185,0.07411163874592286,0.09614278080103346
2013-10,Comercial,5,5,2150002466.98,2150002466.98,1942252991.6499999,1881969.87,0.000875333818869291,0.0009689622711824027,0,0,257,93385844928.04,0.019455252918287938,0.035917001375685875,2,2077455365.6299999,1897447441.53,1881969.87,0.0009059014702004355,0.000991842951118836,3.056765133114452e-05,2.28806799364333e-05
