fund_name,short_name,cnpj,start_comp,end_comp,pl_inicial,captacoes,resgates,amortizacoes,accrual_rentabilidade_residual,pl_final,months_2026,event_rows,return_obs,source
Total,Total,,12/2025,última IME por fundo,12770974733.76,3532444302.15,0.0,743108524.3199999,587356577.0499995,16147667088.64,,337,558,
