competencia,cnpj_fundo,pl,carteira_dc,dc_inadimplentes,dc_inadimplentes_ajustado_recalculado,dc_a_vencer_com_parcela_inad,dc_parcelas_inadimplentes,inad_ate_30d,inad_31_60d,inad_61_90d,inad_91_120d,inad_121_150d,inad_151_180d,inad_181_360d,inad_361_720d,inad_721_1080d,inad_maior_1080d,inad_acima_360d,inad_aging_total,inadimplencia_ex_360d,inadimplencia_ex_360d_ajustada,cnpj_classe_count,cnpj_classes,is_fic_fidc,is_np,reports_carteira_dc,reports_dc_inadimplentes,reports_inad_acima_360d,field_presence_exact,is_fic,denominacao,cnpj_veiculo,admin_nome,admin_cnpj,gestor_nome,gestor_cnpj,custodiante_nome,custodiante_cnpj,segmento_principal,segmento_financeiro_principal,classificacao_anbima,publico_alvo,fund_key,cnpj_classe,cnpj_fundo_formatado,aggregation_warning,tab4_duplicate_detected,tab4_type_conflict,tab4_pl_conflict,tab4_duplicate_rows_dropped,tab4_warning,anbima_tipo,anbima_foco,classification_tier,classification_status,classification_source,classification_evidence,classification_requires_warning,classification_warning,anbima_tipo_oficial,anbima_foco_oficial,anbima_tipo_curado,anbima_foco_curado,tabela_ii_curada,taxonomia_funcional_n1_curada,taxonomia_funcional_n2_curada,taxonomy_review_status,taxonomy_review_applied,manual_override_applied,tipo_aplicado,bucket_financeiro
2026-06,26287464000114,41496046291.59,28186458808.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26287464000114,False,False,True,True,True,True,False,TAPSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,26287464000114,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,OLIVEIRA TRUST SERVICER S/A,2150453000120.0,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,Cartao de credito,,,,26287464000114,26287464000114,26.287.464/0001-14,,False,False,False,0,,Financeiro,Adquirência,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Financeiro,Crédito Pessoal,Financeiro,Adquirência,Adquirência,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,aprovado,True,True,Financeiro,Meios de pagamento / cartoes
2026-06,59323530000113,338414443.75,273089386.89,24944043.25,24944043.25,0.0,0.0,4644259.93,3990323.14,3380850.43,2813086.69,2656593.24,2266228.96,5192700.86,0.0,0.0,0.0,0.0,24944043.25,24944043.25,24944043.25,1,59323530000113,False,False,True,True,True,True,False,IFOOD PAGO CRÉDITO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO RESP. LIMITADA,59323530000113,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,48967968000118.0,VERT GESTORA DE RECURSOS FINANCEIROS LTDA.,31636333000135.0,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,48967968000118.0,Financeiro,Financeiro: outros,,,59323530000113,59323530000113,59.323.530/0001-13,,False,False,False,0,,Financeiro,Multicarteira Financeiro,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Financeiro,Multicarteira Financeiro,Financeiro,Multicarteira Financeiro,N/D,,,pendente,False,False,Financeiro,Outros / multicarteira sem segregacao PF-PJ
2026-06,59904247000185,337304845.12,333784280.72,58607159.65,58607159.65,0.0,0.0,12341293.25,9158538.53,16241516.85,6391564.01,3476698.9400000004,1477360.3,9520187.77,0.0,0.0,0.0,0.0,58607159.64999999,58607159.64999999,58607159.64999999,1,59904247000185,False,False,True,True,True,True,False,LEPTA MULTISETORIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,59904247000185,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,39669186000101.0,M8 PARTNERS GESTORA DE RECURSOS LTDA.,18038439000179.0,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,39669186000101.0,Industrial,Financeiro: outros,,,59904247000185,59904247000185,59.904.247/0001-85,,False,False,False,0,,Financeiro,Multicarteira Financeiro,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Financeiro,Multicarteira Financeiro,Financeiro,Multicarteira Financeiro,N/D,,,pendente,False,False,Financeiro,Outros / multicarteira sem segregacao PF-PJ
2026-06,55695976000118,337177262.33,325040940.6,21642754.18,21642754.18,0.0,0.0,3961875.52,1906960.93,1647573.19,1544093.89,1266317.96,1212434.1,5132099.82,4111996.71,829491.39,29910.67,4971398.77,21642754.180000003,16671355.410000004,16671355.410000004,1,55695976000118,False,False,True,True,True,True,False,FALCON CONSIGNADO FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS,55695976000118,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142.0,RIZA SECURITIZAÇÃO E CARTEIRAS GESTORA DE RECURSOS LTD,37556621000166.0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142.0,Financeiro,Financeiro: outros,,,55695976000118,55695976000118,55.695.976/0001-18,,False,False,False,0,,Financeiro,Crédito Consignado,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Financeiro,Crédito Consignado,Financeiro,Crédito Consignado,N/D,,,pendente,False,False,Financeiro,Consignado sem segregacao publica
2026-06,55072790000102,335957104.15,319650446.03,9213255.62,9213255.62,0.0,0.0,2586526.84,1569990.26,1353160.61,1208012.44,793335.71,553878.26,1114099.74,34251.76,0.0,0.0,34251.76,9213255.62,9179003.86,9179003.86,1,55072790000102,False,False,True,True,True,True,False,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FUTURO CONSIGNADO PÚBLICO III RESP LTDA,55072790000102,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,SRM EMPÍRICA GESTÃO DE CRÉDITO LTDA,10896871000199.0,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,Financeiro,Financeiro: consignado,,,55072790000102,55072790000102,55.072.790/0001-02,,False,False,False,0,,Financeiro,Crédito Consignado,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Financeiro,Crédito Consignado,Financeiro,Crédito Consignado,N/D,,,pendente,False,False,Financeiro,Consignado sem segregacao publica
2026-06,60275910000109,332259471.35,95287238.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,60275910000109,False,False,True,True,True,True,False,ARC DEB I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,60275910000109,BANCO DAYCOVAL S.A.,62232889000190.0,ARC CAPITAL LTDA.,27690986000125.0,BANCO DAYCOVAL S.A.,62232889000190.0,Financeiro,Financeiro: outros,,,60275910000109,60275910000109,60.275.910/0001-09,,False,False,False,0,,Financeiro,Multicarteira Financeiro,proxy_cvm,Proxy CVM; validar,equivalência metodológica a partir do segmento CVM,segmento CVM FINANCEIRO,True,proxy CVM não equivale a classificação ANBIMA publicada,Financeiro,Multicarteira Financeiro,Financeiro,Multicarteira Financeiro,N/D,,,pendente,False,False,Financeiro,Outros / multicarteira sem segregacao PF-PJ
2026-06,61641236000100,332226801.16,224843674.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,61641236000100,False,False,True,True,True,True,False,JIVE ALM CP FIDC DE RESP ILIMITADA,61641236000100,BANCO DAYCOVAL S.A.,62232889000190.0,JIVE HIGH YIELD GESTÃO DE RECURSOS LTDA.,7170960000149.0,BANCO DAYCOVAL S.A.,62232889000190.0,Financeiro,Financeiro: outros,,,61641236000100,61641236000100,61.641.236/0001-00,,False,False,False,0,,Financeiro,Multicarteira Financeiro,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Financeiro,Multicarteira Financeiro,Financeiro,Multicarteira Financeiro,N/D,,,pendente,False,False,Financeiro,Outros / multicarteira sem segregacao PF-PJ
2026-06,52341847000133,331524918.49,325534498.58,19122634.13,19122634.13,0.0,0.0,4537880.08,3664313.81,3357600.8,2199974.96,1406182.87,963368.15,2590789.49,402523.97,0.0,0.0,402523.97,19122634.130000003,18720110.160000004,18720110.160000004,1,52341847000133,False,False,True,True,True,True,False,GUARDIAN MULTI CONSIGNADO III FIDC RESPONSABILIDADE LIMITADA,52341847000133,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,GUARDIAN GESTORA LTDA.,37414193000137.0,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,Financeiro,Financeiro: consignado,,,52341847000133,52341847000133,52.341.847/0001-33,,False,False,False,0,,Financeiro,Crédito Consignado,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Financeiro,Crédito Consignado,Financeiro,Crédito Consignado,N/D,,,pendente,False,False,Financeiro,Consignado sem segregacao publica
2026-06,57660236000171,328755715.72,306626373.89,14034247.66,14034247.66,0.0,0.0,10356095.52,2336625.74,0.0,0.0,0.0,0.0,1091252.65,250273.75,0.0,0.0,250273.75,14034247.66,13783973.91,13783973.91,1,57660236000171,False,False,True,True,True,True,False,INTRA SOLIDEZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,57660236000171,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,39669186000101.0,INTRA ASSET MANAGEMENT LTDA.,42621928000133.0,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,39669186000101.0,Industrial,Financeiro: outros,,,57660236000171,57660236000171,57.660.236/0001-71,,False,False,False,0,,Financeiro,Multicarteira Financeiro,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Financeiro,Multicarteira Financeiro,Financeiro,Multicarteira Financeiro,N/D,,,pendente,False,False,Financeiro,Outros / multicarteira sem segregacao PF-PJ
2026-06,26690373000125,328162522.39,272490897.92,1170325797.59,272490897.92,0.0,0.0,61822561.79,50509381.09,49427555.08,46913034.6,44762666.83,44362287.72,227127806.01,293472099.69,138277549.7,213650855.08,645400504.47,1170325797.59,524925293.1199999,272490897.92,1,26690373000125,False,False,True,True,True,True,False,SIMPLIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,26690373000125,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,24361690000172.0,POLÍGONO CAPITAL LTDA,43241789000185.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,24361690000172.0,Financeiro,Financeiro: outros,,,26690373000125,26690373000125,26.690.373/0001-25,,False,False,False,0,,Financeiro,Crédito Pessoal,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Financeiro,Crédito Pessoal,Financeiro,Crédito Pessoal,N/D,,,pendente,False,False,Financeiro,Demais credito PF
2026-06,62339527000100,327690730.93,266700301.55,16338315.39,16338315.39,119872532.48,33676422.84,16467414.7,12503868.65,9535135.36,6745513.51,3505089.28,1257716.73,0.0,0.0,0.0,0.0,0.0,50014738.23,50014738.23,50014738.23,1,62339527000100,False,False,True,True,True,True,False,FIDC UP.P CONSIGNADO PRIVADO - RESP LIMITADA,62339527000100,BANCO DAYCOVAL S.A.,62232889000190.0,ANGÁ ADMINISTRAÇÃO DE RECURSOS LTDA.,9452272000105.0,BANCO DAYCOVAL S.A.,62232889000190.0,Financeiro,Financeiro: outros,,,62339527000100,62339527000100,62.339.527/0001-00,,False,False,False,0,,Financeiro,Multicarteira Financeiro,proxy_cvm,Proxy CVM; validar,equivalência metodológica a partir do segmento CVM,segmento CVM FINANCEIRO,True,proxy CVM não equivale a classificação ANBIMA publicada,Financeiro,Multicarteira Financeiro,Financeiro,Multicarteira Financeiro,N/D,,,pendente,False,False,Financeiro,Consignado privado / CLT
2026-06,54332890000168,325645774.42,325786224.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,54332890000168,False,True,True,True,True,True,False,XENON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,54332890000168,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186.0,REAG JUS GESTÃO DE ATIVOS JUDICIAIS LTDA.,46356742000155.0,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186.0,Financeiro,Financeiro: outros,,,54332890000168,54332890000168,54.332.890/0001-68,,False,False,False,0,,Financeiro,Multicarteira Financeiro,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Outros,Multicarteira Outros,Financeiro,Multicarteira Financeiro,Financeiro,Crédito PJ,CCB/Notas comerciais/Capital de giro,aprovado,True,True,Financeiro,Credito PJ
2026-06,53262924000122,325638947.93,325777141.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,53262924000122,False,False,True,True,True,True,False,VERZEKERING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53262924000122,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186.0,REAG JUS GESTÃO DE ATIVOS JUDICIAIS LTDA.,46356742000155.0,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186.0,Financeiro,Financeiro: outros,,,53262924000122,53262924000122,53.262.924/0001-22,,False,False,False,0,,Financeiro,Multicarteira Financeiro,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Outros,Multicarteira Outros,Financeiro,Multicarteira Financeiro,Financeiro,Multissetorial / Outros,Multicarteira financeiro,aprovado,True,True,Financeiro,Outros / multicarteira sem segregacao PF-PJ
2026-06,55711648000168,317988374.4,259341902.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,55711648000168,False,False,True,True,True,True,False,RIO BRAVO INLIRA STEFANINI CONSÓRCIO FIDC DE RESPONSABILIDADE LIMITADA,55711648000168,BANCO DAYCOVAL S.A.,62232889000190.0,RIO BRAVO INVESTIMENTOS LTDA,3864607000108.0,BANCO DAYCOVAL S.A.,62232889000190.0,Financeiro,Financeiro: outros,,,55711648000168,55711648000168,55.711.648/0001-68,,False,False,False,0,,Financeiro,Multicarteira Financeiro,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Financeiro,Multicarteira Financeiro,Financeiro,Multicarteira Financeiro,N/D,,,pendente,False,False,Financeiro,Outros / multicarteira sem segregacao PF-PJ
2026-06,44179672000181,317272614.73,190254143.65,312094.26,312094.26,0.0,0.0,0.0,0.0,0.0,0.0,312094.26,0.0,0.0,0.0,0.0,0.0,0.0,312094.26,312094.26,312094.26,1,44179672000181,False,False,True,True,True,True,False,LATACHE CRÉDITO ESTRUTURADO FIDC,44179672000181,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142.0,LATACHE GESTÃO DE RECURSOS LTDA,12461742000101.0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142.0,Financeiro,Financeiro: outros,,,44179672000181,44179672000181,44.179.672/0001-81,,False,False,False,0,,Financeiro,Crédito Imobiliário,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Outros,Recuperação,Financeiro,Crédito Imobiliário,Imobiliário,Imobiliário,Imobiliário,aprovado,True,True,Financeiro,Imobiliario PF/PJ
2026-06,54248022000102,310583203.44,276878253.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,54248022000102,False,False,True,True,True,True,False,CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54248022000102,BANCO GENIAL S.A.,45246410000155.0,GENIAL GESTÃO LTDA.,22119959000183.0,BANCO GENIAL S.A.,45246410000155.0,Cartao de credito,,,,54248022000102,54248022000102,54.248.022/0001-02,,False,False,False,0,,Financeiro,Adquirência,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,"Agro, Indústria e Comércio",Recebíveis Comerciais,Financeiro,Adquirência,Adquirência,Meios de Pagamento e Cartões,Banco emissor/cartão de crédito,aprovado,True,True,Financeiro,Meios de pagamento / cartoes
2026-06,42404659000153,310040634.1,303069272.16,2124887.63,2124887.63,0.0,0.0,1322480.02,4042.52,284222.14,20275.37,32488.92,2158.84,108999.88,191366.19,124706.46,34147.29,350219.94,2124887.6300000004,1774667.6900000004,1774667.6900000004,1,42404659000153,False,False,True,True,True,True,False,ARCESP CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42404659000153,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188.0,OPEA GESTORA DE RECURSOS LTDA.,36196900000101.0,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188.0,Servicos,Financeiro: outros,,,42404659000153,42404659000153,42.404.659/0001-53,,False,False,False,0,,Financeiro,Crédito Consignado,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Financeiro,Crédito Consignado,Financeiro,Crédito Consignado,N/D,,,pendente,False,False,Financeiro,Consignado sem segregacao publica
2026-06,60742391000141,309009580.11,314239984.88,4850463.25,4850463.25,0.0,0.0,2703561.64,1237914.26,413328.0,172111.58,150522.67,53502.14,119522.96,0.0,0.0,0.0,0.0,4850463.25,4850463.25,4850463.25,1,60742391000141,False,False,True,True,True,True,False,FIDC SINAI CONSIG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,60742391000141,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109.0,BLESS CAPITAL GESTORA DE RECURSOS LTDA.,20675481000142.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109.0,Financeiro,Financeiro: outros,,,60742391000141,60742391000141,60.742.391/0001-41,,False,False,False,0,,Financeiro,Multicarteira Financeiro,proxy_cvm,Proxy CVM; validar,equivalência metodológica a partir do segmento CVM,segmento CVM FINANCEIRO,True,proxy CVM não equivale a classificação ANBIMA publicada,Financeiro,Multicarteira Financeiro,Financeiro,Multicarteira Financeiro,N/D,,,pendente,False,False,Financeiro,Outros / multicarteira sem segregacao PF-PJ
2026-06,22235997000100,308493277.57,237161851.01,5060026.85,5060026.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5060026.85,0.0,0.0,0.0,0.0,5060026.85,5060026.85,5060026.85,1,22235997000100,False,False,True,True,True,True,False,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO EAN,22235997000100,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142.0,SOD CAPITAL LTDA.,42379993000102.0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142.0,Financeiro,Financeiro: outros,,,22235997000100,22235997000100,22.235.997/0001-00,,False,False,False,0,,Financeiro,Multicarteira Financeiro,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Outros,Multicarteira Outros,Financeiro,Multicarteira Financeiro,Financeiro,Multissetorial / Outros,Multicarteira financeiro,aprovado,True,True,Financeiro,Outros / multicarteira sem segregacao PF-PJ
2026-06,44177436000126,308355649.09,274567723.38,42938836.59,42938836.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12303543.99,30635292.6,42938836.59,42938836.59,0.0,0.0,1,44177436000126,False,False,True,True,True,True,False,GALAXY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,44177436000126,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109.0,BDR INVESTIMENTOS LTDA.,35132740000166.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109.0,Servicos,,,,44177436000126,44177436000126,44.177.436/0001-26,,False,False,False,0,,Financeiro,Adquirência,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Outros,Multicarteira Outros,Financeiro,Adquirência,Adquirência,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,aprovado,True,True,Financeiro,Meios de pagamento / cartoes
2026-06,42085830000109,308205214.77,255414395.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,42085830000109,False,False,True,True,True,True,False,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,42085830000109,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,48967968000118.0,VERT GESTORA DE RECURSOS FINANCEIROS LTDA.,31636333000135.0,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,48967968000118.0,Financeiro,Financeiro: outros,,,42085830000109,42085830000109,42.085.830/0001-09,,False,False,False,0,,Financeiro,Adquirência,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,"Agro, Indústria e Comércio",Recebíveis Comerciais,Financeiro,Adquirência,Adquirência,Meios de Pagamento e Cartões,Banco emissor/cartão de crédito,aprovado,True,True,Financeiro,Meios de pagamento / cartoes
2026-06,59143807000126,306182343.58,222870060.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,59143807000126,False,False,True,True,True,True,False,AZQ CDO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA,59143807000126,BANCO DAYCOVAL S.A.,62232889000190.0,AZ QUEST MZK INVESTIMENTOS MACRO E CRÉDITO LTDA.,21676427000184.0,BANCO DAYCOVAL S.A.,62232889000190.0,Financeiro,Financeiro: credito corporativo,,,59143807000126,59143807000126,59.143.807/0001-26,,False,False,False,0,,Financeiro,Multicarteira Financeiro,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Financeiro,Multicarteira Financeiro,Financeiro,Multicarteira Financeiro,N/D,,,pendente,False,False,Financeiro,Outros / multicarteira sem segregacao PF-PJ
2026-06,52596071000100,302242413.12,291468742.56,0.0,0.0,3601.39,3601.39,48.62,2511.54,0.0,0.0,4.93,0.0,54.43,981.87,0.0,0.0,981.87,3601.3899999999994,2619.5199999999995,2619.5199999999995,1,52596071000100,False,False,True,True,True,True,False,CONSIGNADO PLGN I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,52596071000100,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123.0,POLÍGONO CAPITAL LTDA,43241789000185.0,BANCO BTG PACTUAL S/A,30306294000145.0,Comercial,,,,52596071000100,52596071000100,52.596.071/0001-00,,False,False,False,0,,Financeiro,Crédito Pessoal,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Financeiro,Crédito Pessoal,Financeiro,Crédito Pessoal,N/D,,,pendente,False,False,Financeiro,Consignado sem segregacao publica
