grupo,fundo,nome_curto,cnpj,data_referencia,evento,categoria,tipo_documento,especie,documento_id,arquivo_local_existe,source_file
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,03/2025,Informe trimestral,outro,Informe Trimestral,,901309,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,26/03/2025 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,865079,True,data/raw/37511828000114/865079_assembleia_assembleia_865079_2025-03-26.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,22/04/2025 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,883969,True,data/raw/37511828000114/883969_assembleia_assembleia_883969_2025-04-22.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,19/05/2025 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,909452,True,data/raw/37511828000114/909452_assembleia_assembleia_909452_2025-05-19.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,06/2025,Informe trimestral,outro,Informe Trimestral,,970340,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,13/06/2025 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,939684,True,data/raw/37511828000114/939684_assembleia_assembleia_939684_2025-06-13.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,13/06/2025,Regulamento / alteração regulatória,regulamento,Regulamento,,939685,True,data/raw/37511828000114/939685_regulamento_regulamento_939685_2025-06-13.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,20/06/2025 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,939681,True,data/raw/37511828000114/939681_assembleia_assembleia_939681_2025-06-20.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,17/07/2025 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,952862,True,data/raw/37511828000114/952862_assembleia_assembleia_952862_2025-07-17.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,09/2025,Informe trimestral,outro,Informe Trimestral,,1039991,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,04/09/2025 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,987665,True,data/raw/37511828000114/987665_assembleia_assembleia_987665_2025-09-04.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,20/10/2025 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,1018978,True,data/raw/37511828000114/1018978_assembleia_assembleia_1018978_2025-10-20.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,20/10/2025,Regulamento / alteração regulatória,regulamento,Regulamento,,1019776,True,data/raw/37511828000114/1019776_regulamento_regulamento_1019776_2025-10-20.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,12/2025,Informe trimestral,outro,Informe Trimestral,,1103602,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,31/12/2025,Demonstrações financeiras,outro,Demonstrações Financeiras,,1152149,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,03/2026,Informe trimestral,outro,Informe Trimestral,,1182575,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,24/05/2021,Regulamento / alteração regulatória,regulamento,Instrumento Particular de Alteração do Regulamento,,201188,True,data/raw/41970012000126/201188_regulamento_regulamento_201188_2021-05-24.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,25/08/2021,Regulamento / alteração regulatória,regulamento,Regulamento,,209157,True,data/raw/41970012000126/209157_regulamento_regulamento_209157_2021-08-25.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,25/08/2021,Regulamento / alteração regulatória,regulamento,Regulamento,,211642,True,data/raw/41970012000126/211642_regulamento_regulamento_211642_2021-08-25.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,25/08/2021,Regulamento / alteração regulatória,regulamento,Instrumento Particular de Alteração do Regulamento,,211643,True,data/raw/41970012000126/211643_regulamento_regulamento_211643_2021-08-25.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,13/10/2021,Regulamento / alteração regulatória,regulamento,Instrumento Particular de Alteração do Regulamento,,223720,True,data/raw/41970012000126/223720_regulamento_regulamento_223720_2021-10-13.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,13/10/2021,Regulamento / alteração regulatória,regulamento,Regulamento,,223727,True,data/raw/41970012000126/223727_regulamento_regulamento_223727_2021-10-13.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,13/10/2021,Outro documento CVM,outro,Outros Documentos,,223732,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,03/11/2021,Regulamento / alteração regulatória,regulamento,Instrumento Particular de Alteração do Regulamento,,232654,True,data/raw/41970012000126/232654_regulamento_regulamento_232654_2021-11-03.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,03/11/2021,Regulamento / alteração regulatória,regulamento,Regulamento,,232655,True,data/raw/41970012000126/232655_regulamento_regulamento_232655_2021-11-03.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,11/11/2021,Regulamento / alteração regulatória,regulamento,Instrumento Particular de Alteração do Regulamento,,234125,True,data/raw/41970012000126/234125_regulamento_regulamento_234125_2021-11-11.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,11/11/2021,Regulamento / alteração regulatória,regulamento,Regulamento,,234127,True,data/raw/41970012000126/234127_regulamento_regulamento_234127_2021-11-11.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,25/11/2021,Regulamento / alteração regulatória,regulamento,Instrumento Particular de Alteração do Regulamento,,241163,True,data/raw/41970012000126/241163_regulamento_regulamento_241163_2021-11-25.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,25/11/2021,Regulamento / alteração regulatória,regulamento,Regulamento,,241164,True,data/raw/41970012000126/241164_regulamento_regulamento_241164_2021-11-25.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,12/2021,Informe trimestral,outro,Informe Trimestral,,269525,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,31/12/2021,Relatório de rating,outro,Relatório de Agência de Rating,,269351,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,31/12/2021,Demonstrações financeiras,outro,Demonstrações Financeiras,,451283,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,03/2022,Informe trimestral,outro,Informe Trimestral,,304789,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,04/03/2022 17:00,Assembleia / deliberação,assembleia,AGO/E,Ata da Assembleia,312463,True,data/raw/41970012000126/312463_assembleia_assembleia_312463_2022-03-04.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,04/03/2022,Regulamento / alteração regulatória,regulamento,Regulamento,,312464,True,data/raw/41970012000126/312464_regulamento_regulamento_312464_2022-03-04.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,31/03/2022,Relatório de rating,outro,Relatório de Agência de Rating,,304735,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,06/2022,Informe trimestral,outro,Informe Trimestral,,339584,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,06/2022,Informe trimestral,outro,Informe Trimestral,,345266,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,30/06/2022,Relatório de rating,outro,Relatório de Agência de Rating,,339472,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,07/07/2022 17:00,Assembleia / deliberação,assembleia,AGO/E,Ata da Assembleia,327165,True,data/raw/41970012000126/327165_assembleia_assembleia_327165_2022-07-07.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,07/07/2022,Regulamento / alteração regulatória,regulamento,Regulamento,,327171,True,data/raw/41970012000126/327171_regulamento_regulamento_327171_2022-07-07.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,09/2022,Informe trimestral,outro,Informe Trimestral,,377134,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,30/09/2022,Relatório de rating,outro,Relatório de Agência de Rating,,376803,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,18/10/2022 17:00,Assembleia / deliberação,assembleia,AGO/E,Ata da Assembleia,366765,True,data/raw/41970012000126/366765_assembleia_assembleia_366765_2022-10-18.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,18/10/2022,Regulamento / alteração regulatória,regulamento,Regulamento,,366767,True,data/raw/41970012000126/366767_regulamento_regulamento_366767_2022-10-18.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,12/2022,Informe trimestral,outro,Informe Trimestral,,418644,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,30/12/2022,Relatório de rating,outro,Relatório de Agência de Rating,,417778,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,30/12/2022,Relatório de rating,outro,Relatório de Agência de Rating,,418418,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,31/12/2022,Demonstrações financeiras,outro,Demonstrações Financeiras,,513763,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,03/2023,Informe trimestral,outro,Informe Trimestral,,461140,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,31/03/2023,Outro documento CVM,outro,Outros Documentos,,463081,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,31/03/2023,Relatório de rating,outro,Relatório de Agência de Rating,,463190,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,26/04/2023 09:00,Assembleia / deliberação,assembleia,AGO/E,Ata da Assembleia,451451,True,data/raw/41970012000126/451451_assembleia_assembleia_451451_2023-04-26.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,26/04/2023,Regulamento / alteração regulatória,regulamento,Regulamento,,451466,True,data/raw/41970012000126/451466_regulamento_regulamento_451466_2023-04-26.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,27/04/2023,Comunicação / evento,evento,Fato Relevante,,451459,True,data/raw/41970012000126/451459_evento_evento_451459_2023-04-27.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,06/2023,Informe trimestral,outro,Informe Trimestral,,504961,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,30/06/2023,Relatório de rating,outro,Relatório de Agência de Rating,,500530,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,09/08/2023 09:00,Assembleia / deliberação,assembleia,AGO/E,Ata da Assembleia,504535,True,data/raw/41970012000126/504535_assembleia_assembleia_504535_2023-08-09.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,09/08/2023,Regulamento / alteração regulatória,regulamento,Regulamento,,504544,True,data/raw/41970012000126/504544_regulamento_regulamento_504544_2023-08-09.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,28/08/2023 09:00,Assembleia / deliberação,assembleia,AGO/E,Ata da Assembleia,517356,True,data/raw/41970012000126/517356_assembleia_assembleia_517356_2023-08-28.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,28/08/2023,Regulamento / alteração regulatória,regulamento,Regulamento,,517362,True,data/raw/41970012000126/517362_regulamento_regulamento_517362_2023-08-28.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,09/2023,Informe trimestral,outro,Informe Trimestral,,551215,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,30/09/2023,Relatório de rating,outro,Relatório de Agência de Rating,,551249,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,28/11/2023 10:03,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,559877,True,data/raw/41970012000126/559877_assembleia_assembleia_559877_2023-11-28.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,28/11/2023,Regulamento / alteração regulatória,regulamento,Regulamento,,559878,True,data/raw/41970012000126/559878_regulamento_regulamento_559878_2023-11-28.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,12/2023,Informe trimestral,outro,Informe Trimestral,,600602,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,29/12/2023,Relatório de rating,outro,Relatório de Agência de Rating,,593007,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,31/12/2023,Demonstrações financeiras,outro,Demonstrações Financeiras,,659662,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,03/2024,Informe trimestral,outro,Informe Trimestral,,659637,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,29/03/2024,Relatório de rating,outro,Relatório de Agência de Rating,,665661,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,06/2024,Informe trimestral,outro,Informe Trimestral,,718740,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,06/2024,Informe trimestral,outro,Informe Trimestral,,718824,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,03/07/2024 17:31,Assembleia / deliberação,assembleia,AGO/E,Ata da Assembleia,691625,True,data/raw/41970012000126/691625_assembleia_assembleia_691625_2024-07-03.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,04/07/2024,Demonstrações financeiras,outro,Demonstrações Financeiras - Substituição de administrador,,733598,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,10/07/2024,Oferta / emissão de cotas,emissao,Anúncio de Início,,702576,True,data/raw/41970012000126/702576_emissao_emissao_702576_2024-07-10.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,09/2024,Informe trimestral,outro,Informe Trimestral,,779118,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,13/11/2024 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,809112,True,data/raw/41970012000126/809112_assembleia_assembleia_809112_2024-11-13.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,26/11/2024 09:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,792575,True,data/raw/41970012000126/792575_assembleia_assembleia_792575_2024-11-26.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,29/11/2024,Regulamento / alteração regulatória,regulamento,Regulamento,,792579,True,data/raw/41970012000126/792579_regulamento_regulamento_792579_2024-11-29.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,12/2024,Informe trimestral,outro,Informe Trimestral,,837581,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,31/12/2024,Demonstrações financeiras,outro,Demonstrações Financeiras,,870176,False,
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,06/01/2025,Oferta / emissão de cotas,emissao,Anúncio de Encerramento,,813561,True,data/raw/41970012000126/813561_emissao_emissao_813561_2025-01-06.pdf
Mercado Crédito,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,03/2025,Informe trimestral,outro,Informe Trimestral,,901170,False,
