grupo,fundo,nome_curto,cnpj,data_referencia,evento,categoria,tipo_documento,especie,documento_id,arquivo_local_existe,source_file
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,27/04/2023,Comunicação / evento,evento,Fato Relevante,,451294,True,data/raw/33254370000104/451294_evento_evento_451294_2023-04-27.pdf
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,06/2023,Informe trimestral,outro,Informe Trimestral,,504960,False,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/06/2023,Relatório de rating,outro,Relatório de Agência de Rating,,500533,False,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/08/2023,Regulamento / alteração regulatória,regulamento,Regulamento,,519058,True,data/raw/33254370000104/519058_regulamento_regulamento_519058_2023-08-30.pdf
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/08/2023 09:00,Assembleia / deliberação,assembleia,AGO/E,Ata da Assembleia,519065,True,data/raw/33254370000104/519065_assembleia_assembleia_519065_2023-08-30.pdf
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,09/2023,Informe trimestral,outro,Informe Trimestral,,551214,False,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/09/2023,Relatório de rating,outro,Relatório de Agência de Rating,,551256,False,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,12/2023,Informe trimestral,outro,Informe Trimestral,,600598,False,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,29/12/2023,Relatório de rating,outro,Relatório de Agência de Rating,,593008,False,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,31/12/2023,Demonstrações financeiras,outro,Demonstrações Financeiras,,659253,False,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/2024,Informe trimestral,outro,Informe Trimestral,,659634,False,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,29/03/2024,Relatório de rating,outro,Relatório de Agência de Rating,,665659,False,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,06/2024,Informe trimestral,outro,Informe Trimestral,,717732,False,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,09/2024,Informe trimestral,outro,Informe Trimestral,,782014,False,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/09/2024 19:00,Assembleia / deliberação,assembleia,AGE,"Protocolo e Justificativa de Cisão, Fusão ou Incorporação",731592,True,data/raw/33254370000104/731592_assembleia_assembleia_731592_2024-09-03.pdf
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/09/2024 11:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,749010,True,data/raw/33254370000104/749010_assembleia_assembleia_749010_2024-09-03.pdf
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,13/09/2024,Demonstrações financeiras,outro,"Demonstrações Financeiras - Fusão, cisão e incorporação",,918974,False,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/09/2024,Relatório de rating,outro,Relatório de Agência de Rating,,781991,False,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,21/11/2024,Regulamento / alteração regulatória,regulamento,Regulamento,,787126,True,data/raw/33254370000104/787126_regulamento_regulamento_787126_2024-11-21.pdf
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,21/11/2024 09:00,Assembleia / deliberação,assembleia,AGO/E,Ata da Assembleia,787141,True,data/raw/33254370000104/787141_assembleia_assembleia_787141_2024-11-21.pdf
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,12/2024,Informe trimestral,outro,Informe Trimestral,,840978,False,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,31/12/2024,Demonstrações financeiras,outro,Demonstrações Financeiras,,974276,False,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/2025,Informe trimestral,outro,Informe Trimestral,,902570,False,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/04/2025 13:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,914383,True,data/raw/33254370000104/914383_assembleia_assembleia_914383_2025-04-30.pdf
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/04/2025,Regulamento / alteração regulatória,regulamento,Regulamento,,914386,True,data/raw/33254370000104/914386_regulamento_regulamento_914386_2025-04-30.pdf
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,06/2025,Informe trimestral,outro,Informe Trimestral,,974400,False,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,09/2025,Informe trimestral,outro,Informe Trimestral,,1021105,False,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,12/2025,Informe trimestral,outro,Informe Trimestral,,1099511,False,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,31/12/2025,Demonstrações financeiras,outro,Demonstrações Financeiras,,1156149,False,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,19/02/2026 09:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,1118465,True,data/raw/33254370000104/1118465_assembleia_assembleia_1118465_2026-02-19.pdf
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,19/02/2026,Regulamento / alteração regulatória,regulamento,Regulamento,,1118467,True,data/raw/33254370000104/1118467_regulamento_regulamento_1118467_2026-02-19.pdf
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,24/02/2026 09:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,1121051,True,data/raw/33254370000104/1121051_assembleia_assembleia_1121051_2026-02-24.pdf
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/03/2026 13:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,1128337,True,data/raw/33254370000104/1128337_assembleia_assembleia_1128337_2026-03-03.pdf
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/03/2026,Regulamento / alteração regulatória,regulamento,Regulamento,,1128340,True,data/raw/33254370000104/1128340_regulamento_regulamento_1128340_2026-03-03.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,12/2020,Informe trimestral,outro,Informe Trimestral,,147917,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,31/12/2020,Demonstrações financeiras,outro,Demonstrações Financeiras,,205310,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,03/2021,Informe trimestral,outro,Informe Trimestral,,177285,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,25/05/2021 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,179557,True,data/raw/37511828000114/179557_assembleia_assembleia_179557_2021-05-25.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,25/05/2021,Regulamento / alteração regulatória,regulamento,Regulamento,,179561,True,data/raw/37511828000114/179561_regulamento_regulamento_179561_2021-05-25.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,25/05/2021,Outro documento CVM,outro,Outros Documentos,,179563,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,06/2021,Informe trimestral,outro,Informe Trimestral,,206416,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,09/2021,Informe trimestral,outro,Informe Trimestral,,236270,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,12/2021,Informe trimestral,outro,Informe Trimestral,,270684,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,30/12/2021 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,296735,True,data/raw/37511828000114/296735_assembleia_assembleia_296735_2021-12-30.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,30/12/2021,Regulamento / alteração regulatória,regulamento,Regulamento,,296748,True,data/raw/37511828000114/296748_regulamento_regulamento_296748_2021-12-30.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,31/12/2021,Demonstrações financeiras,outro,Demonstrações Financeiras,,511147,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,03/2022,Informe trimestral,outro,Informe Trimestral,,305854,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,29/04/2022 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,297780,True,data/raw/37511828000114/297780_assembleia_assembleia_297780_2022-04-29.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,29/04/2022,Regulamento / alteração regulatória,regulamento,Regulamento,,297781,True,data/raw/37511828000114/297781_regulamento_regulamento_297781_2022-04-29.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,29/04/2022,Outro documento CVM,outro,Outros Documentos,,297783,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,06/2022,Informe trimestral,outro,Informe Trimestral,,367906,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,28/06/2022 10:00,Assembleia / deliberação,assembleia,AGO,Ata da Assembleia,321445,True,data/raw/37511828000114/321445_assembleia_assembleia_321445_2022-06-28.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,30/06/2022,Comunicação / evento,evento,Aviso aos Cotistas,,323263,True,data/raw/37511828000114/323263_evento_evento_323263_2022-06-30.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,29/08/2022 14:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,347103,True,data/raw/37511828000114/347103_assembleia_assembleia_347103_2022-08-29.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,09/2022,Informe trimestral,outro,Informe Trimestral,,366647,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,14/10/2022 17:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,366672,True,data/raw/37511828000114/366672_assembleia_assembleia_366672_2022-10-14.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,14/10/2022,Regulamento / alteração regulatória,regulamento,Regulamento,,366675,True,data/raw/37511828000114/366675_regulamento_regulamento_366675_2022-10-14.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,24/11/2022 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,383962,True,data/raw/37511828000114/383962_assembleia_assembleia_383962_2022-11-24.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,01/12/2022,Regulamento / alteração regulatória,regulamento,Regulamento,,386205,True,data/raw/37511828000114/386205_regulamento_regulamento_386205_2022-12-01.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,12/2022,Informe trimestral,outro,Informe Trimestral,,419056,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,22/12/2022 18:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,393133,True,data/raw/37511828000114/393133_assembleia_assembleia_393133_2022-12-22.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,22/12/2022,Regulamento / alteração regulatória,regulamento,Regulamento,,393134,True,data/raw/37511828000114/393134_regulamento_regulamento_393134_2022-12-22.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,31/12/2022,Relatório de rating,outro,Relatório de Agência de Rating,,419195,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,31/12/2022,Demonstrações financeiras,outro,Demonstrações Financeiras,,753107,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,31/12/2022,Outro documento CVM,outro,Outros Relatórios,,753110,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,03/2023,Informe trimestral,outro,Informe Trimestral,,465501,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,31/03/2023,Relatório de rating,outro,Relatório de Agência de Rating,,464978,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,06/2023,Informe trimestral,outro,Informe Trimestral,,509351,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,30/06/2023,Relatório de rating,outro,Relatório de Agência de Rating,,509602,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,09/2023,Informe trimestral,outro,Informe Trimestral,,552537,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,12/09/2023 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,521510,True,data/raw/37511828000114/521510_assembleia_assembleia_521510_2023-09-12.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,12/09/2023,Regulamento / alteração regulatória,regulamento,Regulamento,,521557,True,data/raw/37511828000114/521557_regulamento_regulamento_521557_2023-09-12.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,12/2023,Informe trimestral,outro,Informe Trimestral,,605184,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,20/12/2023 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,575528,True,data/raw/37511828000114/575528_assembleia_assembleia_575528_2023-12-20.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,31/12/2023,Demonstrações financeiras,outro,Demonstrações Financeiras,,847961,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,23/01/2024 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,591337,True,data/raw/37511828000114/591337_assembleia_assembleia_591337_2024-01-23.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,03/2024,Informe trimestral,outro,Informe Trimestral,,658127,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,06/2024,Informe trimestral,outro,Informe Trimestral,,719137,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,10/06/2024 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,678666,True,data/raw/37511828000114/678666_assembleia_assembleia_678666_2024-06-10.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,10/06/2024,Regulamento / alteração regulatória,regulamento,Regulamento,,678673,True,data/raw/37511828000114/678673_regulamento_regulamento_678673_2024-06-10.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,12/07/2024 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,699514,True,data/raw/37511828000114/699514_assembleia_assembleia_699514_2024-07-12.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,12/07/2024,Regulamento / alteração regulatória,regulamento,Regulamento,,699515,True,data/raw/37511828000114/699515_regulamento_regulamento_699515_2024-07-12.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,26/07/2024 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,707894,True,data/raw/37511828000114/707894_assembleia_assembleia_707894_2024-07-26.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,08/08/2024 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,717356,True,data/raw/37511828000114/717356_assembleia_assembleia_717356_2024-08-08.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,26/08/2024 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,733029,True,data/raw/37511828000114/733029_assembleia_assembleia_733029_2024-08-26.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,09/2024,Informe trimestral,outro,Informe Trimestral,,772518,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,14/11/2024 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,785565,True,data/raw/37511828000114/785565_assembleia_assembleia_785565_2024-11-14.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,14/11/2024,Regulamento / alteração regulatória,regulamento,Regulamento,,785567,True,data/raw/37511828000114/785567_regulamento_regulamento_785567_2024-11-14.pdf
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,12/2024,Informe trimestral,outro,Informe Trimestral,,839048,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,31/12/2024,Demonstrações financeiras,outro,Demonstrações Financeiras,,897912,False,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,20/01/2025 10:00,Assembleia / deliberação,assembleia,AGE,Ata da Assembleia,825889,True,data/raw/37511828000114/825889_assembleia_assembleia_825889_2025-01-20.pdf
