grupo,fundo,nome_curto,cnpj,data_referencia,documento_id,tipo_documento,categoria_documento,source_file,page,categoria_evidencia,termos_encontrados,trecho,fonte_pagina
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/03/2026,1128340,Regulamento,regulamento,data/raw/33254370000104/1128340_regulamento_regulamento_1128340_2026-03-03.pdf,2,triggers_protecao,\bliquida[cç][aã]o antecipada\b,"...STITUIÇÃO E RENÚNCIA DA ADMINISTRADORA E DA GESTORA 34 7. CUSTODIANTE, AGENTE DE COBRANÇA E AGENTE DE RECEBIMENTO 35 8. REMUNERAÇÃO DOS PRESTADORES DE SERVIÇOS ESSENCIAIS 39 9. COTAS 41 10. RENTABILIDADE EXCEDENTE DO FUNDO 46 11. SUBSCRIÇÃO, INTEGRALIZAÇÃO E VALOR DAS COTAS 47 12. AMORTIZAÇÃO E RESGATE DAS COTAS 50 13. ORDEM DE ALOCAÇÃO DOS RECURSOS 54 14. METODOLOGIA DE AVALIAÇÃO DOS ATIVOS DO FUNDO 57 15. EVENTOS DE AVALIAÇÃO 57 16. EVENTOS DE LIQUIDAÇÃO ANTECIPADA E LIQUIDAÇÃO DO FUNDO 60 17. DESPESAS E ENCARGOS DO FUNDO 62 18. PATRIMÔNIO LÍQUIDO NEGATIVO COM LIMITAÇÃO DE RESPONSABILIDADE 65 19. ASSEMBLEIA GERAL 68 20. INFORMAÇÕES OBRIGATÓRIAS E PERIÓDICAS 75 21. PUBLICAÇÕES 77 22. DISPOSIÇÕES FINAIS 77 COMPLEMENTO I - DEFINIÇÕES 79 COMPLEMENTO II - PROCESSO DE ORIGINAÇÃO DOS DIREITOS CREDITÓRIOS E POLÍTICA DE CRÉDITO 93 COMPLEMENTO III - POLÍTICA DE COBRANÇA DOS DIREITOS CREDITÓRIOS INADIMPLIDOS 96 Docus...",1128340_regulamento_regulamento_1128340_2026-03-03.pdf p.2
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/03/2026,1128340,Regulamento,regulamento,data/raw/33254370000104/1128340_regulamento_regulamento_1128340_2026-03-03.pdf,15,triggers_protecao,\bliquida[cç][aã]o antecipada\b,"...investimento apresenta baixa liquidez, o que pode dificultar a venda das Cotas ou ocasionar a obtenção de um preço de venda que cause perda de patrimônio ao Cotista. Não há qualquer garantia da Administradora, da Gestora, do s Cedentes, do Custodiante ou dos seus Grupos Econômicos em relação à possibilidade de venda das Cotas no mercado secundário ou ao preço obtido por elas, ou mesmo garantia de saída ao Cotista. Risco de Média Materialidade d) Liquidação antecipada da Classe do Fundo . Por conta da falta de liquidez dos Direitos Creditórios e das Cotas, e pelo fato de a Classe do Fundo ter sido constituída na forma de condomínio fechado, a única forma que os Cotistas têm Docusign Envelope ID: C734C7B4-F58D-4EB0-92FC-FCC07825E238",1128340_regulamento_regulamento_1128340_2026-03-03.pdf p.15
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/03/2026,1128340,Regulamento,regulamento,data/raw/33254370000104/1128340_regulamento_regulamento_1128340_2026-03-03.pdf,16,triggers_protecao,\bliquida[cç][aã]o antecipada\b,"16 para se retirar antecipadamente do Fundo é a ocorrência de casos de liquidação antecipada da Classe previstos no Regulamento, e deliberação, via Assembleia Geral, sobre a liquidação antecipada da Classe do Fundo. Ocorrendo qualquer uma das hipóteses de liq uidação antecipada da Classe do Fundo, poderá não haver recursos disponíveis em moeda corrente nacional para realizar o pagamento aos Cotistas, que poderão ser pagos com os Direitos Creditórios e Ativos Financeiros detidos em Carteira. Risco de Menor Materialidade e) Amortização e ...",1128340_regulamento_regulamento_1128340_2026-03-03.pdf p.16
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/03/2026,1128340,Regulamento,regulamento,data/raw/33254370000104/1128340_regulamento_regulamento_1128340_2026-03-03.pdf,23,triggers_protecao,\bliquida[cç][aã]o antecipada\b,"23 submete, ainda, o Fundo à discricionariedade e o convencimento dos julgadores das ações, conforme o caso. h) Possibilidade de Aceleração da Amortização das Cotas Seniores. As Cotas Seniores serão amortizadas de acordo com o estabelecido neste Regulamento e nos respectivos Apêndices e/ou nos respectivos Suplementos. No entanto, há eventos que podem ensejar a antecipação do pagamento da amortização, tais como nas hipóteses de liquidação antecipada nos termos do Capítulo 1 7 deste Regulamento. Nestes casos, os Cotistas terão seu horizonte original de investimento reduzido e poderão não conseguir reinvestir os recursos recebidos com a mesma remuneração buscada pelo Fundo. i) Riscos à execução dos Direitos Creditórios devido à sua forma de cessão ao Fundo. A transferência de Direitos Creditórios decorrentes de CCBs Veículo ao Fundo pode envolver o registro de tais instrumentos de crédito em ...",1128340_regulamento_regulamento_1128340_2026-03-03.pdf p.23
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/03/2026,1128340,Regulamento,regulamento,data/raw/33254370000104/1128340_regulamento_regulamento_1128340_2026-03-03.pdf,28,triggers_protecao,\bliquida[cç][aã]o antecipada\b,"28 q) caso o Custodiante esteja sujeito a liquidação, dissolução, intervenção, decretação de falência ou à decretação de Regime de Administração Especial Temporária (RAET), ou, ainda, a regimes similares, requerer, às expensas do Fundo, a substituição do Custodiante; r) monitorar a ocorrência de quaisquer Eventos de Avaliação, Evento de Aceleração das Cotas Seniores, Evento de Pagamento Qualificado e/ou Eventos de Liquidação Antecipada, observada a responsabilidade da Gestora prevista no item 16.2; s) em tempo hábil para fins do cumprimento do disposto neste Regulamento, prestar todas as informações e fornecer todos os documentos necessários para que o Auditor Independente possa elaborar o relatório de auditoria; t) observar as normas de conduta previstas no artigo 106, da Resolução CVM nº 175; u) realizar, por conta e em nome do Fundo: (i) o pagamento da taxa de fiscalização ...",1128340_regulamento_regulamento_1128340_2026-03-03.pdf p.28
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,13/08/2021,207364,Regulamento,regulamento,data/raw/33254370000104/207364_regulamento_regulamento_207364_2021-08-13.pdf,2,triggers_protecao,\bliquida[cç][aã]o antecipada\b,"...6 6. OBRIGAÇÕES, VEDAÇÕES E RESPONSABILIDADES DA ADMINISTRADORA 16 7. REMUNERAÇÃO DA ADMINISTRADORA 18 8. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA 19 9. GESTORA, DISTRIBUIDOR, CUSTODIANTE E AGENTE DE COBRANÇA 20 10. COTAS 25 11. SUBSCRIÇÃO, INTEGRALIZAÇÃO E VALOR DAS COTAS 29 12. AMORTIZAÇÃO E RESGATE DAS COTAS 31 13. ORDEM DE ALOCAÇÃO DOS RECURSOS 33 14. METODOLOGIA DE AVALIAÇÃO DOS ATIVOS DO FUNDO 35 15. EVENTOS DE AVALIAÇÃO 35 16. EVENTOS DE LIQUIDAÇÃO ANTECIPADA E LIQUIDAÇÃO DO FUNDO 37 17. DESPESAS E ENCARGOS DO FUNDO 38 18. ASSEMBLEIA GERAL 40 19. PUBLICIDADE E REMESSA DE DOCUMENTOS 44 20. DISPOSIÇÕES FINAIS 45 ANEXO I - DEFINIÇÕES 46 ANEXO II - PROCESSO DE ORIGINAÇÃO DOS DIREITOS CREDITÓRIOS E POLÍTICA DE CRÉDITO 59 ANEXO III - POLÍTICA DE COBRANÇA DOS DIREITOS CREDITÓRIOS INADIMPLIDOS 62 SUPLEMENTO DE COTAS SENIORES 64 SUPLEMENTO DE COTAS SUBORDINADAS MEZANINO 66 ANEXO IX - PROCEDIMENTOS DE VERIFICA...",207364_regulamento_regulamento_207364_2021-08-13.pdf p.2
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,13/08/2021,207364,Regulamento,regulamento,data/raw/33254370000104/207364_regulamento_regulamento_207364_2021-08-13.pdf,10,triggers_protecao,\bliquida[cç][aã]o antecipada\b,"... Atualmente, o mercado secundário de cotas de fundos de investimento apresenta baixa liquidez, o que pode dificultar a venda das Cotas ou ocasionar a obtenção de um preço de venda que cause perda de patrimônio ao Cotista. Não há qualquer garantia da Administradora, da Gestora, dos Cedentes ou do Custodiante em rela ção à possibilidade de venda das Cotas no mercado secundário ou ao preço obtido por elas, ou mesmo garantia de saída ao Cotista. (d) Liquidação antecipada do Fundo . Por conta da falta de liquidez dos Direitos Creditórios e das Cotas, e pelo fato do Fundo ter sido constituído na forma de condomínio fechado , a única forma que os Cotistas têm para se retirar antecipadamente do Fundo é a ocorrência de casos de liquidação antecipada",207364_regulamento_regulamento_207364_2021-08-13.pdf p.10
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,13/08/2021,207364,Regulamento,regulamento,data/raw/33254370000104/207364_regulamento_regulamento_207364_2021-08-13.pdf,11,triggers_protecao,\bliquida[cç][aã]o antecipada\b,"11 do Fundo previstos no Regulamento, e deliberação, pela Assembleia Geral, sobre a l iquidação antecipada do Fundo. Ocorrendo qualquer uma das hipóteses de liquidação antecipada do Fundo, poderá não haver recursos disponíveis em moeda corrente nacional para realizar o pagamento aos Cotistas, que poderão ser pagos com os Direitos Creditórios e Ativos Financeiros detidos em Carteira. (e) Amortização e resgate condicionado das Cotas. As únicas fontes de recursos do Fundo para efetuar o resgate das Cotas é a liquidação: (i) dos Direitos Creditórios pelos respectivos Devedores; e (ii ) dos Ativos Financeiros pelas respectiva...",207364_regulamento_regulamento_207364_2021-08-13.pdf p.11
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,13/08/2021,207364,Regulamento,regulamento,data/raw/33254370000104/207364_regulamento_regulamento_207364_2021-08-13.pdf,17,triggers_protecao,\bevento de avalia[cç][aã]o\b,"...almente mantenha conta, requerer, às expensas do Fundo, o redirecionamento do fluxo de recursos provenientes dos Direitos Creditórios Adquiridos e dos Ativos Financeiros integrantes da carteira do Fundo para outra conta de titularidade do Fundo; (f) informar imediatamente à Agência de Classificação de Risco, quando aplicável: (1) a substituição da Administradora, do Auditor Independente, da Gestora ou do Custodiante; (2) a ocorrência de qualquer Evento de Avaliação ou de Liquidação; e (3) a celebração de aditamentos ao s Documentos de Aquisição, ao Contrato de Gestão e ao Contrato de Cobrança; (g) informar imediatamente aos Cotistas: (1) a substituição da Administradora, do Auditor Independente, da Gestora ou do Custodiante; e (2) a ocorrência de qualquer Evento de Avaliação ou de Liquidação. (h) franquear o acesso das Agências de Classificação de Risco, quando aplicável, e do Auditor Independente aos rela...",207364_regulamento_regulamento_207364_2021-08-13.pdf p.17
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,13/08/2021,207364,Regulamento,regulamento,data/raw/33254370000104/207364_regulamento_regulamento_207364_2021-08-13.pdf,21,triggers_protecao,"\brela[cç][aã]o m[ií]nima\b, \bsubordina[cç][aã]o\b","... ou, quando não for possível, fornecer tempestivamente, no menor prazo possível, subsídios para que a Administradora defenda os interesses do Fundo diante de eventuais notificações, avisos, autos de infração, multas ou quaisquer outras penalidades aplicadas pelas autoridades fiscalizadoras em decorrência das atividades desenvolvidas pela Gestora; (g) calcular e informar à Administradora, nas periodicidades previstas neste Regulamento, a Razão de Subordinação Júnior e a Relação Mínima de Subordinação, quando da emissão de Cota Sênior e/ou de Cota Subordinada Mezanino; (h) com base em dados fornecidos pela Administradora, apurar os valores a serem alocados nos termos do Capítulo 13 deste Regulamento e informar tais valores ao Custodiante até as 15h00 (quinze horas) do Dia Útil imediatamente anterior (1) à data em que tais alocações devam ser realizadas; e (2) a cada Data de Pagamento; (i) negociar e c...",207364_regulamento_regulamento_207364_2021-08-13.pdf p.21
