grupo,fundo,nome_curto,cnpj,competencia,indicador,valor,unidade,observacao,cache_folder
Sellers,,Seller FIDC,50.473.039/0001-02,02/2026,PDD (R$ MM),0.0,R$ MM,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,03/2026,PDD (R$ MM),0.0,R$ MM,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,02/2025,PDD / Crédito,0.0,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,03/2025,PDD / Crédito,0.0,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,04/2025,PDD / Crédito,0.0,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,05/2025,PDD / Crédito,0.0,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,06/2025,PDD / Crédito,0.0,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,07/2025,PDD / Crédito,0.0,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,08/2025,PDD / Crédito,0.0,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,09/2025,PDD / Crédito,0.0,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,10/2025,PDD / Crédito,0.0,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,11/2025,PDD / Crédito,0.0,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,12/2025,PDD / Crédito,0.0,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,01/2026,PDD / Crédito,0.0,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,02/2026,PDD / Crédito,0.0,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,03/2026,PDD / Crédito,0.0,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,02/2025,PDD / Venc Total,,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,03/2025,PDD / Venc Total,,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,04/2025,PDD / Venc Total,,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,05/2025,PDD / Venc Total,,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,06/2025,PDD / Venc Total,,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,07/2025,PDD / Venc Total,,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,08/2025,PDD / Venc Total,,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,09/2025,PDD / Venc Total,,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,10/2025,PDD / Venc Total,,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,11/2025,PDD / Venc Total,,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,12/2025,PDD / Venc Total,,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,01/2026,PDD / Venc Total,,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,02/2026,PDD / Venc Total,,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,03/2026,PDD / Venc Total,,ratio,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,02/2025,Cotas SR / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,03/2025,Cotas SR / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,04/2025,Cotas SR / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,05/2025,Cotas SR / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,06/2025,Cotas SR / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,07/2025,Cotas SR / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,08/2025,Cotas SR / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,09/2025,Cotas SR / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,10/2025,Cotas SR / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,11/2025,Cotas SR / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,12/2025,Cotas SR / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,01/2026,Cotas SR / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,02/2026,Cotas SR / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,03/2026,Cotas SR / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,02/2025,Cotas Sub / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,03/2025,Cotas Sub / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,04/2025,Cotas Sub / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,05/2025,Cotas Sub / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,06/2025,Cotas Sub / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,07/2025,Cotas Sub / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,08/2025,Cotas Sub / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,09/2025,Cotas Sub / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,10/2025,Cotas Sub / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,11/2025,Cotas Sub / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,12/2025,Cotas Sub / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,01/2026,Cotas Sub / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,02/2026,Cotas Sub / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,03/2026,Cotas Sub / PL %,0.0,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,02/2025,Rentabilidade SR % a.m.,,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,03/2025,Rentabilidade SR % a.m.,,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,04/2025,Rentabilidade SR % a.m.,,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,05/2025,Rentabilidade SR % a.m.,,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,06/2025,Rentabilidade SR % a.m.,,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,07/2025,Rentabilidade SR % a.m.,,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,08/2025,Rentabilidade SR % a.m.,,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,09/2025,Rentabilidade SR % a.m.,,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,10/2025,Rentabilidade SR % a.m.,,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,11/2025,Rentabilidade SR % a.m.,,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,12/2025,Rentabilidade SR % a.m.,,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,01/2026,Rentabilidade SR % a.m.,,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,02/2026,Rentabilidade SR % a.m.,,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,03/2026,Rentabilidade SR % a.m.,,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,02/2025,Rentabilidade Sub % a.m.,3.67,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,03/2025,Rentabilidade Sub % a.m.,3.46,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,04/2025,Rentabilidade Sub % a.m.,3.59,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,05/2025,Rentabilidade Sub % a.m.,3.36,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,06/2025,Rentabilidade Sub % a.m.,4.3,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,07/2025,Rentabilidade Sub % a.m.,5.47,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,08/2025,Rentabilidade Sub % a.m.,4.31,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,09/2025,Rentabilidade Sub % a.m.,4.28,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,10/2025,Rentabilidade Sub % a.m.,4.12,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,11/2025,Rentabilidade Sub % a.m.,3.2,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,12/2025,Rentabilidade Sub % a.m.,3.5,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,01/2026,Rentabilidade Sub % a.m.,3.33,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,02/2026,Rentabilidade Sub % a.m.,2.66,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller FIDC,50.473.039/0001-02,03/2026,Rentabilidade Sub % a.m.,3.1,%,,.cache/fundonet-ime/c0ce8a5069fe47b6253df9ee86a9b53b58dc2ecca778de89072d8bbab0807695
Sellers,,Seller II FIDC,55.471.753/0001-77,12/2025,PL (R$),2408729276.89,R$ bruto,,.cache/fundonet-ime/1be63dc080ba28a51ea4b604c3063af38501a34aa9e1196281918a19fbf0cb04
Sellers,,Seller II FIDC,55.471.753/0001-77,12/2025,Dir Cred (R$ MM),2214.26696032,R$ MM,,.cache/fundonet-ime/1be63dc080ba28a51ea4b604c3063af38501a34aa9e1196281918a19fbf0cb04
Sellers,,Seller II FIDC,55.471.753/0001-77,12/2025,Dir Cred / PL,0.9192676742730187,ratio,,.cache/fundonet-ime/1be63dc080ba28a51ea4b604c3063af38501a34aa9e1196281918a19fbf0cb04
Sellers,,Seller II FIDC,55.471.753/0001-77,12/2025,Vencidos Over 30 d / Crédito,0.0,ratio,,.cache/fundonet-ime/1be63dc080ba28a51ea4b604c3063af38501a34aa9e1196281918a19fbf0cb04
Sellers,,Seller II FIDC,55.471.753/0001-77,12/2025,Vencidos Over 60 d / Crédito,0.0,ratio,,.cache/fundonet-ime/1be63dc080ba28a51ea4b604c3063af38501a34aa9e1196281918a19fbf0cb04
Sellers,,Seller II FIDC,55.471.753/0001-77,12/2025,Vencidos Over 90 d / Crédito,0.0,ratio,,.cache/fundonet-ime/1be63dc080ba28a51ea4b604c3063af38501a34aa9e1196281918a19fbf0cb04
Sellers,,Seller II FIDC,55.471.753/0001-77,12/2025,Vencidos Over 180 d / Crédito,0.0,ratio,,.cache/fundonet-ime/1be63dc080ba28a51ea4b604c3063af38501a34aa9e1196281918a19fbf0cb04
Sellers,,Seller II FIDC,55.471.753/0001-77,12/2025,Vencidos Over 360 d / Crédito,0.0,ratio,,.cache/fundonet-ime/1be63dc080ba28a51ea4b604c3063af38501a34aa9e1196281918a19fbf0cb04
Sellers,,Seller II FIDC,55.471.753/0001-77,12/2025,PDD (R$ MM),0.0,R$ MM,,.cache/fundonet-ime/1be63dc080ba28a51ea4b604c3063af38501a34aa9e1196281918a19fbf0cb04
Sellers,,Seller II FIDC,55.471.753/0001-77,12/2025,PDD / Crédito,0.0,ratio,,.cache/fundonet-ime/1be63dc080ba28a51ea4b604c3063af38501a34aa9e1196281918a19fbf0cb04
Sellers,,Seller II FIDC,55.471.753/0001-77,12/2025,PDD / Venc Total,,ratio,,.cache/fundonet-ime/1be63dc080ba28a51ea4b604c3063af38501a34aa9e1196281918a19fbf0cb04
Sellers,,Seller II FIDC,55.471.753/0001-77,12/2025,Cotas SR / PL %,0.0,%,,.cache/fundonet-ime/1be63dc080ba28a51ea4b604c3063af38501a34aa9e1196281918a19fbf0cb04
Sellers,,Seller II FIDC,55.471.753/0001-77,12/2025,Cotas Sub / PL %,0.0,%,,.cache/fundonet-ime/1be63dc080ba28a51ea4b604c3063af38501a34aa9e1196281918a19fbf0cb04
Sellers,,Seller II FIDC,55.471.753/0001-77,12/2025,Rentabilidade SR % a.m.,1.29,%,,.cache/fundonet-ime/1be63dc080ba28a51ea4b604c3063af38501a34aa9e1196281918a19fbf0cb04
Sellers,,Seller II FIDC,55.471.753/0001-77,12/2025,Rentabilidade Sub % a.m.,5.8,%,,.cache/fundonet-ime/1be63dc080ba28a51ea4b604c3063af38501a34aa9e1196281918a19fbf0cb04
Sellers,,Seller 3 FIDC,63.572.282/0001-11,,Lacuna IME,,,Nenhum cache local de Informe Mensal Estruturado encontrado para este CNPJ.,
Mercado Crédito,,Mercado Crédito Merchant FIDC,28.472.333/0001-32,,Lacuna IME,,,Nenhum cache local de Informe Mensal Estruturado encontrado para este CNPJ.,
Mercado Crédito,,Mercado Crédito FIDC,33.254.370/0001-04,05/2025,PL (R$),1515309636.05,R$ bruto,,.cache/fundonet-ime/3f2f0d9fde013a65e1e34e557b68343ef61a8e33fd9cffe4f86617e3f4bd4729
Mercado Crédito,,Mercado Crédito FIDC,33.254.370/0001-04,05/2025,Dir Cred (R$ MM),1439.8936335399999,R$ MM,,.cache/fundonet-ime/3f2f0d9fde013a65e1e34e557b68343ef61a8e33fd9cffe4f86617e3f4bd4729
Mercado Crédito,,Mercado Crédito FIDC,33.254.370/0001-04,05/2025,Dir Cred / PL,0.9502306322643146,ratio,,.cache/fundonet-ime/3f2f0d9fde013a65e1e34e557b68343ef61a8e33fd9cffe4f86617e3f4bd4729
Mercado Crédito,,Mercado Crédito FIDC,33.254.370/0001-04,05/2025,Vencidos Over 30 d / Crédito,0.042605680649601796,ratio,,.cache/fundonet-ime/3f2f0d9fde013a65e1e34e557b68343ef61a8e33fd9cffe4f86617e3f4bd4729
Mercado Crédito,,Mercado Crédito FIDC,33.254.370/0001-04,05/2025,Vencidos Over 60 d / Crédito,0.0366975346228115,ratio,,.cache/fundonet-ime/3f2f0d9fde013a65e1e34e557b68343ef61a8e33fd9cffe4f86617e3f4bd4729
Mercado Crédito,,Mercado Crédito FIDC,33.254.370/0001-04,05/2025,Vencidos Over 90 d / Crédito,0.03197007198846067,ratio,,.cache/fundonet-ime/3f2f0d9fde013a65e1e34e557b68343ef61a8e33fd9cffe4f86617e3f4bd4729
Mercado Crédito,,Mercado Crédito FIDC,33.254.370/0001-04,05/2025,Vencidos Over 180 d / Crédito,0.01784385554010177,ratio,,.cache/fundonet-ime/3f2f0d9fde013a65e1e34e557b68343ef61a8e33fd9cffe4f86617e3f4bd4729
Mercado Crédito,,Mercado Crédito FIDC,33.254.370/0001-04,05/2025,Vencidos Over 360 d / Crédito,0.0,ratio,,.cache/fundonet-ime/3f2f0d9fde013a65e1e34e557b68343ef61a8e33fd9cffe4f86617e3f4bd4729
Mercado Crédito,,Mercado Crédito FIDC,33.254.370/0001-04,05/2025,PDD (R$ MM),198.04261194,R$ MM,,.cache/fundonet-ime/3f2f0d9fde013a65e1e34e557b68343ef61a8e33fd9cffe4f86617e3f4bd4729
Mercado Crédito,,Mercado Crédito FIDC,33.254.370/0001-04,05/2025,PDD / Crédito,0.1375397510808554,ratio,,.cache/fundonet-ime/3f2f0d9fde013a65e1e34e557b68343ef61a8e33fd9cffe4f86617e3f4bd4729
Mercado Crédito,,Mercado Crédito FIDC,33.254.370/0001-04,05/2025,PDD / Venc Total,2.773143432375973,ratio,,.cache/fundonet-ime/3f2f0d9fde013a65e1e34e557b68343ef61a8e33fd9cffe4f86617e3f4bd4729
Mercado Crédito,,Mercado Crédito FIDC,33.254.370/0001-04,05/2025,Cotas SR / PL %,0.0,%,,.cache/fundonet-ime/3f2f0d9fde013a65e1e34e557b68343ef61a8e33fd9cffe4f86617e3f4bd4729
Mercado Crédito,,Mercado Crédito FIDC,33.254.370/0001-04,05/2025,Cotas Sub / PL %,0.0,%,,.cache/fundonet-ime/3f2f0d9fde013a65e1e34e557b68343ef61a8e33fd9cffe4f86617e3f4bd4729
Mercado Crédito,,Mercado Crédito FIDC,33.254.370/0001-04,05/2025,Rentabilidade SR % a.m.,1.26,%,,.cache/fundonet-ime/3f2f0d9fde013a65e1e34e557b68343ef61a8e33fd9cffe4f86617e3f4bd4729
Mercado Crédito,,Mercado Crédito FIDC,33.254.370/0001-04,05/2025,Rentabilidade Sub % a.m.,0.0,%,,.cache/fundonet-ime/3f2f0d9fde013a65e1e34e557b68343ef61a8e33fd9cffe4f86617e3f4bd4729
Mercado Crédito,,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,,Lacuna IME,,,Nenhum cache local de Informe Mensal Estruturado encontrado para este CNPJ.,
Mercado Crédito,,Mercado Crédito II Brasil FIDC,41.970.012/0001-26,,Lacuna IME,,,Nenhum cache local de Informe Mensal Estruturado encontrado para este CNPJ.,
