Fundo,CNPJ,Critério,Chave,Evento,Comparação,Limite,Monitoramento,Métrica IME sugerida,Fonte,Comentário
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",234127_regulamento_regulamento_234127_2021-11-11.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Cobertura mínima de PDD/provisão,pdd_coverage_min,enquadramento,>=,"0,0%",monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,234127_regulamento_regulamento_234127_2021-11-11.pdf,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,234127_regulamento_regulamento_234127_2021-11-11.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,234127_regulamento_regulamento_234127_2021-11-11.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,5%,monitoravel,Dir Cred / PL,234127_regulamento_regulamento_234127_2021-11-11.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"70,00%",monitoravel,Dir Cred / PL,234127_regulamento_regulamento_234127_2021-11-11.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"0,00%",monitoravel,Dir Cred / PL,234127_regulamento_regulamento_234127_2021-11-11.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,100%,monitoravel,Dir Cred / PL,241163_regulamento_regulamento_241163_2021-11-25.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",241164_regulamento_regulamento_241164_2021-11-25.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",241164_regulamento_regulamento_241164_2021-11-25.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",241164_regulamento_regulamento_241164_2021-11-25.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",241164_regulamento_regulamento_241164_2021-11-25.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Cobertura mínima de PDD/provisão,pdd_coverage_min,enquadramento,>=,"0,0%",monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,241164_regulamento_regulamento_241164_2021-11-25.pdf,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,241164_regulamento_regulamento_241164_2021-11-25.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,241164_regulamento_regulamento_241164_2021-11-25.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,5%,monitoravel,Dir Cred / PL,241164_regulamento_regulamento_241164_2021-11-25.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"70,00%",monitoravel,Dir Cred / PL,241164_regulamento_regulamento_241164_2021-11-25.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"0,00%",monitoravel,Dir Cred / PL,241164_regulamento_regulamento_241164_2021-11-25.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,312463_assembleia_assembleia_312463_2022-03-04.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",312464_regulamento_regulamento_312464_2022-03-04.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",312464_regulamento_regulamento_312464_2022-03-04.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",312464_regulamento_regulamento_312464_2022-03-04.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",312464_regulamento_regulamento_312464_2022-03-04.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Cobertura mínima de PDD/provisão,pdd_coverage_min,enquadramento,>=,"0,0%",monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,312464_regulamento_regulamento_312464_2022-03-04.pdf,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,312464_regulamento_regulamento_312464_2022-03-04.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,312464_regulamento_regulamento_312464_2022-03-04.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,5%,monitoravel,Dir Cred / PL,312464_regulamento_regulamento_312464_2022-03-04.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"70,00%",monitoravel,Dir Cred / PL,312464_regulamento_regulamento_312464_2022-03-04.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"0,00%",monitoravel,Dir Cred / PL,312464_regulamento_regulamento_312464_2022-03-04.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",327171_regulamento_regulamento_327171_2022-07-07.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",327171_regulamento_regulamento_327171_2022-07-07.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",327171_regulamento_regulamento_327171_2022-07-07.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",327171_regulamento_regulamento_327171_2022-07-07.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Cobertura mínima de PDD/provisão,pdd_coverage_min,enquadramento,>=,"0,0%",monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,327171_regulamento_regulamento_327171_2022-07-07.pdf,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,327171_regulamento_regulamento_327171_2022-07-07.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,327171_regulamento_regulamento_327171_2022-07-07.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,5%,monitoravel,Dir Cred / PL,327171_regulamento_regulamento_327171_2022-07-07.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"70,00%",monitoravel,Dir Cred / PL,327171_regulamento_regulamento_327171_2022-07-07.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"0,00%",monitoravel,Dir Cred / PL,327171_regulamento_regulamento_327171_2022-07-07.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"70,00%",monitoravel,Dir Cred / PL,366765_assembleia_assembleia_366765_2022-10-18.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"1,00%",monitoravel,Dir Cred / PL,366765_assembleia_assembleia_366765_2022-10-18.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"1,00%",monitoravel,Dir Cred / PL,366765_assembleia_assembleia_366765_2022-10-18.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"1,00%",monitoravel,Dir Cred / PL,366765_assembleia_assembleia_366765_2022-10-18.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"1,00%",monitoravel,Dir Cred / PL,366765_assembleia_assembleia_366765_2022-10-18.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",366767_regulamento_regulamento_366767_2022-10-18.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",366767_regulamento_regulamento_366767_2022-10-18.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",366767_regulamento_regulamento_366767_2022-10-18.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",366767_regulamento_regulamento_366767_2022-10-18.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Cobertura mínima de PDD/provisão,pdd_coverage_min,enquadramento,>=,"0,0%",monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,366767_regulamento_regulamento_366767_2022-10-18.pdf,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,366767_regulamento_regulamento_366767_2022-10-18.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,366767_regulamento_regulamento_366767_2022-10-18.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,5%,monitoravel,Dir Cred / PL,366767_regulamento_regulamento_366767_2022-10-18.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"70,00%",monitoravel,Dir Cred / PL,366767_regulamento_regulamento_366767_2022-10-18.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"1,00%",monitoravel,Dir Cred / PL,366767_regulamento_regulamento_366767_2022-10-18.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"0,50%",monitoravel,Dir Cred / PL,451451_assembleia_assembleia_451451_2023-04-26.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",451466_regulamento_regulamento_451466_2023-04-26.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",451466_regulamento_regulamento_451466_2023-04-26.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",451466_regulamento_regulamento_451466_2023-04-26.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",451466_regulamento_regulamento_451466_2023-04-26.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Cobertura mínima de PDD/provisão,pdd_coverage_min,enquadramento,>=,"0,0%",monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,451466_regulamento_regulamento_451466_2023-04-26.pdf,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,451466_regulamento_regulamento_451466_2023-04-26.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,451466_regulamento_regulamento_451466_2023-04-26.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,5%,monitoravel,Dir Cred / PL,451466_regulamento_regulamento_451466_2023-04-26.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"70,00%",monitoravel,Dir Cred / PL,451466_regulamento_regulamento_451466_2023-04-26.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,"1,00%",monitoravel,Dir Cred / PL,451466_regulamento_regulamento_451466_2023-04-26.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Limite de concentração,concentration_limits,elegibilidade,>=,5%,nao_monitoravel,,451466_regulamento_regulamento_451466_2023-04-26.pdf,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público."
MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41.970.012/0001-26,Subordinação mínima,subordination_ratio_min,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",504544_regulamento_regulamento_504544_2023-08-09.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
