Fundo,CNPJ,Data,Tipo,Documento,Espécie,Arquivo,ID CVM
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,13/11/2025 10:00,assembleia,AGE,Ata da Assembleia,data/raw/52340225000190/1049041_assembleia_assembleia_1049041_2025-11-13.pdf,1049041
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,17/11/2025,emissao,Anúncio de Início,,data/raw/52340225000190/1047378_emissao_emissao_1047378_2025-11-17.pdf,1047378
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,12/2025,outro,Informe Trimestral,,,1114102
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,03/12/2025,emissao,Instrumento Particular de Emissão de Cotas,,data/raw/52340225000190/1055501_emissao_emissao_1055501_2025-12-03.pdf,1055501
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,31/12/2025,outro,Demonstrações Financeiras,,,1162073
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,23/02/2026 10:00,assembleia,AGE,Ata da Assembleia,data/raw/52340225000190/1143357_assembleia_assembleia_1143357_2026-02-23.pdf,1143357
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,23/02/2026,regulamento,Regulamento,,data/raw/52340225000190/1143358_regulamento_regulamento_1143358_2026-02-23.pdf,1143358
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,03/2026,outro,Informe Trimestral,,,1191326
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,25/03/2026 11:00,assembleia,AGE,Ata da Assembleia,data/raw/52340225000190/1171205_assembleia_assembleia_1171205_2026-03-25.pdf,1171205
INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,52.340.225/0001-90,25/03/2026,regulamento,Regulamento,,data/raw/52340225000190/1171206_regulamento_regulamento_1171206_2026-03-25.pdf,1171206
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,05/03/2024,emissao,Instrumento Particular de Constituição/Encerramento do Fundo,,data/raw/54218673000141/615963_emissao_emissao_615963_2024-03-05.pdf,615963
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,05/03/2024,regulamento,Regulamento,,data/raw/54218673000141/615964_regulamento_regulamento_615964_2024-03-05.pdf,615964
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,14/03/2024,emissao,Aviso ao Mercado,,data/raw/54218673000141/620348_emissao_emissao_620348_2024-03-14.pdf,620348
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,14/03/2024,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/54218673000141/622658_regulamento_regulamento_622658_2024-03-14.pdf,622658
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,14/03/2024,regulamento,Regulamento,,data/raw/54218673000141/622660_regulamento_regulamento_622660_2024-03-14.pdf,622660
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,31/03/2024,outro,Relatório de Agência de Rating,,,663047
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,11/04/2024,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/54218673000141/638440_regulamento_regulamento_638440_2024-04-11.pdf,638440
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,11/04/2024,regulamento,Regulamento,,data/raw/54218673000141/638441_regulamento_regulamento_638441_2024-04-11.pdf,638441
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,12/04/2024,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,data/raw/54218673000141/638438_evento_evento_638438_2024-04-12.pdf,638438
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,15/04/2024,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,data/raw/54218673000141/640558_evento_evento_640558_2024-04-15.pdf,640558
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,15/04/2024,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,data/raw/54218673000141/640876_evento_evento_640876_2024-04-15.pdf,640876
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,15/04/2024,emissao,Anúncio de Início,,data/raw/54218673000141/640906_emissao_emissao_640906_2024-04-15.pdf,640906
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,22/04/2024,emissao,Anúncio de Encerramento,,data/raw/54218673000141/643240_emissao_emissao_643240_2024-04-22.pdf,643240
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,22/04/2024,emissao,Anúncio de Encerramento,,data/raw/54218673000141/643434_emissao_emissao_643434_2024-04-22.pdf,643434
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,25/04/2024,emissao,Outros Documentos,,data/raw/54218673000141/644981_emissao_emissao_644981_2024-04-25.pdf,644981
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,06/2024,outro,Informe Trimestral,,,719162
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,09/2024,outro,Informe Trimestral,,,772490
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,12/2024,outro,Informe Trimestral,,,839019
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,31/12/2024,outro,Demonstrações Financeiras,,,863841
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,03/2025,outro,Informe Trimestral,,,901296
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,06/2025,outro,Informe Trimestral,,,970117
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,09/2025,outro,Informe Trimestral,,,1039939
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,26/11/2025,outro,Relatório de Agência de Rating,,,1048510
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,12/2025,outro,Informe Trimestral,,,1103655
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,23/12/2025 10:00,assembleia,AGE,Ata da Assembleia,data/raw/54218673000141/1072692_assembleia_assembleia_1072692_2025-12-23.pdf,1072692
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,23/12/2025,regulamento,Regulamento,,data/raw/54218673000141/1072697_regulamento_regulamento_1072697_2025-12-23.pdf,1072697
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,31/12/2025,outro,Demonstrações Financeiras,,,1151722
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,03/2026,outro,Informe Trimestral,,,1182588
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,05/03/2024,emissao,Instrumento Particular de Constituição/Encerramento do Fundo,,data/raw/54218941000125/615965_emissao_emissao_615965_2024-03-05.pdf,615965
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,05/03/2024,regulamento,Regulamento,,data/raw/54218941000125/615966_regulamento_regulamento_615966_2024-03-05.pdf,615966
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,14/03/2024,emissao,Aviso ao Mercado,,data/raw/54218941000125/620351_emissao_emissao_620351_2024-03-14.pdf,620351
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,14/03/2024,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/54218941000125/622661_regulamento_regulamento_622661_2024-03-14.pdf,622661
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,14/03/2024,regulamento,Regulamento,,data/raw/54218941000125/622662_regulamento_regulamento_622662_2024-03-14.pdf,622662
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,31/03/2024,outro,Relatório de Agência de Rating,,,663050
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,11/04/2024,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/54218941000125/638445_regulamento_regulamento_638445_2024-04-11.pdf,638445
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,11/04/2024,regulamento,Regulamento,,data/raw/54218941000125/638446_regulamento_regulamento_638446_2024-04-11.pdf,638446
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,12/04/2024,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,data/raw/54218941000125/638444_evento_evento_638444_2024-04-12.pdf,638444
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,15/04/2024,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,data/raw/54218941000125/640561_evento_evento_640561_2024-04-15.pdf,640561
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,15/04/2024,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,data/raw/54218941000125/640878_evento_evento_640878_2024-04-15.pdf,640878
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,15/04/2024,emissao,Anúncio de Início,,data/raw/54218941000125/640909_emissao_emissao_640909_2024-04-15.pdf,640909
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,22/04/2024,emissao,Anúncio de Encerramento,,data/raw/54218941000125/643242_emissao_emissao_643242_2024-04-22.pdf,643242
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,22/04/2024,emissao,Anúncio de Encerramento,,data/raw/54218941000125/643432_emissao_emissao_643432_2024-04-22.pdf,643432
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,25/04/2024,emissao,Outros Documentos,,data/raw/54218941000125/644982_emissao_emissao_644982_2024-04-25.pdf,644982
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,06/2024,outro,Informe Trimestral,,,719161
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,09/2024,outro,Informe Trimestral,,,772491
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,12/2024,outro,Informe Trimestral,,,839023
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,31/12/2024,outro,Demonstrações Financeiras,,,863839
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,03/2025,outro,Informe Trimestral,,,901297
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,06/2025,outro,Informe Trimestral,,,970118
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,09/2025,outro,Informe Trimestral,,,1039941
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,12/2025,outro,Informe Trimestral,,,1103653
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,22/12/2025 10:00,assembleia,AGE,Ata da Assembleia,data/raw/54218941000125/1072780_assembleia_assembleia_1072780_2025-12-22.pdf,1072780
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,22/12/2025,regulamento,Regulamento,,data/raw/54218941000125/1072783_regulamento_regulamento_1072783_2025-12-22.pdf,1072783
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,31/12/2025,outro,Demonstrações Financeiras,,,1151736
CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.941/0001-25,03/2026,outro,Informe Trimestral,,,1182589
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,05/03/2024,emissao,Instrumento Particular de Constituição/Encerramento do Fundo,,data/raw/54219179000100/615967_emissao_emissao_615967_2024-03-05.pdf,615967
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,05/03/2024,regulamento,Regulamento,,data/raw/54219179000100/615968_regulamento_regulamento_615968_2024-03-05.pdf,615968
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,14/03/2024,emissao,Aviso ao Mercado,,data/raw/54219179000100/620353_emissao_emissao_620353_2024-03-14.pdf,620353
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,14/03/2024,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/54219179000100/622663_regulamento_regulamento_622663_2024-03-14.pdf,622663
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,14/03/2024,regulamento,Regulamento,,data/raw/54219179000100/622664_regulamento_regulamento_622664_2024-03-14.pdf,622664
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,31/03/2024,outro,Relatório de Agência de Rating,,,663052
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,11/04/2024,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/54219179000100/638457_regulamento_regulamento_638457_2024-04-11.pdf,638457
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,11/04/2024,regulamento,Regulamento,,data/raw/54219179000100/638458_regulamento_regulamento_638458_2024-04-11.pdf,638458
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,12/04/2024,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,data/raw/54219179000100/638448_evento_evento_638448_2024-04-12.pdf,638448
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,15/04/2024,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,data/raw/54219179000100/640563_evento_evento_640563_2024-04-15.pdf,640563
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,15/04/2024,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,data/raw/54219179000100/640880_evento_evento_640880_2024-04-15.pdf,640880
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,15/04/2024,emissao,Anúncio de Início,,data/raw/54219179000100/640912_emissao_emissao_640912_2024-04-15.pdf,640912
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,22/04/2024,emissao,Anúncio de Encerramento,,data/raw/54219179000100/643243_emissao_emissao_643243_2024-04-22.pdf,643243
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,22/04/2024,emissao,Anúncio de Encerramento,,data/raw/54219179000100/643431_emissao_emissao_643431_2024-04-22.pdf,643431
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,25/04/2024,emissao,Outros Documentos,,data/raw/54219179000100/644983_emissao_emissao_644983_2024-04-25.pdf,644983
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,06/2024,outro,Informe Trimestral,,,719160
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,09/2024,outro,Informe Trimestral,,,772493
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,12/2024,outro,Informe Trimestral,,,839025
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,31/12/2024,outro,Demonstrações Financeiras,,,864475
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,03/2025,outro,Informe Trimestral,,,901298
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,06/2025,outro,Informe Trimestral,,,970141
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,09/2025,outro,Informe Trimestral,,,1039923
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,26/11/2025,outro,Relatório de Agência de Rating,,,1048512
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,12/2025,outro,Informe Trimestral,,,1103657
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,22/12/2025 11:00,assembleia,AGE,Ata da Assembleia,data/raw/54219179000100/1072798_assembleia_assembleia_1072798_2025-12-22.pdf,1072798
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,22/12/2025,regulamento,Regulamento,,data/raw/54219179000100/1072799_regulamento_regulamento_1072799_2025-12-22.pdf,1072799
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,31/12/2025,outro,Demonstrações Financeiras,,,1151744
CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.219.179/0001-00,03/2026,outro,Informe Trimestral,,,1182590
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,05/03/2024,emissao,Instrumento Particular de Constituição/Encerramento do Fundo,,data/raw/54248022000102/617722_emissao_emissao_617722_2024-03-05.pdf,617722
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,05/03/2024,regulamento,Regulamento,,data/raw/54248022000102/617723_regulamento_regulamento_617723_2024-03-05.pdf,617723
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,14/03/2024,emissao,Aviso ao Mercado,,data/raw/54248022000102/620354_emissao_emissao_620354_2024-03-14.pdf,620354
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,14/03/2024,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/54248022000102/622665_regulamento_regulamento_622665_2024-03-14.pdf,622665
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,14/03/2024,regulamento,Regulamento,,data/raw/54248022000102/622677_regulamento_regulamento_622677_2024-03-14.pdf,622677
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,31/03/2024,outro,Relatório de Agência de Rating,,,663054
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,01/04/2024,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,data/raw/54248022000102/632684_evento_evento_632684_2024-04-01.pdf,632684
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,11/04/2024,regulamento,Instrumento Particular de Alteração do Regulamento,,data/raw/54248022000102/638463_regulamento_regulamento_638463_2024-04-11.pdf,638463
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,11/04/2024,regulamento,Regulamento,,data/raw/54248022000102/638466_regulamento_regulamento_638466_2024-04-11.pdf,638466
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,12/04/2024,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,data/raw/54248022000102/638459_evento_evento_638459_2024-04-12.pdf,638459
CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.248.022/0001-02,15/04/2024,evento,Outros Comunicados Não Considerados Fatos Relevantes ,,data/raw/54248022000102/640564_evento_evento_640564_2024-04-15.pdf,640564
