grupo,fundo,nome_curto,cnpj,cnpj_digits,data_referencia,categoria,tipo_documento,especie,documento_id,status_cvm,downloaded_flag,source_file,arquivo_local_existe,source_registry,page_count
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,26/04/2023,regulamento,Regulamento,,451354,,,data/raw/33254370000104/451354_regulamento_regulamento_451354_2023-04-26.pdf,True,reports/regulatory_document_inventory.csv,101.0
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,27/04/2023,evento,Fato Relevante,,451294,,,data/raw/33254370000104/451294_evento_evento_451294_2023-04-27.pdf,True,reports/regulatory_document_inventory.csv,1.0
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,06/2023,outro,Informe Trimestral,,504960,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,30/06/2023,outro,Relatório de Agência de Rating,,500533,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,30/08/2023,regulamento,Regulamento,,519058,,,data/raw/33254370000104/519058_regulamento_regulamento_519058_2023-08-30.pdf,True,reports/regulatory_document_inventory.csv,104.0
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,30/08/2023 09:00,assembleia,AGO/E,Ata da Assembleia,519065,,,data/raw/33254370000104/519065_assembleia_assembleia_519065_2023-08-30.pdf,True,reports/regulatory_document_inventory.csv,2.0
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,09/2023,outro,Informe Trimestral,,551214,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,30/09/2023,outro,Relatório de Agência de Rating,,551256,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,12/2023,outro,Informe Trimestral,,600598,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,29/12/2023,outro,Relatório de Agência de Rating,,593008,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,31/12/2023,outro,Demonstrações Financeiras,,659253,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,03/2024,outro,Informe Trimestral,,659634,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,29/03/2024,outro,Relatório de Agência de Rating,,665659,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,06/2024,outro,Informe Trimestral,,717732,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,09/2024,outro,Informe Trimestral,,782014,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,03/09/2024 19:00,assembleia,AGE,"Protocolo e Justificativa de Cisão, Fusão ou Incorporação",731592,,,data/raw/33254370000104/731592_assembleia_assembleia_731592_2024-09-03.pdf,True,reports/regulatory_document_inventory.csv,4.0
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,03/09/2024 11:00,assembleia,AGE,Ata da Assembleia,749010,,,data/raw/33254370000104/749010_assembleia_assembleia_749010_2024-09-03.pdf,True,reports/regulatory_document_inventory.csv,9.0
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,13/09/2024,outro,"Demonstrações Financeiras - Fusão, cisão e incorporação",,918974,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,30/09/2024,outro,Relatório de Agência de Rating,,781991,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,21/11/2024,regulamento,Regulamento,,787126,,,data/raw/33254370000104/787126_regulamento_regulamento_787126_2024-11-21.pdf,True,reports/regulatory_document_inventory.csv,110.0
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,21/11/2024 09:00,assembleia,AGO/E,Ata da Assembleia,787141,,,data/raw/33254370000104/787141_assembleia_assembleia_787141_2024-11-21.pdf,True,reports/regulatory_document_inventory.csv,2.0
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,12/2024,outro,Informe Trimestral,,840978,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,31/12/2024,outro,Demonstrações Financeiras,,974276,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,03/2025,outro,Informe Trimestral,,902570,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,30/04/2025 13:00,assembleia,AGE,Ata da Assembleia,914383,,,data/raw/33254370000104/914383_assembleia_assembleia_914383_2025-04-30.pdf,True,reports/regulatory_document_inventory.csv,11.0
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,30/04/2025,regulamento,Regulamento,,914386,,,data/raw/33254370000104/914386_regulamento_regulamento_914386_2025-04-30.pdf,True,reports/regulatory_document_inventory.csv,113.0
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,06/2025,outro,Informe Trimestral,,974400,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,09/2025,outro,Informe Trimestral,,1021105,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,12/2025,outro,Informe Trimestral,,1099511,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,31/12/2025,outro,Demonstrações Financeiras,,1156149,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,19/02/2026 09:00,assembleia,AGE,Ata da Assembleia,1118465,,,data/raw/33254370000104/1118465_assembleia_assembleia_1118465_2026-02-19.pdf,True,reports/regulatory_document_inventory.csv,11.0
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,19/02/2026,regulamento,Regulamento,,1118467,,,data/raw/33254370000104/1118467_regulamento_regulamento_1118467_2026-02-19.pdf,True,reports/regulatory_document_inventory.csv,122.0
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,24/02/2026 09:00,assembleia,AGE,Ata da Assembleia,1121051,,,data/raw/33254370000104/1121051_assembleia_assembleia_1121051_2026-02-24.pdf,True,reports/regulatory_document_inventory.csv,3.0
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,03/03/2026 13:00,assembleia,AGE,Ata da Assembleia,1128337,,,data/raw/33254370000104/1128337_assembleia_assembleia_1128337_2026-03-03.pdf,True,reports/regulatory_document_inventory.csv,9.0
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,33254370000104,03/03/2026,regulamento,Regulamento,,1128340,,,data/raw/33254370000104/1128340_regulamento_regulamento_1128340_2026-03-03.pdf,True,reports/regulatory_document_inventory.csv,127.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,12/2020,outro,Informe Trimestral,,147917,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,31/12/2020,outro,Demonstrações Financeiras,,205310,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,03/2021,outro,Informe Trimestral,,177285,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,25/05/2021 10:00,assembleia,AGE,Ata da Assembleia,179557,,,data/raw/37511828000114/179557_assembleia_assembleia_179557_2021-05-25.pdf,True,reports/regulatory_document_inventory.csv,3.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,25/05/2021,regulamento,Regulamento,,179561,,,data/raw/37511828000114/179561_regulamento_regulamento_179561_2021-05-25.pdf,True,reports/regulatory_document_inventory.csv,158.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,25/05/2021,outro,Outros Documentos,,179563,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,06/2021,outro,Informe Trimestral,,206416,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,09/2021,outro,Informe Trimestral,,236270,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,12/2021,outro,Informe Trimestral,,270684,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,30/12/2021 10:00,assembleia,AGE,Ata da Assembleia,296735,,,data/raw/37511828000114/296735_assembleia_assembleia_296735_2021-12-30.pdf,True,reports/regulatory_document_inventory.csv,5.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,30/12/2021,regulamento,Regulamento,,296748,,,data/raw/37511828000114/296748_regulamento_regulamento_296748_2021-12-30.pdf,True,reports/regulatory_document_inventory.csv,161.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,31/12/2021,outro,Demonstrações Financeiras,,511147,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,03/2022,outro,Informe Trimestral,,305854,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,29/04/2022 10:00,assembleia,AGE,Ata da Assembleia,297780,,,data/raw/37511828000114/297780_assembleia_assembleia_297780_2022-04-29.pdf,True,reports/regulatory_document_inventory.csv,3.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,29/04/2022,regulamento,Regulamento,,297781,,,data/raw/37511828000114/297781_regulamento_regulamento_297781_2022-04-29.pdf,True,reports/regulatory_document_inventory.csv,162.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,29/04/2022,outro,Outros Documentos,,297783,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,06/2022,outro,Informe Trimestral,,367906,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,28/06/2022 10:00,assembleia,AGO,Ata da Assembleia,321445,,,data/raw/37511828000114/321445_assembleia_assembleia_321445_2022-06-28.pdf,True,reports/regulatory_document_inventory.csv,2.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,30/06/2022,evento,Aviso aos Cotistas,,323263,,,data/raw/37511828000114/323263_evento_evento_323263_2022-06-30.pdf,True,reports/regulatory_document_inventory.csv,2.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,29/08/2022 14:00,assembleia,AGE,Ata da Assembleia,347103,,,data/raw/37511828000114/347103_assembleia_assembleia_347103_2022-08-29.pdf,True,reports/regulatory_document_inventory.csv,2.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,09/2022,outro,Informe Trimestral,,366647,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,14/10/2022 17:00,assembleia,AGE,Ata da Assembleia,366672,,,data/raw/37511828000114/366672_assembleia_assembleia_366672_2022-10-14.pdf,True,reports/regulatory_document_inventory.csv,7.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,14/10/2022,regulamento,Regulamento,,366675,,,data/raw/37511828000114/366675_regulamento_regulamento_366675_2022-10-14.pdf,True,reports/regulatory_document_inventory.csv,181.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,24/11/2022 10:00,assembleia,AGE,Ata da Assembleia,383962,,,data/raw/37511828000114/383962_assembleia_assembleia_383962_2022-11-24.pdf,True,reports/regulatory_document_inventory.csv,8.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,01/12/2022,regulamento,Regulamento,,386205,,,data/raw/37511828000114/386205_regulamento_regulamento_386205_2022-12-01.pdf,True,reports/regulatory_document_inventory.csv,157.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,12/2022,outro,Informe Trimestral,,419056,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,22/12/2022 18:00,assembleia,AGE,Ata da Assembleia,393133,,,data/raw/37511828000114/393133_assembleia_assembleia_393133_2022-12-22.pdf,True,reports/regulatory_document_inventory.csv,7.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,22/12/2022,regulamento,Regulamento,,393134,,,data/raw/37511828000114/393134_regulamento_regulamento_393134_2022-12-22.pdf,True,reports/regulatory_document_inventory.csv,154.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,31/12/2022,outro,Relatório de Agência de Rating,,419195,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,31/12/2022,outro,Demonstrações Financeiras,,753107,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,31/12/2022,outro,Outros Relatórios,,753110,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,03/2023,outro,Informe Trimestral,,465501,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,31/03/2023,outro,Relatório de Agência de Rating,,464978,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,06/2023,outro,Informe Trimestral,,509351,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,30/06/2023,outro,Relatório de Agência de Rating,,509602,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,09/2023,outro,Informe Trimestral,,552537,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,12/09/2023 10:00,assembleia,AGE,Ata da Assembleia,521510,,,data/raw/37511828000114/521510_assembleia_assembleia_521510_2023-09-12.pdf,True,reports/regulatory_document_inventory.csv,15.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,12/09/2023,regulamento,Regulamento,,521557,,,data/raw/37511828000114/521557_regulamento_regulamento_521557_2023-09-12.pdf,True,reports/regulatory_document_inventory.csv,143.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,12/2023,outro,Informe Trimestral,,605184,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,20/12/2023 10:00,assembleia,AGE,Ata da Assembleia,575528,,,data/raw/37511828000114/575528_assembleia_assembleia_575528_2023-12-20.pdf,True,reports/regulatory_document_inventory.csv,3.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,31/12/2023,outro,Demonstrações Financeiras,,847961,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,23/01/2024 10:00,assembleia,AGE,Ata da Assembleia,591337,,,data/raw/37511828000114/591337_assembleia_assembleia_591337_2024-01-23.pdf,True,reports/regulatory_document_inventory.csv,39.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,03/2024,outro,Informe Trimestral,,658127,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,06/2024,outro,Informe Trimestral,,719137,,,,False,reports/regulatory_document_inventory.csv,
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,10/06/2024 10:00,assembleia,AGE,Ata da Assembleia,678666,,,data/raw/37511828000114/678666_assembleia_assembleia_678666_2024-06-10.pdf,True,reports/regulatory_document_inventory.csv,3.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,10/06/2024,regulamento,Regulamento,,678673,,,data/raw/37511828000114/678673_regulamento_regulamento_678673_2024-06-10.pdf,True,reports/regulatory_document_inventory.csv,139.0
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,37511828000114,12/07/2024 10:00,assembleia,AGE,Ata da Assembleia,699514,,,data/raw/37511828000114/699514_assembleia_assembleia_699514_2024-07-12.pdf,True,reports/regulatory_document_inventory.csv,11.0
