grupo,fundo,nome_curto,cnpj,criterio,descricao,trecho
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,Critério de elegibilidade,"a) O Cedente deverá possuir cadastro atualizado na plataforma do Mercado Pago, incluindo seu aceite aos Termos e Condições; b) O Cedente deverá ter Conta de Pagamento aberta e sem nenhum ônus ou restrição nos termos da legislação aplicável; e c) Não pode ter sido verificada, nos termos dos Documentos de Aquisição, nenhuma hipótese de resolução de cessão e/ou recompra facultativa dos Direitos Creditórios PPV. 2.3.4 A…","a) O Cedente deverá possuir cadastro atualizado na plataforma do Mercado Pago, incluindo seu aceite aos Termos e Condições; b) O Cedente deverá ter Conta de Pagamento aberta e sem nenhum ônus ou restrição nos termos da legislação aplicável; e c) Não pode ter sido verificada, nos termos dos Documentos de Aquisição, nenhuma hipótese de resolução de cessão e/ou recompra facultativa dos Direitos Creditórios PPV. 2.3.4 A…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"ser pessoa física ou pessoa jurídica inscrita, respectivamente, no Cadastro de Pessoas Físicas ou Cadastro Nacional de Pessoas Jurídicas. 7.2. Observados os termos e as condições do presente Regulamento, a verificação do atendimento dos Direitos Creditórios aos Critérios de Elegibilidade será realizada pelo Custodiante em cada Data de Aquisição e Pagamento. 7.2.1. O desenquadramento de qualquer Direito Creditório co…","ser pessoa física ou pessoa jurídica inscrita, respectivamente, no Cadastro de Pessoas Físicas ou Cadastro Nacional de Pessoas Jurídicas. 7.2. Observados os termos e as condições do presente Regulamento, a verificação do atendimento dos Direitos Creditórios aos Critérios de Elegibilidade será realizada pelo Custodiante em cada Data de Aquisição e Pagamento. 7.2.1. O desenquadramento de qualquer Direito Creditório co…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,JETIVO DO INVESTIMENTO ..................................................... 41 CAPÍTULO CINCO – DA POLÍTICA DE INVESTIMENTO E DA COMPOSIÇÃO DA CARTEIRA DO FUNDO .............................................................................................................................. 42 CAPÍTULO SEIS – DOS DOCUMENTOS COMPROBATÓRIOS ................................................... 44 CAPÍTULO SETE – DOS CRITÉR…,JETIVO DO INVESTIMENTO ..................................................... 41 CAPÍTULO CINCO – DA POLÍTICA DE INVESTIMENTO E DA COMPOSIÇÃO DA CARTEIRA DO FUNDO .............................................................................................................................. 42 CAPÍTULO SEIS – DOS DOCUMENTOS COMPROBATÓRIOS ................................................... 44 CAPÍTULO SETE – DOS CRITÉR…
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"lidade de crédito de determinado ativo ou sociedade emissora de tal ativo, conforme aplicável, incluindo a avaliação das Cotas Seniores e das Cotas Subordinadas realizada por Agência Classificadora de Risco, podendo referida avaliação ser na modalidade de rating (pública) ou de credit opinion (privada) em escala nacional. ""CMN"" O Conselho Monetário Nacional. ""CNPJ/ME"" O Cadastro Nacional de Pessoas Jurídicas do Mini…","lidade de crédito de determinado ativo ou sociedade emissora de tal ativo, conforme aplicável, incluindo a avaliação das Cotas Seniores e das Cotas Subordinadas realizada por Agência Classificadora de Risco, podendo referida avaliação ser na modalidade de rating (pública) ou de credit opinion (privada) em escala nacional. ""CMN"" O Conselho Monetário Nacional. ""CNPJ/ME"" O Cadastro Nacional de Pessoas Jurídicas do Mini…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"e comprovada culpa ou dolo. 7.3. Observados os termos e as condições do presente Regulamento, a verificação do atendimento pelos Direitos Creditórios Ofertados aos Critérios de Elegibilidade pelo Custodiante será considerada como definitiva. 7.4. Além de atender aos Critérios de Elegibilidade, todos e quaisquer Direitos Creditórios a serem adquiridos pelo Fundo deverão atender, na respectiva Data de Aquisição e Paga…","e comprovada culpa ou dolo. 7.3. Observados os termos e as condições do presente Regulamento, a verificação do atendimento pelos Direitos Creditórios Ofertados aos Critérios de Elegibilidade pelo Custodiante será considerada como definitiva. 7.4. Além de atender aos Critérios de Elegibilidade, todos e quaisquer Direitos Creditórios a serem adquiridos pelo Fundo deverão atender, na respectiva Data de Aquisição e Paga…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"Instituições Financeiras Parceiras; e (xxviii) o Direito Creditório tem sido cobrado de acordo com a Política de Cobrança de Direitos Creditórios para Cobrança Extraordinária vigente na data de sua cobrança, e com o Contrato de Cobrança, conforme aplicável. 7.5. Observados os termos e as condições do presente Regulamento, do Contrato de Cessão PPV e dos Contratos de Endosso CCB, a verificação do atendimento dos Dire…","Instituições Financeiras Parceiras; e (xxviii) o Direito Creditório tem sido cobrado de acordo com a Política de Cobrança de Direitos Creditórios para Cobrança Extraordinária vigente na data de sua cobrança, e com o Contrato de Cobrança, conforme aplicável. 7.5. Observados os termos e as condições do presente Regulamento, do Contrato de Cessão PPV e dos Contratos de Endosso CCB, a verificação do atendimento dos Dire…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"or qualquer motivo ocorrido após a sua transferência ao Fundo, não obrigará a sua alienação pelo Fundo, nem dará ao Fundo qualquer pretensão, recurso ou direito de regresso contra os Cedentes , o Administrador, o Gestor, o Custodiante ou suas Partes Relacionadas, exceto em caso de comprovada culpa ou dolo. 7.7. Observados os termos e as condições do presente Regulamento, a verificação do atendimento pelos Direitos C…","or qualquer motivo ocorrido após a sua transferência ao Fundo, não obrigará a sua alienação pelo Fundo, nem dará ao Fundo qualquer pretensão, recurso ou direito de regresso contra os Cedentes , o Administrador, o Gestor, o Custodiante ou suas Partes Relacionadas, exceto em caso de comprovada culpa ou dolo. 7.7. Observados os termos e as condições do presente Regulamento, a verificação do atendimento pelos Direitos C…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"ser pessoa física ou pessoa jurídica inscrita, respectivamente, no Cadastro de Pessoas Físicas ou Cadastro Nacional de Pessoas Jurídicas. 7.2. Observados os termos e as condições do presente Regulamento, a verificação do atendimento dos Direitos Creditórios aos Critérios de Elegibilidade será realizada pelo Custodiante em cada Data de Aquisição e Pagamento. 7.2.1. O desenquadramento de qualquer Direito Creditório co…","ser pessoa física ou pessoa jurídica inscrita, respectivamente, no Cadastro de Pessoas Físicas ou Cadastro Nacional de Pessoas Jurídicas. 7.2. Observados os termos e as condições do presente Regulamento, a verificação do atendimento dos Direitos Creditórios aos Critérios de Elegibilidade será realizada pelo Custodiante em cada Data de Aquisição e Pagamento. 7.2.1. O desenquadramento de qualquer Direito Creditório co…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,.............................................. 42 CAPÍTULO CINCO – DA POLÍTICA DE INVESTIMENTO E DA COMPOSIÇÃO DA CARTEIRA DO FUNDO ............................................................................................................................................. 43 CAPÍTULO SEIS – DOS DOCUMENTOS COMPROBATÓRIOS .................................................................. 45 CAPÍTULO SETE – DOS CRITÉR…,.............................................. 42 CAPÍTULO CINCO – DA POLÍTICA DE INVESTIMENTO E DA COMPOSIÇÃO DA CARTEIRA DO FUNDO ............................................................................................................................................. 43 CAPÍTULO SEIS – DOS DOCUMENTOS COMPROBATÓRIOS .................................................................. 45 CAPÍTULO SETE – DOS CRITÉR…
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"de crédito de determinado ativo ou sociedade emissora de tal ativo, conforme aplicável, incluindo a avaliação das Cotas Seniores e das Cotas Subordinadas realizada por Agência Classificadora de Risco, podendo referida avaliação ser na modalidade de rating (pública) ou de credit opinion (privada) em escala nacional. ""CMN"" O Conselho Monetário Nacional. ""CNPJ/ME"" O Cadastro Nacional de Pessoas Jurídicas do Ministério…","de crédito de determinado ativo ou sociedade emissora de tal ativo, conforme aplicável, incluindo a avaliação das Cotas Seniores e das Cotas Subordinadas realizada por Agência Classificadora de Risco, podendo referida avaliação ser na modalidade de rating (pública) ou de credit opinion (privada) em escala nacional. ""CMN"" O Conselho Monetário Nacional. ""CNPJ/ME"" O Cadastro Nacional de Pessoas Jurídicas do Ministério…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"de comprovada culpa ou dolo. 7.3. Observados os termos e as condições do presente Regulamento, a verificação do atendimento pelos Direitos Creditórios Ofertados aos Critérios de Elegibilidade pelo Custodiante será considerada como definitiva. 7.4. Além de atender aos Critérios de Elegibilidade, todos e quaisquer Direitos Creditórios a serem adquiridos pelo Fundo deverão atender, na respectiva Data de Aquisição e Pag…","de comprovada culpa ou dolo. 7.3. Observados os termos e as condições do presente Regulamento, a verificação do atendimento pelos Direitos Creditórios Ofertados aos Critérios de Elegibilidade pelo Custodiante será considerada como definitiva. 7.4. Além de atender aos Critérios de Elegibilidade, todos e quaisquer Direitos Creditórios a serem adquiridos pelo Fundo deverão atender, na respectiva Data de Aquisição e Pag…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"nstituições Financeiras Parceiras; e (xxviii) o Direito Creditório tem sido cobrado de acordo com a Política de Cobrança de Direitos Creditórios para Cobrança Extraordinária vigente na data de sua cobrança, e com o Contrato de Cobrança, conforme aplicável. 7.5. Observados os termos e as condições do presente Regulamento , do Contrato de Cessão PPV e dos Contratos de Endosso CCB , a verificação do atendimento dos Dir…","nstituições Financeiras Parceiras; e (xxviii) o Direito Creditório tem sido cobrado de acordo com a Política de Cobrança de Direitos Creditórios para Cobrança Extraordinária vigente na data de sua cobrança, e com o Contrato de Cobrança, conforme aplicável. 7.5. Observados os termos e as condições do presente Regulamento , do Contrato de Cessão PPV e dos Contratos de Endosso CCB , a verificação do atendimento dos Dir…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"r motivo ocorrido após a sua transfe rência ao Fundo, não obrigará a sua alienação pelo Fundo, nem dará ao Fundo qualquer pretensão, recurso ou direito de regresso contra os Cedentes , o Administrador, o Gestor, o 52 Custodiante ou suas Partes Relacionadas, exceto em caso de comprovada culpa ou dolo. 7.7. Observados os termos e as condições do presente Regulamento, a verificação do atendimento pelos Direitos Creditó…","r motivo ocorrido após a sua transfe rência ao Fundo, não obrigará a sua alienação pelo Fundo, nem dará ao Fundo qualquer pretensão, recurso ou direito de regresso contra os Cedentes , o Administrador, o Gestor, o 52 Custodiante ou suas Partes Relacionadas, exceto em caso de comprovada culpa ou dolo. 7.7. Observados os termos e as condições do presente Regulamento, a verificação do atendimento pelos Direitos Creditó…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"a Sênior do Fundo, não se aplicando a restrição prevista no artigo 9 da ICVM 476; (ii) a alteração da Condição de Cessão prevista no inciso (v), alínea (b), do item 7.4. do Regulamento do Fundo, o qual passará a vigorar com a redação abaixo: “7.4. Além de atender aos Critérios de Elegibilidade, todos e quaisquer Direitos Creditórios a serem adquiridos pelo Fundo deverão atender, na respectiva Data de Aquisição e Pag…","a Sênior do Fundo, não se aplicando a restrição prevista no artigo 9 da ICVM 476; (ii) a alteração da Condição de Cessão prevista no inciso (v), alínea (b), do item 7.4. do Regulamento do Fundo, o qual passará a vigorar com a redação abaixo: “7.4. Além de atender aos Critérios de Elegibilidade, todos e quaisquer Direitos Creditórios a serem adquiridos pelo Fundo deverão atender, na respectiva Data de Aquisição e Pag…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"ser pessoa física ou pessoa jurídica inscrita, respectivamente, no Cadastro de Pessoas Físicas ou Cadastro Nacional de Pessoas Jurídicas. 7.2. Observados os termos e as condições do presente Regulamento, a verificação do atendimento dos Direitos Creditórios aos Critérios de Elegibilidade será realizada pelo Custodiante em cada Data de Aquisição e Pagamento. 7.2.1. O desenquadramento de qualquer Direito Creditório co…","ser pessoa física ou pessoa jurídica inscrita, respectivamente, no Cadastro de Pessoas Físicas ou Cadastro Nacional de Pessoas Jurídicas. 7.2. Observados os termos e as condições do presente Regulamento, a verificação do atendimento dos Direitos Creditórios aos Critérios de Elegibilidade será realizada pelo Custodiante em cada Data de Aquisição e Pagamento. 7.2.1. O desenquadramento de qualquer Direito Creditório co…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,.............................................. 43 CAPÍTULO CINCO – DA POLÍTICA DE INVESTIMENTO E DA COMPOSIÇÃO DA CARTEIRA DO FUNDO ............................................................................................................................................. 44 CAPÍTULO SEIS – DOS DOCUMENTOS COMPROBATÓRIOS .................................................................. 46 CAPÍTULO SETE – DOS CRITÉR…,.............................................. 43 CAPÍTULO CINCO – DA POLÍTICA DE INVESTIMENTO E DA COMPOSIÇÃO DA CARTEIRA DO FUNDO ............................................................................................................................................. 44 CAPÍTULO SEIS – DOS DOCUMENTOS COMPROBATÓRIOS .................................................................. 46 CAPÍTULO SETE – DOS CRITÉR…
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"de crédito de determinado ativo ou sociedade emissora de tal ativo, conforme aplicável, incluindo a avaliação das Cotas Seniores e das Cotas Subordinadas realizada por Agência Classificadora de Risco, podendo referida avaliação ser na modalidade de rating (pública) ou de credit opinion (privada) em escala nacional. ""CMN"" O Conselho Monetário Nacional. ""CNPJ/ME"" O Cadastro Nacional de Pessoas Jurídicas do Ministério…","de crédito de determinado ativo ou sociedade emissora de tal ativo, conforme aplicável, incluindo a avaliação das Cotas Seniores e das Cotas Subordinadas realizada por Agência Classificadora de Risco, podendo referida avaliação ser na modalidade de rating (pública) ou de credit opinion (privada) em escala nacional. ""CMN"" O Conselho Monetário Nacional. ""CNPJ/ME"" O Cadastro Nacional de Pessoas Jurídicas do Ministério…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"de comprovada culpa ou dolo. 7.3. Observados os termos e as condições do presente Regulamento, a verificação do atendimento pelos Direitos Creditórios Ofertados aos Critérios de Elegibilidade pelo Custodiante será considerada como definitiva. 7.4. Além de atender aos Critérios de Elegibilidade, todos e quaisquer Direitos Creditórios a serem adquiridos pelo Fundo deverão atender, na respectiva Data de Aquisição e Pag…","de comprovada culpa ou dolo. 7.3. Observados os termos e as condições do presente Regulamento, a verificação do atendimento pelos Direitos Creditórios Ofertados aos Critérios de Elegibilidade pelo Custodiante será considerada como definitiva. 7.4. Além de atender aos Critérios de Elegibilidade, todos e quaisquer Direitos Creditórios a serem adquiridos pelo Fundo deverão atender, na respectiva Data de Aquisição e Pag…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"nstituições Financeiras Parceiras; e (xxviii) o Direito Creditório tem sido cobrado de acordo com a Política de Cobrança de Direitos Creditórios para Cobrança Extraordinária vigente na data de sua cobrança, e com o Contrato de Cobrança, conforme aplicável. 7.5. Observados os termos e as condições do presente Regulamento , do Contrato de Cessão PPV e dos Contratos de Endosso CCB , a verificação do atendimento dos Dir…","nstituições Financeiras Parceiras; e (xxviii) o Direito Creditório tem sido cobrado de acordo com a Política de Cobrança de Direitos Creditórios para Cobrança Extraordinária vigente na data de sua cobrança, e com o Contrato de Cobrança, conforme aplicável. 7.5. Observados os termos e as condições do presente Regulamento , do Contrato de Cessão PPV e dos Contratos de Endosso CCB , a verificação do atendimento dos Dir…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"r moti vo ocorrido após a sua transferência ao Fundo, não obrigará a sua alienação pelo Fundo, nem dará ao Fundo qualquer pretensão, recurso ou direito de regresso contra os Cedentes , o Administrador, o Gestor, o 53 Custodiante ou suas Partes Relacionadas, exceto em caso de comprovada culpa ou dolo. 7.7. Observados os termos e as condições do presente Regulamento, a verificação do atendimento pelos Direitos Creditó…","r moti vo ocorrido após a sua transferência ao Fundo, não obrigará a sua alienação pelo Fundo, nem dará ao Fundo qualquer pretensão, recurso ou direito de regresso contra os Cedentes , o Administrador, o Gestor, o 53 Custodiante ou suas Partes Relacionadas, exceto em caso de comprovada culpa ou dolo. 7.7. Observados os termos e as condições do presente Regulamento, a verificação do atendimento pelos Direitos Creditó…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"ser pessoa física ou pessoa jurídica inscrita, respectivamente, no Cadastro de Pessoas Físicas ou Cadastro Nacional de Pessoas Jurídicas. 7.2. Observados os termos e as condições do presente Regulamento, a verificação do atendimento dos Direitos Creditórios aos Critérios de Elegibilidade será realizada pelo Custodiante em cada Data de Aquisição e Pagamento. 7.2.1. O desenquadramento de qualquer Direito Creditório co…","ser pessoa física ou pessoa jurídica inscrita, respectivamente, no Cadastro de Pessoas Físicas ou Cadastro Nacional de Pessoas Jurídicas. 7.2. Observados os termos e as condições do presente Regulamento, a verificação do atendimento dos Direitos Creditórios aos Critérios de Elegibilidade será realizada pelo Custodiante em cada Data de Aquisição e Pagamento. 7.2.1. O desenquadramento de qualquer Direito Creditório co…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,.................. Erro! Indicador não definido. CAPÍTULO QUATRO – DO OBJETIVO DO INVESTIMENTO .................................. Erro! Indicador não definido. CAPÍTULO CINCO – DA POLÍTICA DE INVESTIMENTO E DA COMPOSIÇÃO DA CARTEIRA DO FUNDO ........... Erro! Indicador não definido. CAPÍTULO SEIS – DOS DOCUMENTOS COMPROBATÓRIOS................................ Erro! Indicador não definido. CAPÍTULO SETE – DOS CRITÉRI…,.................. Erro! Indicador não definido. CAPÍTULO QUATRO – DO OBJETIVO DO INVESTIMENTO .................................. Erro! Indicador não definido. CAPÍTULO CINCO – DA POLÍTICA DE INVESTIMENTO E DA COMPOSIÇÃO DA CARTEIRA DO FUNDO ........... Erro! Indicador não definido. CAPÍTULO SEIS – DOS DOCUMENTOS COMPROBATÓRIOS................................ Erro! Indicador não definido. CAPÍTULO SETE – DOS CRITÉRI…
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"idade de crédito de determinado ativo ou sociedade emissora de tal ativo, conforme aplicável, incluindo a avaliação das Cotas Seniores e das Cotas Subordi nadas realizada por Agência Classificadora de Risco, podendo referida avaliação ser na modalidade de rating (pública) ou de credit opinion (privada) em escala nacional. ""CMN"" O Conselho Monetário Nacional. ""CNPJ/ME"" O Cadastro Nacional de Pessoas Jurídicas do Mini…","idade de crédito de determinado ativo ou sociedade emissora de tal ativo, conforme aplicável, incluindo a avaliação das Cotas Seniores e das Cotas Subordi nadas realizada por Agência Classificadora de Risco, podendo referida avaliação ser na modalidade de rating (pública) ou de credit opinion (privada) em escala nacional. ""CMN"" O Conselho Monetário Nacional. ""CNPJ/ME"" O Cadastro Nacional de Pessoas Jurídicas do Mini…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"de comprovada culpa ou dolo. 7.3. Observados os termos e as condições do presente Regulamento, a verificação do atendimento pelos Direitos Creditórios Ofertados aos Critérios de Elegibilidade pelo Custodiante será considerada como definitiva. 7.4. Além de atender aos Critérios de Elegibilidade, todos e quaisquer Direitos Creditórios a serem adquiridos pelo Fundo deverão atender, na respectiva Data de Aquisição e Pag…","de comprovada culpa ou dolo. 7.3. Observados os termos e as condições do presente Regulamento, a verificação do atendimento pelos Direitos Creditórios Ofertados aos Critérios de Elegibilidade pelo Custodiante será considerada como definitiva. 7.4. Além de atender aos Critérios de Elegibilidade, todos e quaisquer Direitos Creditórios a serem adquiridos pelo Fundo deverão atender, na respectiva Data de Aquisição e Pag…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"em sido cobrado de acordo com a Política de Cobrança de Direitos Creditórios para Cobrança Extraordinária vigente na data de sua cobrança, e com o Contrato de Cobrança, conforme aplicável. DocuSign Envelope ID: BBD9927A-0B7D-4F83-9007-2636D108FC9C 63 7.5. Observados os termos e as condições do presente Regulamento, do Contrato de Cessão PPV e dos Contratos de Endosso CCB, a verificação do atendimento dos Direitos Cr…","em sido cobrado de acordo com a Política de Cobrança de Direitos Creditórios para Cobrança Extraordinária vigente na data de sua cobrança, e com o Contrato de Cobrança, conforme aplicável. DocuSign Envelope ID: BBD9927A-0B7D-4F83-9007-2636D108FC9C 63 7.5. Observados os termos e as condições do presente Regulamento, do Contrato de Cessão PPV e dos Contratos de Endosso CCB, a verificação do atendimento dos Direitos Cr…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"or qualquer motivo ocorrido após a sua transfe rência ao Fundo, não obrigará a sua alienação pelo Fundo, nem dará ao Fundo qualquer pretensão, recurso ou direito de regresso contra os Cedentes, o Administrador, o Gestor, o Custodiante ou suas Partes Relacionadas, exceto em caso de comprovada culpa ou dolo. 7.7. Observados os termos e as condições do presente Regulamento, a verificação do atendimento pelos Direitos C…","or qualquer motivo ocorrido após a sua transfe rência ao Fundo, não obrigará a sua alienação pelo Fundo, nem dará ao Fundo qualquer pretensão, recurso ou direito de regresso contra os Cedentes, o Administrador, o Gestor, o Custodiante ou suas Partes Relacionadas, exceto em caso de comprovada culpa ou dolo. 7.7. Observados os termos e as condições do presente Regulamento, a verificação do atendimento pelos Direitos C…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,........ 39 CAPÍTULO CINCO – DA POLÍTICA DE INVESTIMENTO E DA COMPOSIÇÃO DA CARTEIRA DO FUNDO .............................................................................................................................................................................. 39 CAPÍTULO SEIS – DOS DOCUMENTOS COMPROBATÓRIOS ....................................................................... 42 CAPÍTULO SETE – DOS CRITÉR…,........ 39 CAPÍTULO CINCO – DA POLÍTICA DE INVESTIMENTO E DA COMPOSIÇÃO DA CARTEIRA DO FUNDO .............................................................................................................................................................................. 39 CAPÍTULO SEIS – DOS DOCUMENTOS COMPROBATÓRIOS ....................................................................... 42 CAPÍTULO SETE – DOS CRITÉR…
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"de crédito de determinado ativo ou sociedade emissora de tal ativo, conforme aplicável, incluindo a avaliação das Cotas Seniores e das Cotas Subordinadas realizada por Agência Classificadora de Risco, podendo referida avaliação ser na modalidade de rating (pública) ou de credit opinion (privada) em escala nacional. ""CMN"" O Conselho Monetário Nacional. ""CNPJ/ME"" O Cadastro Nacional de Pessoas Jurídicas do Ministério…","de crédito de determinado ativo ou sociedade emissora de tal ativo, conforme aplicável, incluindo a avaliação das Cotas Seniores e das Cotas Subordinadas realizada por Agência Classificadora de Risco, podendo referida avaliação ser na modalidade de rating (pública) ou de credit opinion (privada) em escala nacional. ""CMN"" O Conselho Monetário Nacional. ""CNPJ/ME"" O Cadastro Nacional de Pessoas Jurídicas do Ministério…"
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,Critério de elegibilidade,"idas no contrato de prestação de serviços com o terceiro contratado e serão mantidas no endereço eletrônico do Administrador, de forma atualizada. 6.5. O Custodiante não é responsável pela veracidade dos Documentos Comprobatórios e pela existência dos Direitos Creditórios, sendo, no entanto, responsável pela pronta informação caso venha a ter conhecimento de eventuais inconsistências. CAPÍTULO SETE – DOS CRITÉRIOS D…","idas no contrato de prestação de serviços com o terceiro contratado e serão mantidas no endereço eletrônico do Administrador, de forma atualizada. 6.5. O Custodiante não é responsável pela veracidade dos Documentos Comprobatórios e pela existência dos Direitos Creditórios, sendo, no entanto, responsável pela pronta informação caso venha a ter conhecimento de eventuais inconsistências. CAPÍTULO SETE – DOS CRITÉRIOS D…"
