grupo,fundo,nome_curto,cnpj,data_referencia,documento_id,tipo_documento,categoria_documento,source_file,page,categoria_evidencia,termos_encontrados,trecho,fonte_pagina
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/03/2026,1128340,Regulamento,regulamento,data/raw/33254370000104/1128340_regulamento_regulamento_1128340_2026-03-03.pdf,2,alteracoes_assembleias,\bassembleia\b,"...ÇOS ESSENCIAIS 39 9. COTAS 41 10. RENTABILIDADE EXCEDENTE DO FUNDO 46 11. SUBSCRIÇÃO, INTEGRALIZAÇÃO E VALOR DAS COTAS 47 12. AMORTIZAÇÃO E RESGATE DAS COTAS 50 13. ORDEM DE ALOCAÇÃO DOS RECURSOS 54 14. METODOLOGIA DE AVALIAÇÃO DOS ATIVOS DO FUNDO 57 15. EVENTOS DE AVALIAÇÃO 57 16. EVENTOS DE LIQUIDAÇÃO ANTECIPADA E LIQUIDAÇÃO DO FUNDO 60 17. DESPESAS E ENCARGOS DO FUNDO 62 18. PATRIMÔNIO LÍQUIDO NEGATIVO COM LIMITAÇÃO DE RESPONSABILIDADE 65 19. ASSEMBLEIA GERAL 68 20. INFORMAÇÕES OBRIGATÓRIAS E PERIÓDICAS 75 21. PUBLICAÇÕES 77 22. DISPOSIÇÕES FINAIS 77 COMPLEMENTO I - DEFINIÇÕES 79 COMPLEMENTO II - PROCESSO DE ORIGINAÇÃO DOS DIREITOS CREDITÓRIOS E POLÍTICA DE CRÉDITO 93 COMPLEMENTO III - POLÍTICA DE COBRANÇA DOS DIREITOS CREDITÓRIOS INADIMPLIDOS 96 Docusign Envelope ID: C734C7B4-F58D-4EB0-92FC-FCC07825E238",1128340_regulamento_regulamento_1128340_2026-03-03.pdf p.2
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/03/2026,1128340,Regulamento,regulamento,data/raw/33254370000104/1128340_regulamento_regulamento_1128340_2026-03-03.pdf,5,alteracoes_assembleias,"\baltera[cç][aã]o\b, \bassembleia\b","5 Suplementos. Para fins de conveniência e, considerando que não serão admitidas a constituição de novas classes de cotas, as referências ao Fundo alcançam a única Classe de Cotas, e vice e versa. 1.2 O funcionamento do Fundo terá início na data da primeira subscrição de Cotas do Fundo. O Fundo terá prazo de duração indeterminado. 1.2.1 O Fundo poderá ser liquidado por deliberação da Assembleia Geral ou nas situações previstas neste Regulamento. 1.3 O Fundo é classificado como “Fundo de Investimento em Direitos Creditórios”, tipo “Financeiro”, com foco de atuação “Multicarteira Financeiro” nos termos do Anexo Complementar V das “Regras e Procedimentos de Administração e Gestão de Recursos de Terceiros”, conforme alterado de tempos em tempos. 1.3.1 Referida classificação somente poderá ser alterada por deliberação da Assembleia Geral de...",1128340_regulamento_regulamento_1128340_2026-03-03.pdf p.5
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/03/2026,1128340,Regulamento,regulamento,data/raw/33254370000104/1128340_regulamento_regulamento_1128340_2026-03-03.pdf,16,alteracoes_assembleias,\bassembleia\b,"16 para se retirar antecipadamente do Fundo é a ocorrência de casos de liquidação antecipada da Classe previstos no Regulamento, e deliberação, via Assembleia Geral, sobre a liquidação antecipada da Classe do Fundo. Ocorrendo qualquer uma das hipóteses de liq uidação antecipada da Classe do Fundo, poderá não haver recursos disponíveis em moeda corrente nacional para realizar o pagamento aos Cotistas, que poderão ser pagos com os Direitos Creditórios e Ativos Financeiros detidos em Carteira. Risco de Menor Materialidade e) Amortização e resgate condicionado das Cotas . As únicas fontes de recursos do F...",1128340_regulamento_regulamento_1128340_2026-03-03.pdf p.16
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/03/2026,1128340,Regulamento,regulamento,data/raw/33254370000104/1128340_regulamento_regulamento_1128340_2026-03-03.pdf,21,alteracoes_assembleias,\baltera[cç][aã]o\b,"21 do ônus e gravames sobre os referidos direitos creditórios deixem de produzir os seus regulares efeitos para fins de publicidade a terceiros, poderá ser necessária a efetivação do registro da garantia de cessão fiduciária no Cartório de Registro de Títulos e Documentos, acarretando, assim, no dispêndio de recursos pelo Fundo, podendo acarretar desta forma prejuízos aos Cotistas. d) Risco de alteração da forma de retenção de imposto de renda . A Lei 14.754, de 12 de dezembro de 2023 trouxe mudanças significativas na tributação dos fundos de investimento. De acordo com tal lei, como regra geral, os rendimentos dos fundos de investimento em direitos creditórios que não sejam considerados entidades de investimento, conforme conceito previsto na Res. CMN 5.111, e não tenham sua carteira composta por, no mínimo, 67% (sessenta e sete por cento) em ...",1128340_regulamento_regulamento_1128340_2026-03-03.pdf p.21
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/03/2026,1128340,Regulamento,regulamento,data/raw/33254370000104/1128340_regulamento_regulamento_1128340_2026-03-03.pdf,22,alteracoes_assembleias,\bassembleia\b,"...g) Riscos e custos de cobrança . Os custos incorridos com eventuais procedimentos judiciais ou extrajudiciais necessários à cobrança dos Direitos Creditórios e dos demais ativos integrantes da Carteira e à salvaguarda dos direitos, interesses ou garantias dos Cotistas, são de inteira e exclusiva responsabilidade do Fundo, devendo ser suportados até o limite total de seu Patrimônio Líquido, sempre observado o que seja deliberado pelos Cotistas em Assembleia Geral e as disposições deste Regulamento. A Administradora, a Gestora, o Custodian te e seus Grupos Econômicos, não são responsáveis, em conjunto ou isoladamente, pela adoção ou manutenção dos referidos procedimentos, caso os Cotistas deixem de aportar os recursos necessários para tanto. O eventual ingresso em juízo Docusign Envelope ID: C734C7B4-F58D-4EB0-92FC-FCC07825E238",1128340_regulamento_regulamento_1128340_2026-03-03.pdf p.22
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/03/2026 13:00,1128337,AGE,assembleia,data/raw/33254370000104/1128337_assembleia_assembleia_1128337_2026-03-03.pdf,1,alteracoes_assembleias,\bassembleia\b,"MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA CNPJ/MF nº 33.254.370/0001-04 ATA DA ASSEMBLEIA GERAL DE COTISTAS REALIZADA EM 3 DE MARÇO DE 2026. 1. DATA, HORA E LOCAL: Aos 3 (três) dias do mês de março de 2026, às 13h (treze horas), na sede social do BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS, sociedade anônima, com sede no município e Estado do Rio de Janeiro, na Praia de Botafogo, nº 501, Torre Corcovado, 5º andar – parte, Botafogo, CEP 22250-040, inscrito no Cadastro Nacional da Pessoa Jurídic...",1128337_assembleia_assembleia_1128337_2026-03-03.pdf p.1
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/03/2026 13:00,1128337,AGE,assembleia,data/raw/33254370000104/1128337_assembleia_assembleia_1128337_2026-03-03.pdf,2,alteracoes_assembleias,\baprovar\b,"(i) Aprovar a nova emissão de cotas da 4ª (quarta) série de Cotas Seniores , no valor total de R$ 500.000.000,00 (quinhentos milhões de reais), conforme as características indicadas abaixo, bem como aquelas constantes do Regulamento e o respectivo Apêndice (“ Nova Emissão ”). As cotas objeto da Nova Emissão serão objeto de oferta privada (“Oferta Privada”), uma vez que a classe única se enquadra nos requisitos da regulamentação aplicável. a) Rito: as cotas ...",1128337_assembleia_assembleia_1128337_2026-03-03.pdf p.2
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/03/2026 13:00,1128337,AGE,assembleia,data/raw/33254370000104/1128337_assembleia_assembleia_1128337_2026-03-03.pdf,3,alteracoes_assembleias,\bassembleia\b,"A Administradora e a Gestora foram autorizadas a adotar todas as medidas necessárias para implementar as deliberações aprovadas nesta assembleia, observadas as suas respectivas competências legais e contratuais. Os termos iniciados por letra maiúscula utilizados neste documento que não estiverem aqui definidos têm o significado que lhes foi atribuído no Regulamento. As Partes conferem expressa anuência para que a ata da presente assembleia seja firmada por meio de assinaturas eletrônicas, nos termos do artigo 10, da Medida Provisória nº 2200 -2, de 24 de agosto de 2001, devendo, em casos...",1128337_assembleia_assembleia_1128337_2026-03-03.pdf p.3
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/03/2026 13:00,1128337,AGE,assembleia,data/raw/33254370000104/1128337_assembleia_assembleia_1128337_2026-03-03.pdf,4,alteracoes_assembleias,\bassembleia\b,Página integrante da Assembleia Geral de Cotistas do Mercado Crédito Fundo de Investimento em Direitos Creditórios realizada em 3 de março de 2026. ANEXO B ATA DA ASSEMBLEIA GERAL DE COTISTAS REALIZADA EM 3 DE MARÇO DE 2026. SUPLEMENTO DA 4ª SÉRIE DE COTAS SENIORES [restante da página intencionalmente deixado em branco] Docusign Envelope ID: C734C7B4-F58D-4EB0-92FC-FCC07825E238,1128337_assembleia_assembleia_1128337_2026-03-03.pdf p.4
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/03/2026 13:00,1128337,AGE,assembleia,data/raw/33254370000104/1128337_assembleia_assembleia_1128337_2026-03-03.pdf,9,alteracoes_assembleias,\bassembleia\b,Página integrante da Assembleia Geral de Cotistas do Mercado Crédito Fundo de Investimento em Direitos Creditórios realizada em 3 de março de 2026. ANEXO C ATA DA ASSEMBLEIA GERAL DE COTISTAS REALIZADA EM 3 DE MARÇO DE 2026. REGULAMENTO [restante da página intencionalmente deixado em branco] Docusign Envelope ID: C734C7B4-F58D-4EB0-92FC-FCC07825E238,1128337_assembleia_assembleia_1128337_2026-03-03.pdf p.9
