CNPJ,FIDC,Subtipo funcional,Papel econômico do cedente,Tags,Menção BACEN/BCB,2024 Issuance,2025 Issuance,2026 YTD,Current PL,Classificação base,Evidência,Materialidade
41687522000190,SUPERE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Arranjos de pagamento / UR,"Papel funcional descrito, sem cedente nomeado","arranjo/transações, BACEN/BCB",Sim,0.0,3000000.0,0.0,25571704.93,Meios de Pagamento e Cartões | Arranjos de pagamento/adquirência,"e compra e venda, contratos de prestacao de servicos, contratos de locacao, por fatura ou nota fiscal, por agenda ou transacao de arranjos de pagamento (os “documentos comprobatorios”). artigo 37o fluxo das operacoes: toda operacao de aquisicao de direitos creditorios pelo fundo s",25571704.93
33701265000176,5G CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Arranjos de pagamento / UR,"Papel funcional descrito, sem cedente nomeado","arranjo/transações, BACEN/BCB",Sim,15000000.0,3000000.0,0.0,8946254.47,Meios de Pagamento e Cartões | Arranjos de pagamento/adquirência,"e compra e venda, contratos de prestacao de servicos, contratos de locacao, por fatura ou nota fiscal, por agenda ou transacao de arranjos de pagamento (os “documentos comprobatorios”). (31) 3658-3032 www.actualdtvm.com.br rua martim de carvalho, 723 - 10o andar sto. agostinho - b",15000000.0
28169275000172,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,Adquirência / credenciadoras / IPs,Cedente econômico = estabelecimentos/lojistas,"arranjo/transações, estabelecimentos/usuários, credenciadora/adquirente, chargeback/conta centralizadora, BACEN/BCB, plataforma/sistema",Sim,1000000000.0,0.0,1000000000.0,6276554722.25,Meios de Pagamento e Cartões | Arranjos de pagamento/adquirência,"evedor, conforme aplicavel, apos o desconto das taxas que constituem a remuneracao dos arranjos de pagamento, dos emissores e das credenciadoras, bem como de outras eventuais retencoes previstas nas regras do arranjo de pagamento, as quais serao devidamente registradas jun",6276554722.25
54979779000168,FIDC ACR BEM BANCOS EMISSORES DE CARTÃO DE CRÉDITO - RESPONSABILIDADE LIMITADA,Arranjos de pagamento / UR,Cedente econômico = estabelecimentos/lojistas,"arranjo/transações, estabelecimentos/usuários, plataforma/sistema",Não,3608250000.0,0.0,0.0,3860089051.83,Não classificado | Sem classificação,"es de cartao de credito - responsabilidade limitada fidc fidc concentrado concentrado direitos creditorios detidos decorrentes de transacoes de pagamento realizadas por usuarios-finais com a utilizacao de instrumentos de pagamento, operacionalizadas pelo sistema stone, para a aquisi",3860089051.83
55471753000177,SELLER II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LTDA,Adquirência / credenciadoras / IPs,Cedente/originador = credenciadora ou instituição de pagamento,"arranjo/transações, estabelecimentos/usuários, instituição de pagamento, plataforma/sistema",Não,1000000000.0,0.0,0.0,2715229565.71,Meios de Pagamento e Cartões | Arranjos de pagamento/adquirência,"e investimento em direitos creditorios segmento meios de pagamento de resp ltda fidc concentrado direitos creditorios oriundos de transacoes de pagamento realizadas por usuarios finais (""sellers""), constituidos na forma de unidades de recebiveis contra mercado pago instituicao de pa",2715229565.71
57609282000146,CLOUDWALK AGI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SEGMENTO MEIOS DE PAGAMENTO,Adquirência / credenciadoras / IPs,Cedente econômico = estabelecimentos/lojistas,"arranjo/transações, estabelecimentos/usuários, credenciadora/adquirente, BACEN/BCB, plataforma/sistema",Sim,2593163000.0,0.0,0.0,2698638532.57,Meios de Pagamento e Cartões | Arranjos de pagamento/adquirência,eitos creditorios segmento meios de pagamento 32 corporativo | interno usuario-final; (b) o credito da cloudwalk (na qualidade de credenciadora) em face do emissor; e (c) o credito do estabelecimento credenciado em face da cloudwalk (na qualidade de credenciadora); (iii) e,2698638532.57
63572282000111,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,Adquirência / credenciadoras / IPs,Cedente econômico = estabelecimentos/lojistas,"arranjo/transações, estabelecimentos/usuários, credenciadora/adquirente, instituição de pagamento, UR/registradora, chargeback/conta centralizadora, BACEN/BCB, plataforma/sistema",Sim,0.0,0.0,1500000000.0,1798850229.8,Meios de Pagamento e Cartões | Arranjos de pagamento/adquirência,"pagamento realizadas entre um estabelecimento comercial e um ou mais usuarios -finais atraves do mercado pago, na condicao de (i) credenciador no ambito de um arranjo de pagamento aberto; e (ii) na condicao de um instituidor de um arranjo de pagamento fechado que interope",1798850229.8
41970012000126,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,Adquirência / credenciadoras / IPs,Cedente/originador = credenciadora ou instituição de pagamento,"arranjo/transações, instituição de pagamento, BACEN/BCB, plataforma/sistema",Sim,400000000.0,0.0,0.0,1722005608.51,Judicial/Precatórios/NPL | Não padronizado/NPL,"egistradora evidenciando a troca de titularidade dos direitos creditorios adquiridos, no sistema de registro, em favor do fundo. ""arranjo de pagamento aberto"" significam os arranjos de pagamento abertos com os quais o arranjo de pagamento mercado pago interopera, nos termos da re",1722005608.51
38376526000143,HOTFUND FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Marketplaces/plataformas,Cedente/originador = credenciadora ou instituição de pagamento,"arranjo/transações, credenciadora/adquirente, plataforma/sistema",Não,100000000.0,0.0,0.0,1704920785.32,Não classificado | Sem classificação,"plataforma hotmart, conforme aplicavel, apos o desconto das taxas que constituem a remuneracao das bandeiras, dos emissores e das credenciadoras, bem como de outras eventuais retencoes previstas nas regras do arranjo de pagamento e/ou no respectivo contrato de credenciamen",1704920785.32
32526025000110,COBUCCIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,Bancos emissores / risco emissor,Cedente/risco = banco emissor ou instituição financeira,"arranjo/transações, estabelecimentos/usuários, banco emissor/cartão",Não,100000000.0,0.0,100000000.0,1699014282.76,Não classificado | Sem classificação,riginado (i) de valor nao excedente ao saldo devedor das faturas e/ou carnes contendo qualquer tipo de parcelamento referentes as transacoes de pagamento feitas mediante o uso do cartao brasil card ou (ii) de valor correspondente as operacoes de concessao de emprestimo pessoal para,1699014282.76
54218673000141,CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Adquirência / credenciadoras / IPs,Cedente econômico = estabelecimentos/lojistas,"arranjo/transações, estabelecimentos/usuários, credenciadora/adquirente, BACEN/BCB, plataforma/sistema",Sim,877500000.0,0.0,0.0,904120581.41,Meios de Pagamento e Cartões | Arranjos de pagamento/adquirência,ara fins da operacao d a classe a: (a) o credito do emissor em face do usuario-final; (b) o credito da cloudwalk (na qualidade de credenciadora) docusign envelope id: 0d696787-596b-40dc-8f79-34546c0b2481 anexo i - descritivo da classe a - responsabilidade limitada do cloud,904120581.41
55144787000157,GERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Adquirência / credenciadoras / IPs,Cedente econômico = estabelecimentos/lojistas,"arranjo/transações, estabelecimentos/usuários, credenciadora/adquirente, instituição de pagamento, BACEN/BCB, banco emissor/cartão",Sim,1500000.0,0.0,0.0,536412652.39,Meios de Pagamento e Cartões | Arranjos de pagamento/adquirência,"228, sala 913 parte, botafogo, cep 22.250-040, inscrita no cnpj/mf sob o no 27.652.684/0001-62.adquirente da operacaosignifica a credenciadora que capturou a transacao de pagamento.afiliadassignifica, em relacao a uma determinada pessoa, qualquer pessoa juridica (i) contr",536412652.39
55563624000109,PLGN MARKETPLACE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Marketplaces/plataformas,Cedente/originador = credenciadora ou instituição de pagamento,"BACEN/BCB, plataforma/sistema",Sim,405000000.0,0.0,0.0,318804967.19,Judicial/Precatórios/NPL | Não padronizado/NPL,"a ser depositadas; ou (ii) transferencia eletronica disponivel (ted) ou outra forma de transferencia de recursos autorizada pelo bacen, para a conta da classe. 4.4 a subscricao ou a aquisicao das cotas da classe investida abrangera todos os direitos, garantias, pr",405000000.0
54248022000102,CLOUDWALK BIG PICTURE IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Adquirência / credenciadoras / IPs,Cedente econômico = estabelecimentos/lojistas,"arranjo/transações, estabelecimentos/usuários, credenciadora/adquirente, BACEN/BCB, plataforma/sistema",Sim,240000000.0,0.0,0.0,308973054.63,Meios de Pagamento e Cartões | Arranjos de pagamento/adquirência,ara fins da operacao d a classe a: (a) o credito do emissor em face do usuario-final; (b) o credito da cloudwalk (na qualidade de credenciadora) docusign envelope id: 161d782d-a328-4e9f-ac48-9ae1a3a0290e anexo i - descritivo da classe a - responsabilidade limitada do cloud,308973054.63
54218941000125,CLOUDWALK BIG PICTURE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Adquirência / credenciadoras / IPs,Cedente econômico = estabelecimentos/lojistas,"arranjo/transações, estabelecimentos/usuários, credenciadora/adquirente, BACEN/BCB, plataforma/sistema",Sim,291000000.0,0.0,0.0,301887372.19,Meios de Pagamento e Cartões | Arranjos de pagamento/adquirência,ara fins da operacao d a classe a: (a) o credito do emissor em face do usuario-final; (b) o credito da cloudwalk (na qualidade de credenciadora) docusign envelope id: 4df71638-4ec4-4428-9c88-94dbe8c69553 anexo i - descritivo da classe a - responsabilidade limitada do cloud,301887372.19
53877402000135,SÓLIDO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Bancos emissores / risco emissor,Cedente/risco = banco emissor ou instituição financeira,"instituição de pagamento, BACEN/BCB, banco emissor/cartão",Sim,80000000.0,0.0,0.0,244050026.59,Agro | Agro,"ireitos creditorios fidc fidc pulverizado pulverizado direitos creditorios sao os direitos creditorios detidos originalmente pela credsystem scd, contra os devedores representados pela credsystem scd e/ou pela credsystem, por meio da emissao das ccbs. singulare corretor",244050026.59
54083697000130,DAYCOVAL D87 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Adquirência / credenciadoras / IPs,Cedente/originador = credenciadora ou instituição de pagamento,"arranjo/transações, credenciadora/adquirente, UR/registradora",Não,260000000.0,0.0,0.0,226872384.32,Não classificado | Sem classificação,"ada no sistema de registro, que sao, de tempos em tempos, detidos pela cedente em face de cada devedora, nos termos do respectivo contrato de adquirencia, decorrentes de transacoes de pagamento, presenciais e nao presenciais, na modalidade ""credito"", realizadas pelos clientes da ced",260000000.0
64330030000149,WAREHOUSE SOL AGORA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DE RESPONSABILIDADE LIMITADA,Bancos emissores / risco emissor,Cedente/risco = banco emissor ou instituição financeira,"arranjo/transações, banco emissor/cartão",Não,0.0,0.0,175000000.0,204224920.59,Não classificado | Sem classificação,"direitos creditorios performados, de tempos em tempos detidos pelas cedentes em face dos devedores banco emissor, originarios de transacoes de pagamento realizadas com a utilizacao de instrumentos de pagamento, a vista ou parceladas, apos o desconto das taxas aplicaveis, bem como d",204224920.59
43143480000152,FIDC DE RESPONSABILIDADE LIMITADA REDE DE POSTOS MONTE CARLO,Arranjos de pagamento / UR,"Papel funcional descrito, sem cedente nomeado","arranjo/transações, BACEN/BCB",Sim,121000000.0,0.0,99000000.0,190194713.54,Meios de Pagamento e Cartões | Bancos Emissores,"os direitos creditorios de titularidade de qualquer fiduciante, incluindo, mas nao se limitando a, (a) unidades de recebiveis de arranjos de pagamento; e (b) recebiveis presentes e futuros oriundos da comercializacao de bens e/ou servicos pelo grupo rmc aos seus clientes pagos po",190194713.54
54219179000100,CLOUDWALK BIG PICTURE III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Adquirência / credenciadoras / IPs,Cedente econômico = estabelecimentos/lojistas,"arranjo/transações, estabelecimentos/usuários, credenciadora/adquirente, BACEN/BCB, plataforma/sistema",Sim,142500000.0,0.0,0.0,151754835.43,Meios de Pagamento e Cartões | Arranjos de pagamento/adquirência,ara fins da operacao d a classe a: (a) o credito do emissor em face do usuario-final; (b) o credito da cloudwalk (na qualidade de credenciadora) docusign envelope id: 4a985528-0816-41c3-928f-415d0b983d2e anexo i - descritivo da classe a - responsabilidade limitada do cloud,151754835.43
17474548000176,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LF I,Adquirência / credenciadoras / IPs,Cedente/originador = credenciadora ou instituição de pagamento,"arranjo/transações, credenciadora/adquirente, instituição de pagamento",Não,220000000.0,0.0,0.0,150540001.67,Não classificado | Sem classificação,"eitos creditorios lf i fidc fidc concentrado concentrado direitos creditorios oriundos de arranjo de pagamento, devidos seguintes credenciadores principais e credenciadores associados: (i) banrisul cartoes s.a., (ii) entrepay instituicao de pagamento s.a., (iii) redecard in",220000000.0
57107628000108,GTCS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Bancos emissores / risco emissor,Cedente/risco = banco emissor ou instituição financeira,"arranjo/transações, estabelecimentos/usuários, BACEN/BCB, banco emissor/cartão",Sim,15000000.0,0.0,0.0,148849978.96,Meios de Pagamento e Cartões | Bancos Emissores,"ignifica os direitos creditorios detidos originalmente pela amel administradora ou pela edmil, conforme o caso, em decorrencia de transacoes de pagamentos realizadas pelos devedores nos estabelecimentos comerciais, cujos devedores tenham atrasado o cumprimento de suas obrigacoes de",148849978.96
41673514000195,CENTAURO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Arranjos de pagamento / UR,Cedente/originador = credenciadora ou instituição de pagamento,"arranjo/transações, BACEN/BCB",Sim,5000000.0,0.0,0.0,80552596.06,Meios de Pagamento e Cartões | Arranjos de pagamento/adquirência,"e compra e venda, contratos de prestacao de servicos, contratos de locacao, por fatura ou nota fiscal, por agenda ou transacao de arranjos de pagamento (os “documentos comprobatorios”). artigo 3 7o fluxo das operacoes: toda operacao de aquisicao de direitos creditorios pelo fundo",80552596.06
28880400000158,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS GRAN CAPITAL,Arranjos de pagamento / UR,"Papel funcional descrito, sem cedente nomeado","arranjo/transações, BACEN/BCB",Sim,22699995.5,0.0,0.0,74360160.33,Meios de Pagamento e Cartões | Arranjos de pagamento/adquirência,"e compra e venda, contratos de prestacao de servicos, contratos de locacao, por fatura ou nota fiscal, por agenda ou transacao de arranjos de pagamento (os “documentos comprobatorios”). artigo 37o fluxo das operacoes : toda operacao de aquisicao de direitos creditorios pelo fundo",74360160.33
41755875000180,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Arranjos de pagamento / UR,Cedente/originador = credenciadora ou instituição de pagamento,"arranjo/transações, BACEN/BCB",Sim,30000045.95,0.0,0.0,69741021.94,Meios de Pagamento e Cartões | Arranjos de pagamento/adquirência,"e compra e venda, contratos de prestacao de servicos, contratos de locacao, por fatura ou nota fiscal, por agenda ou transacao de arranjos de pagamento (os “documentos comprobatorios”). artigo 37o fluxo das operacoes: toda operacao de aquisicao de direitos creditorios pelo fundo s",69741021.94
57270666000187,MOBILITAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,Arranjos de pagamento / UR,"Papel funcional descrito, sem cedente nomeado",arranjo/transações,Não,50000000.0,0.0,0.0,52586194.96,Não classificado | Sem classificação,"elo usuario, para a aquisicao de bens e/ou servicos junto ao respectivo recebedor credenciado, mediante a utilizacao de quaisquer instrumentos de pagamento, no ambito de um ou mais arranjos de pagamento limine trust distribuidora de titulos e valores mobiliarios ltda kanastra administ",52586194.96
35476474000199,CENTRAL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Arranjos de pagamento / UR,Cedente/originador = credenciadora ou instituição de pagamento,"arranjo/transações, BACEN/BCB",Sim,5000000.0,0.0,2700000.0,35689804.4,Meios de Pagamento e Cartões | Arranjos de pagamento/adquirência,"r rua martim de carvalho 723 - 10o andar sto. agostinho - bh/mg – cep 30190-094 fatura ou nota fiscal, por agenda ou transacao de arranjos de pagamento (os “documentos comprobatorios”). artigo 37o fluxo das operacoes: toda operacao de aquisicao de direitos creditorios pelo fundo s",35689804.4
54851716000121,PINPAG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE ILIMITADA,Arranjos de pagamento / UR,"Papel funcional descrito, sem cedente nomeado",arranjo/transações,Não,100000000.0,0.0,0.0,23525335.8,Não classificado | Sem classificação,"editorios responsabilidade ilimitada fidc pulverizado a originacao dos direitos creditorios se da em decorrencia da realizacao de transacoes de pagamento pelos usuarios, por meio da plataforma, utilizando-se dos cartoes, das quais decorrem as obrigacoes de pagamento das devedoras em",100000000.0
36977085000100,KITE FINANCE FUNDO DE INVESTIMENTO EM DIREITOS CRÉDITÓRIOS RESPONSABILIDADE LIMITADA,Arranjos de pagamento / UR,Cedente/originador = credenciadora ou instituição de pagamento,"arranjo/transações, BACEN/BCB",Sim,2500000.0,0.0,0.0,7206854.92,Meios de Pagamento e Cartões | Arranjos de pagamento/adquirência,"e compra e venda, contratos de prestacao de servicos, contratos de locacao, por fatura ou nota fiscal, por agenda ou transacao de arranjos de pagamento (os “documentos comprobatorios”). artigo 37o fluxo das operacoes: toda operacao de aquisicao de direitos creditorios pelo fundo s",7206854.92
54965252000184,KRENAK FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS,Arranjos de pagamento / UR,"Papel funcional descrito, sem cedente nomeado","arranjo/transações, BACEN/BCB",Sim,10000000.0,0.0,0.0,1730452.03,Crédito PF | Crédito pessoal/consumo,"e compra e venda, contratos de prestacao de servicos, contratos de locacao, por fatura ou nota fiscal, por agenda ou transacao de arranjos de pagamento (os “documentos comprobatorios”), por precatorios, rpvs ou decisoes judiciais. artigo 37o fluxo das operacoes: toda operacao de a",10000000.0
54543217000177,MM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Arranjos de pagamento / UR,Cedente/originador = credenciadora ou instituição de pagamento,"arranjo/transações, BACEN/BCB",Sim,6500000.0,0.0,0.0,1240687.4,Meios de Pagamento e Cartões | Arranjos de pagamento/adquirência,"e compra e venda, contratos de prestacao de servicos, contratos de locacao, por fatura ou nota fiscal, por agenda ou transacao de arranjos de pagamento (os “documentos comprobatorios”). artigo 3 7o fluxo das operacoes: toda operacao de aquisicao de direitos creditorios pelo fundo",6500000.0
62758520000115,MB GENESIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,Adquirência / credenciadoras / IPs,Cedente/originador = credenciadora ou instituição de pagamento,"credenciadora/adquirente, chargeback/conta centralizadora, BACEN/BCB",Sim,0.0,0.0,125000000.0,0.0,Agro | Agro,"de 5% (com coobrigacao) ou 10% (sem coobrigacao). ii. classe: recebiveis de cartao de credito a) originados por adquirentes e/ou subadquirentes: (i) tpv minimo de r$ 4 .000.000,00/mes; (ii) historico de operacoes de antecipacoes ≥ 12 meses (iii) obrigatoria coobrigacao ou",125000000.0
64756643000142,ARVIN CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RECEBIVEIS COMERCIAIS RESP LIMITADA,Arranjos de pagamento / UR,Cedente econômico = estabelecimentos/lojistas,"arranjo/transações, estabelecimentos/usuários, plataforma/sistema",Não,0.0,0.0,100000000.0,0.0,Não classificado | Sem classificação,"tada fidc pulverizado direitos creditorios de tempos em tempos detidos pela cedente em face dos devedores, conforme as regras dos arranjos de pagamentos abertos, decorrentes de transacoes de pagamento realizadas por usuarios-finais com a utilizacao de instrumentos de pagamento, op",100000000.0
56190298000102,PJBANK PAGAMENTOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Adquirência / credenciadoras / IPs,Cedente/originador = credenciadora ou instituição de pagamento,"instituição de pagamento, chargeback/conta centralizadora, BACEN/BCB",Sim,66000000.0,0.0,0.0,0.0,Crédito PF | Crédito pessoal/consumo,"politicas, incluindo referencia aos seus representantes, procuradores e sucessores. “pjbank” significa o pjbank pagamentos s.a., instituicao de pagamento integrante do grupo economico do cedente, com sede na alameda rio negro, no 585, bloco b, 3o andar, conjunto 32, alphaville centr",66000000.0
66279914000141,ORIZ JURI LC II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Arranjos de pagamento / UR,"Papel funcional descrito, sem cedente nomeado","arranjo/transações, BACEN/BCB",Sim,0.0,0.0,55200000.0,0.0,Crédito PF | Auto/Veículos,"forme definidos em regulamentacao a ser expedida pelo cmn) e de fundos de investimento que liquidem antecipadamente recebiveis de arranjos de pagamento, que ficam sujeitos a tributacao por ibs/cbs quando nao forem classificados como entidades de investimento). 11. das disposicoes",55200000.0
64656289000184,ARV MAISTODOS FIDC RESPONSABILIDADE LIMITADA,Adquirência / credenciadoras / IPs,Cedente/originador = credenciadora ou instituição de pagamento,"arranjo/transações, credenciadora/adquirente, BACEN/BCB",Sim,0.0,0.0,29992000.0,0.0,Imobiliário | Imobiliário,"agamento efetuadas ou que venham a ser efetuadas entre usuarios pagadores e os clientes, nas quais o cedente atue na qualidade de subcredenciadora junto as credenciadoras e, assim, o cedente detenha a titularidade de direitos creditorios intermediarios associados a tais opera",29992000.0
65706613000194,UP VENDAS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Adquirência / credenciadoras / IPs,Cedente/originador = credenciadora ou instituição de pagamento,"arranjo/transações, credenciadora/adquirente, UR/registradora, BACEN/BCB",Sim,0.0,0.0,15000000.0,0.0,Agro | Agro,"iados na modalidade “credito”, apos o desconto das taxas que constituem a remuneracao das bandeiras, da devedora, na qualidade de credenciador; (ii) os direitos creditorios deverao corresponder a uma ur disponivel, livre e desembaracada e que nao tenha sido previamente ce",15000000.0
57017012000146,MABC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Arranjos de pagamento / UR,"Papel funcional descrito, sem cedente nomeado","arranjo/transações, BACEN/BCB",Sim,12000000.0,0.0,0.0,-265164.42,Meios de Pagamento e Cartões | Arranjos de pagamento/adquirência,"compra e venda, contratos de prestacao de servicos, contratos de loca cao, por fatura ou nota fiscal, por agenda ou transacao de arranjos de pagamento (os “documentos comprobatorios”). artigo 37o fluxo das operacoes: toda operacao de aquisicao de direitos creditorios pelo fundo s",12000000.0
