grupo,fundo,nome_curto,cnpj,date,event,series_or_class,amount,amount_display,currency,remuneration,amortization_schedule,maturity,source_excerpt,source_document,source_document_id
Sellers,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,Seller 3 FIDC,63.572.282/0001-11,,evento de cota,,,,,"tará anexo a este Regulamento. “Anexo Normativo II” significa o anexo normativo II da Resolução CVM 175/22, conforme em vigor. “Apêndices” significam os apêndices integrantes do Anexo Descritivo, os quais descreverão as características , os direitos, assim como as condições de emissão, subscrição, integralização, remuneração e amortização de cada Subclasse de Cotas para a Classe Única do Fundo, e cujos Adendos dos A…","ste Regulamento. “Anexo Normativo II” significa o anexo normativo II da Resolução CVM 175/22, conforme em vigor. “Apêndices” significam os apêndices integrantes do Anexo Descritivo, os quais descreverão as características , os direitos, assim como as condições de emissão, subscrição, integralização, remuneração e amortização de cada Subclasse de Cotas para a Classe Única do Fundo, e cujos Adendos dos Apêndices descr…","as referências a quaisquer partes incluem seus sucessores, representantes e cessionários autorizados; e (f) salvo disposição em contrário, todos os prazos previstos neste Regulamento serão contados na forma prevista no artigo 224 do Código de Processo Civil, isto é, excluindo- se o dia do começo e incluindo-se o dia do vencimento. “Administradora” significa a OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁ…",PATRIMÔNIO ................................................. 10 3. CAPÍTULO TERCEIRO - POLÍTICA DE INVESTIMENTO E COMPOSIÇÃO DA CARTEIRA ................................................................................................................. 10 4. CAPÍTULO QUARTO - ADMINISTRAÇÃO E GESTÃO DO FUNDO ................. 11 5. CAPÍTULO QUINTO - CONTRATAÇÃO DE PRESTADORES DE SERVIÇO .... 18 6. CAPÍTULO SEXTO – SUBS…,1089845_regulamento_regulamento_1089845_2026-01-21.pdf,1089845
Sellers,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,Seller 3 FIDC,63.572.282/0001-11,,emissão,1ª SÉRIE,1500000000.0,"R$1.500.000.000,00",R$,,,"alterado, sendo que tais eventuais alterações serão divulgadas na rede mundial de computadores da CVM, do Coordenador Líder e do UBS BB, nos termos do artigo 69 da Resolução CVM 160. (3) Nos termos do artigo 48 da Resolução CVM 160, a subscrição ou aquisição dos valores mobiliários objeto da Oferta deve ser realizada no prazo máximo de 180 (cento e oitenta) dias, contado da data de divulgação do anúncio de início de…","JUR_SP - 56806310v3 - 2154004.566958 ANÚNCIO DE INÍCIO DA OFERTA PÚBLICA PRIMÁRIA DA COTAS SENIORES DA 1ª SÉRIE, INTEGRANTES DA 1ª EMISSÃO DE COTAS SENIORES, DO SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA CNPJ n.º 63.572.282/0001-11 No montante de R$1.500.000.000,00 (um bilhão e quinhentos milhões de reais) Registro da Oferta de Cotas Seniores da 1ª Série n.º C…",1101975_emissao_emissao_1101975_2026-02-04.pdf,1101975
Sellers,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,Seller 3 FIDC,63.572.282/0001-11,,emissão,1ª SÉRIE,1000.0,"R$1.000,00",R$,,,,"JUR_SP - 56806309v4 - 2154004.566958 ""Este anúncio é de caráter exclusivamente informativo, não se tratando de oferta de venda de valores mobiliários."" ANÚNCIO DE ENCERRAMENTO DA DISTRIBUIÇÃO PÚBLICA PRIMÁRIA DE COTAS SENIORES DA 1ª SÉRIE, INTEGRANTES DA 1ª EMISSÃO DE COTAS SENIORES, DO SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA CNPJ n.º 63.572.282/0001-11 Reg…",1104314_emissao_emissao_1104314_2026-02-06.pdf,1104314
Mercado Crédito,Mercado Crédito Merchant Fundo de Investimento em Direitos Creditórios,Mercado Crédito Merchant FIDC,28.472.333/0001-32,,evento de cota,Cotas Seniores da 2ª (segunda) Série,14000000.0,"R$ 140.000.00,00",R$,,"5º, da Instrução da CVM nº 356, de 17 de dezembro de 2001, conforme alterada, e item 18.2.4 do regulamento do Fundo (“Regulamento”). ORDEM DO DIA: Deliberar, nos termos do Capítulo 18 do Regulamento do Fundo, sobre a (i) alienação pelo Fundo de Direitos Creditórios Adquiridos , conforme definido no Regulamento; (ii) amortização integral e resgate das Cotas Seniores da 2ª (segunda) Série; (iii) exclusão dos conceitos…",,"ERCHANT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS (“Fundo”), com sede na Rua Gilberto Sabino, n° 215, 4º andar, Pinheiros, na cidade de São Paulo, Estado de São Paulo (“Administradora”). PRESENÇA: Presentes os cotistas detentores da totalidade das cotas do Fundo (“Cotistas”), conforme as assinaturas constantes da lista de presença de cotistas, a Administradora e a Gestora do Fundo. MESA: (Presidente) Lilian Pala…",135822_assembleia_assembleia_135822_2020-11-06.pdf,135822
Mercado Crédito,Mercado Crédito Merchant Fundo de Investimento em Direitos Creditórios,Mercado Crédito Merchant FIDC,28.472.333/0001-32,,evento de cota,Cotas Seniores,,,,"_____ 2 SP - 23542534v1 ÍNDICE REGULAMENTO 4 CONDOMÍNIO E PRAZO DE DURAÇÃO 4 POLÍTICA DE INVESTIMENTO E COMPOSIÇÃO DA CARTEIRA 4 CRITÉRIOS DE ELEGIBILIDADE, CONDIÇÕES DE CESSÃO E AQUISIÇÃO 7 FATORES DE RISCO 12 ADMINISTRADORA 21 OBRIGAÇÕES, VEDAÇÕES E RESPONSABILIDADES DA ADMINISTRADORA 21 REMUNERAÇÃO DA ADMINISTRADORA 24 SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA 25 GESTORA, CUSTODIANTE E AGENTE DE COBRANÇA 26 COTAS…","ES DE CESSÃO E AQUISIÇÃO 7 FATORES DE RISCO 12 ADMINISTRADORA 21 OBRIGAÇÕES, VEDAÇÕES E RESPONSABILIDADES DA ADMINISTRADORA 21 REMUNERAÇÃO DA ADMINISTRADORA 24 SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA 25 GESTORA, CUSTODIANTE E AGENTE DE COBRANÇA 26 COTAS 34 SUBSCRIÇÃO, INTEGRALIZAÇÃO E VALOR DAS COTAS 37 AMORTIZAÇÃO E RESGATE DAS COTAS 41 ORDEM DE ALOCAÇÃO DOS RECURSOS 43 METODOLOGIA DE AVALIAÇÃO DOS ATIVOS DO FUND…","títulos mencionados na alínea (a) acima; (c) certificados e recibos de depósito bancário de emissão de Instituições Autorizadas; e (d) cotas de fundos de investimento que invistam exclusivamente nos Ativos Financeiros mencionados nas alíneas (a), (b) e/ou (c) acima. Os Ativos Financeiros deverão ter prazo para vencimento final, po ssibilidade de resgate e/ou liquidez em mercado secundário compatíveis com o prazo de…","ue não tenham sido inadimplidos. Uma vez verificado o inadimplemento desses Direitos Creditórios Adquiridos, a sua cobrança será realizada pelo Agente de Cobrança nos termos da Política de Cobrança, constante do Anexo III ao presente Regulamento. A Administradora está desde já autorizada a contra tar o Mercado Pago para atuar na cobrança extraordinária dos Direitos Creditórios. 6 SP - 23542534v1 A parcela do Patrimô…",135821_regulamento_regulamento_135821_2020-11-16.pdf,135821
Mercado Crédito,Mercado Crédito Merchant Fundo de Investimento em Direitos Creditórios,Mercado Crédito Merchant FIDC,28.472.333/0001-32,,evento de cota,Cotas Seniores,,,,"Gestora aditarão todos os contratos vigentes envolvendo o Fundo, conforme aplicável, para que a Nova Gestora passe a figurar como instituição gestora e, quando for o caso, representante legal do Fundo, a partir da Data de Transferência (exclusive); (vii) após a Data de Transferência, a Nova Gestora fará jus à mesma remuneração atribuída à Gestora na qualidade de gestora do Fundo, sem qualquer acrescimento de encargo…","Cotas ......................................................................................................................................................................................... 29 Subscrição, Integralização e Valor das Cotas ............................................................................. 32 Amortização e Resgate das Cotas ..................................................................…","recibos de depósito bancário de emissão de Instituições Autorizadas; e (d) cotas de fundos de investimento que invistam exclusivamente nos Ativos Financeiros mencionados nas alíneas (a), (b) e/ou (c) acima. Erro! Nome de propriedade do documento desconhecido. 2.7.1 Os Ativos Financeiros deverão ter prazo para vencimento final, possibilidade de resgate e/ou liquidez em mercado secundário compatíveis com o prazo de re…","tórios Adquiridos que não tenham sido inadimplidos. 2.6.2 Uma vez verificado o inadimplemento desses Direitos Creditórios Adquiridos, a sua cobrança será realizada pelo Agente de Cobrança nos termos da Política de Cobrança, constante do Anexo III ao presente Regulamento. A Administradora está desde já autorizada a contratar o Mercado Pago para atuar na cobrança extraordinária dos Direitos Creditórios. 2.7 A parcela…",444985_assembleia_assembleia_444985_2023-04-13.pdf,444985
Mercado Crédito,Mercado Crédito Merchant Fundo de Investimento em Direitos Creditórios,Mercado Crédito Merchant FIDC,28.472.333/0001-32,,evento de cota,Cotas Seniores,,,,".............................................12 Administradora ................................................................................................................................................................ 19 Obrigações, Vedações e Responsabilidades da Administradora ............................. 19 Remuneração da Administradora ......................................................................…","Cotas ......................................................................................................................................................................................... 30 Subscrição, Integralização e Valor das Cotas ............................................................................. 33 Amortização e Resgate das Cotas ..................................................................…","recibos de depósito bancário de emissão de Instituições Autorizadas; e (d) cotas de fundos de investimento que invistam exclusivamente nos Ativos Financeiros mencionados nas alíneas (a), (b) e/ou (c) acima. Erro! Nome de propriedade do documento desconhecido. 2.7.1 Os Ativos Financeiros deverão ter prazo para vencimento final, possibilidade de resgate e/ou liquidez em mercado secundário compatíveis com o prazo de re…","itórios Adquiridos que não tenham sido inadimplidos. 2.6.2 Uma vez verificado o inadimplemento desses Direitos Creditórios Adquiridos, a sua cobrança será realizada pelo Agente de Cobrança nos termos da Política de Cobrança, constante do Anexo III ao presente Regulamento. A Administradora está desde já autorizada a contratar o Mercado Pago para atuar na cobrança extraordinária dos Direitos Creditórios. 2.7 A parcela…",448299_regulamento_regulamento_448299_2023-04-19.pdf,448299
Mercado Crédito,Mercado Crédito Merchant Fundo de Investimento em Direitos Creditórios,Mercado Crédito Merchant FIDC,28.472.333/0001-32,,evento de cota,,,,,".............. 8 Fatores de Risco .......................................................................................... 12 Administradora ............................................................................................. 19 Obrigações, Vedações e Responsabilidades da Administradora .................. 19 Remuneração da Administradora ................................................................ 22…","............... 23 Gestora, Custodiante e Agente de Cobrança .............................................. 23 Cotas .......................................................................................................... 30 Subscrição, Integralização e Valor das Cotas ............................................. 33 Amortização e Resgate das Cotas .............................................................. 36…","ivamente nos Ativos Financeiros mencionados nas alíneas (a), (b) e/ou (c) acima; e (e) cotas de fundos de investimento em renda fixa ou referenciados DI, incluindo aqueles que sejam administrados e/ou geridos pelo Administrador. 2.8 A Gestora envidará seus melhores esforços para adquirir Ativos Financeiros cujos vencimentos propiciem à Carteira classificação de investimento de “longo prazo”, para fins de tributação…","IZADA EM 03 DE SETEMBRO DE 2024. 1. DATA, HORA E LOCAL: Realizada aos 03 de setembro de 2024, às 10h00, na sede da VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA., instituição administradora (“Administradora”) do MERCADO CRÉDITO MERCHANT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, inscrito no CNPJ/MF sob o nº 28.472.333/0001-32 (“Fundo”). 2. CONVOCAÇÃO: dispensada a convocação, nos termos do artigo 28,…",732139_assembleia_assembleia_732139_2024-09-03.pdf,732139
Mercado Crédito,Mercado Crédito Merchant Fundo de Investimento em Direitos Creditórios,Mercado Crédito Merchant FIDC,28.472.333/0001-32,,evento de cota,,,,,".............. 8 Fatores de Risco .......................................................................................... 12 Administradora ............................................................................................. 19 Obrigações, Vedações e Responsabilidades da Administradora .................. 19 Remuneração da Administradora ................................................................ 22…","............... 23 Gestora, Custodiante e Agente de Cobrança .............................................. 23 Cotas .......................................................................................................... 30 Subscrição, Integralização e Valor das Cotas ............................................. 33 Amortização e Resgate das Cotas .............................................................. 36…","ivamente nos Ativos Financeiros mencionados nas alíneas (a), (b) e/ou (c) acima; e (e) cotas de fundos de investimento em renda fixa ou referenciados DI, incluindo aqueles que sejam administrados e/ou geridos pelo Administrador. 2.8 A Gestora envidará seus melhores esforços para adquirir Ativos Financeiros cujos vencimentos propiciem à Carteira classificação de investimento de “longo prazo”, para fins de tributação…","reitos Creditórios PPV Adquiridos inadimplidos será realizada pelo Custodiante ou por prestador de serviço por ele contratado, em todos os casos nos termos da Política de Cobrança, constante do Anexo III ao presente Regulamento. A Administradora está desde já autorizada a contratar o Mercado Pago para atuar na cobrança extraordinária dos Direitos Creditórios. 2.7 A parcela do Patrimônio Líquido do Fundo que não esti…",732140_regulamento_regulamento_732140_2024-09-03.pdf,732140
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,,evento de cota,,,,,"________ 2 Índice 1. FORMA DE CONSTITUIÇÃO E PRAZO DE DURAÇÃO 4 2. POLÍTICA DE INVESTIMENTO E COMPOSIÇÃO DA CARTEIRA 4 3. CRITÉRIOS DE ELEGIBILIDADE E CONDIÇÕES DE CESSÃO 7 4. FATORES DE RISCO 8 5. ADMINISTRADORA 17 6. OBRIGAÇÕES, VEDAÇÕES E RESPONSABILIDADES DA ADMINISTRADORA 17 7. REMUNERAÇÃO DA ADMINISTRADORA 19 8. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA 20 9. GESTORA, DISTRIBUIDOR, CUSTODIANTE E AGENTE DE COBR…","ES DE RISCO 8 5. ADMINISTRADORA 17 6. OBRIGAÇÕES, VEDAÇÕES E RESPONSABILIDADES DA ADMINISTRADORA 17 7. REMUNERAÇÃO DA ADMINISTRADORA 19 8. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA 20 9. GESTORA, DISTRIBUIDOR, CUSTODIANTE E AGENTE DE COBRANÇA 20 10. COTAS 25 11. SUBSCRIÇÃO, INTEGRALIZAÇÃO E VALOR DAS COTAS 29 12. AMORTIZAÇÃO E RESGATE DAS COTAS 31 13. ORDEM DE ALOCAÇÃO DOS RECURSOS 33 14. METODOLOGIA DE AVALIAÇÃO DO…","to que invistam exclusivamente nos Ativos Financeiros mencionados nas alíneas a), b) e/ou c) acima; e e) cotas de fundos de investimento em renda fixa ou referenciados DI , inclusive administrados e/ou geridos pelo Administrador. 2.11 A Gestora envidará seus melhores esforços para adquirir Ativos Financeiros cujos vencimentos propiciem à Carteira classificação de investimento de “longo prazo”, para fins de tributaçã…","a do Fundo, nos termos dos Documentos de Aquisição. 2.9 A cobrança dos Direitos Creditórios CCB Adquiridos inadimplidos será realizada pelo Agente de Cobrança, e a cobrança dos Direitos Creditórios PPV Adquiridos inadimplidos será realizada pelo Custodi ante ou prestador de serviço por ele contratado, em todos os casos nos termos da Política de Cobrança, constante do Anexo III do Regulamento. 2.10 A parcela do Patri…",206963_regulamento_regulamento_206963_2021-07-15.pdf,206963
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,,evento de cota,,,,,"2 Índice 1. FORMA DE CONSTITUIÇÃO E PRAZO DE DURAÇÃO 4 2. POLÍTICA DE INVESTIMENTO E COMPOSIÇÃO DA CARTEIRA 4 3. CRITÉRIOS DE ELEGIBILIDADE E CONDIÇÕES DE CESSÃO 7 4. FATORES DE RISCO 8 5. ADMINISTRADORA 17 6. OBRIGAÇÕES, VEDAÇÕES E RESPONSABILIDADES DA ADMINISTRADORA 17 7. REMUNERAÇÃO DA ADMINISTRADORA 19 8. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA 20 9. GESTORA, DISTRIBUIDOR, CUSTODIANTE E AGENTE DE COBRANÇA 21 1…","ORES DE RISCO 8 5. ADMINISTRADORA 17 6. OBRIGAÇÕES, VEDAÇÕES E RESPONSABILIDADES DA ADMINISTRADORA 17 7. REMUNERAÇÃO DA ADMINISTRADORA 19 8. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA 20 9. GESTORA, DISTRIBUIDOR, CUSTODIANTE E AGENTE DE COBRANÇA 21 10. COTAS 26 11. SUBSCRIÇÃO, INTEGRALIZAÇÃO E VALOR DAS COTAS 29 12. AMORTIZAÇÃO E RESGATE DAS COTAS 31 13. ORDEM DE ALOCAÇÃO DOS RECURSOS 33 14. METODOLOGIA DE AVALIAÇÃO…","to que invistam exclusivamente nos Ativos Financeiros mencionados nas alíneas a), b) e/ou c) acima; e e) cotas de fundos de investimento em renda fixa ou referenciados DI , inclusive administrados e/ou geridos pelo Administrador. 2.11 A Gestora envidará seus melhores esforços para adquirir Ativos Financeiros cujos vencimentos propiciem à Carteira classificação de investimento de “longo prazo”, para fins de tributaçã…","ta do Fundo, nos termos dos Documentos de Aquisição. 2.9 A cobrança dos Direitos Creditórios CCB Adquiridos inadimplidos será realizada pelo Agente de Cobrança , e a cobrança dos Direitos Creditórios PPV Adquiridos 6 inadimplidos será realizada pelo Custodiante ou prestador de serviço por ele contratado, em todos os casos nos termos da Política de Cobrança, constante do Anexo III do Regulamento. 2.10 A parcela do Pa…",201177_regulamento_regulamento_201177_2021-07-30.pdf,201177
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,,evento de cota,,,,,"2 Índice 1. FORMA DE CONSTITUIÇÃO E PRAZO DE DURAÇÃO 3 2. POLÍTICA DE INVESTIMENTO E COMPOSIÇÃO DA CARTEIRA 3 3. CRITÉRIOS DE ELEGIBILIDADE E CONDIÇÕES DE CESSÃO 6 4. FATORES DE RISCO 7 5. ADMINISTRADORA 16 6. OBRIGAÇÕES, VEDAÇÕES E RESPONSABILIDADES DA ADMINISTRADORA 16 7. REMUNERAÇÃO DA ADMINISTRADORA 18 8. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA 19 9. GESTORA, DISTRIBUIDOR, CUSTODIANTE E AGENTE DE COBRANÇA 20 1…","ORES DE RISCO 7 5. ADMINISTRADORA 16 6. OBRIGAÇÕES, VEDAÇÕES E RESPONSABILIDADES DA ADMINISTRADORA 16 7. REMUNERAÇÃO DA ADMINISTRADORA 18 8. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA 19 9. GESTORA, DISTRIBUIDOR, CUSTODIANTE E AGENTE DE COBRANÇA 20 10. COTAS 25 11. SUBSCRIÇÃO, INTEGRALIZAÇÃO E VALOR DAS COTAS 29 12. AMORTIZAÇÃO E RESGATE DAS COTAS 31 13. ORDEM DE ALOCAÇÃO DOS RECURSOS 33 14. METODOLOGIA DE AVALIAÇÃO…","to que invistam exclusivamente nos Ativos Financeiros mencionados nas alíneas a), b) e/ou c) acima; e e) cotas de fundos de investimento em renda fixa ou referenciados DI , inclusive administrados e/ou geridos pelo Administrador. 2.11 A Gestora envidará seus melhores esforços para adquirir Ativos Financeiros cujos vencimentos propiciem à Carteira classificação de investimento de “longo prazo”, para fins de tributaçã…","ta do Fundo, nos termos dos Documentos de Aquisição. 2.9 A cobrança dos Direitos Creditórios CCB Adquiridos inadimplidos será realizada pelo Agente de Cobrança , e a cobrança dos Direitos Creditórios PPV Adquiridos 5 inadimplidos será realizada pelo Custodiante ou prestador de serviço por ele contratado, em todos os casos nos termos da Política de Cobrança, constante do Anexo III do Regulamento. 2.10 A parcela do Pa…",207364_regulamento_regulamento_207364_2021-08-13.pdf,207364
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,,evento de cota,Cotas Seniores na forma do Suplemento constante no Anexo II da p,10000000.0,"R$ 100.000.00,00",R$,"ento do Fundo, para incluir novas atividades cuja responsabilidade é da Gestora; b) alteração do Capítulo 10 do Regulamento do Fundo, para definição da Relação Mínima de Subordinação, entre outros pequenos ajustes de redação; c) alteração do Capítulo 12 do Regulamento do Fundo, para prever a constituição de Reserva de Remuneração Sênior e regras de amortização extraordinária de Cotas ; d) alteração do Capítulo 13 do…","as atividades cuja responsabilidade é da Gestora; b) alteração do Capítulo 10 do Regulamento do Fundo, para definição da Relação Mínima de Subordinação, entre outros pequenos ajustes de redação; c) alteração do Capítulo 12 do Regulamento do Fundo, para prever a constituição de Reserva de Remuneração Sênior e regras de amortização extraordinária de Cotas ; d) alteração do Capítulo 13 do Regulamento do Fundo, para atu…",,"BUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA., instituição administradora (“ Administradora ”) do MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO, inscrito no Cadastro Nacional de Pessoa Jurídica do Ministério da Economia (“ CNPJ/ME ”) sob o nº 33.254.370/0001 -04 (“Fundo ”). 2 CONVOCAÇÃO : Dispensada com fundamento no artigo 28, § 5º, da Instrução nº 356 da Comissão de Valores Mobiliá…",211844_assembleia_assembleia_211844_2021-08-13.pdf,211844
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,,evento de cota,,,,,,,,"RIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA., instituição administradora (“Administradora ”) do MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO, inscrito no Cadastro Nacional de Pessoa Jurídica do Ministério da Economia (“ CNPJ/ME”) sob o nº 33.254.370/0001 -04 (“Fundo”). 2 CONVOCAÇÃO : Dispensada com fundamento no artigo 28, § 5º, da Instrução nº 356 da Comissão de Valores Mobiliár…",228022_assembleia_assembleia_228022_2021-10-21.pdf,228022
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,,evento de cota,,,,,"São Paulo, 21 de outubro de 2021 2 Índice 1. FORMA DE CONSTITUIÇÃO E PRAZO DE DURAÇÃO 3 2. POLÍTICA DE INVESTIMENTO E COMPOSIÇÃO DA CARTEIRA 3 3. CRITÉRIOS DE ELEGIBILIDADE E CONDIÇÕES DE CESSÃO 6 4. FATORES DE RISCO 8 5. ADMINISTRADORA 17 6. OBRIGAÇÕES, VEDAÇÕES E RESPONSABILIDADES DA ADMINISTRADORA 18 7. REMUNERAÇÃO DA ADMINISTRADORA 20 8. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA 21 9. GESTORA, DISTRIBUIDOR, CUST…","RES DE RISCO 8 5. ADMINISTRADORA 17 6. OBRIGAÇÕES, VEDAÇÕES E RESPONSABILIDADES DA ADMINISTRADORA 18 7. REMUNERAÇÃO DA ADMINISTRADORA 20 8. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA 21 9. GESTORA, DISTRIBUIDOR, CUSTODIANTE E AGENTE DE COBRANÇA 22 10. COTAS 27 11. SUBSCRIÇÃO, INTEGRALIZAÇÃO E VALOR DAS COTAS 31 12. AMORTIZAÇÃO E RESGATE DAS COTAS 33 13. ORDEM DE ALOCAÇÃO DOS RECURSOS 36 14. METODOLOGIA DE AVALIAÇÃO D…","nto que invistam exclusivamente nos Ativos Financeiros mencionados nas alíneas a), b) e/ou c) acima; e e) cotas de fundos de investimento em renda fixa ou referenciados DI, inclusive administrados e/ou geridos pelo Administrador. 2.11 A Gestora envidará seus melhores esforços para adquirir Ativos Financeiros cujos vencimentos propiciem à Carteira classificação de investimento de “longo prazo”, para fins de tributaçã…","na Conta do Fundo, nos termos dos Documentos de Aquisição. 2.9 A cobrança dos Direitos Creditórios CCB Adquiridos inadimplidos será realizada pelo Agente de Cobrança, e a cobrança dos Direitos Creditórios PPV Adquiridos inadimplidos será realizada pelo Custodiante ou prestador de serviço por ele contratado, em todos os casos nos termos da Política de Cobrança, constante do Anexo III do Regulamento. 2.10 A parcela do…",228026_regulamento_regulamento_228026_2021-10-21.pdf,228026
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,,evento de cota,,,,,,"té três cotistas terão uma mostra de 50 (cinquenta) itens. Fundo com mais de três cotistas terão uma amostra de 100(cem) itens. Procedimento C n = _____N * z² * p * (1 – p)________ ME² * (N – 1) + z² * p * (1-p) Onde: 4 Fundos com apenas 1(um) cotista subordinado, 0(zero) outros e 0(zero) resgate e/ou amortização n = tamanho da amostra N = totalidade de direitos creditórios adquiridos z = Cristal Score = 1,96 p = pr…",,"TALYS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA., instituição administradora (“Administradora”) do MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO, inscrito no Cadastro Nacional de Pessoa Jurídica do Ministério da Economia (“CNPJ/ME”) sob o nº 33.254.370/0001-04 (“Fundo”). 2 CONVOCAÇÃO: Dispensada com fundamento no artigo 28, § 5º, da Instrução nº 356 da Comissão de Valores Mo…",325863_assembleia_assembleia_325863_2022-06-29.pdf,325863
