grupo,fundo,nome_curto,cnpj,date,event,series_or_class,amount,amount_display,currency,remuneration,amortization_schedule,maturity,source_excerpt,source_document,source_document_id
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,,evento de cota,,,,,"ASSIFICAÇÃO DO FUNDO 4 2. POLÍTICA DE INVESTIMENTO E COMPOSIÇÃO DA CARTEIRA 5 3. FATORES DE RISCO 11 4. PRESTADORES DE SERVIÇOS ESSENCIAIS 25 5. RESPONSABILIDADE DOS PRESTADORES DE SERVIÇO 33 6. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA E DA GESTORA 34 7. CUSTODIANTE, AGENTE DE COBRANÇA E AGENTE DE RECEBIMENTO 35 8. REMUNERAÇÃO DOS PRESTADORES DE SERVIÇOS ESSENCIAIS 39 9. COTAS 41 10. RENTABILIDADE EXCEDENTE DO FUND…","DOS PRESTADORES DE SERVIÇO 33 6. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA E DA GESTORA 34 7. CUSTODIANTE, AGENTE DE COBRANÇA E AGENTE DE RECEBIMENTO 35 8. REMUNERAÇÃO DOS PRESTADORES DE SERVIÇOS ESSENCIAIS 39 9. COTAS 41 10. RENTABILIDADE EXCEDENTE DO FUNDO 46 11. SUBSCRIÇÃO, INTEGRALIZAÇÃO E VALOR DAS COTAS 47 12. AMORTIZAÇÃO E RESGATE DAS COTAS 50 13. ORDEM DE ALOCAÇÃO DOS RECURSOS 54 14. METODOLOGIA DE AVALIAÇÃO…","/ou “c)"" acima; e Docusign Envelope ID: FF596E89-E6A4-48B1-86DB-2B76413BA247 8 e) cotas de fundos de investimento em renda fixa ou referenciados DI, incluindo aqueles que sejam administrados e/ou geridos pelo Administrador. 2.1.13 A Gestora envidará seus melhores esforços para adquirir Ativos Financeiros cujos vencimentos propiciem à Carteira classificação de investimento de “longo prazo”, nos termos da regulamentaç…","do, nos termos dos Documentos de Aquisição. 2.1.11 A cobrança dos Direitos Creditórios CCB Adquiridos inadimplidos será realizada pelo Agente de Cobrança, e a cobrança dos Direitos Creditórios PPV Adquiridos inadimplidos será realizada pelo Custodiante ou por prestador de serviço por ele contratado, em todos os casos nos termos da Política de Cobrança, constante do Complemento III do Regulamento. 2.1.12 A parcela do…",914386_regulamento_regulamento_914386_2025-04-30.pdf,914386
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,,evento de cota,,,,,,"contrato de cessão; 2. até o 1º (primeiro) dia útil imediatamente anterior à Data de Transferência, o mapa de evolução de cotas do Fundo, desde seu início e o detalhamento de todas as provisões e diferimentos do Fundo; 3. até o 5º (quinto) dia útil imediatamente anterior à Data de Transferência, o histórico de aplicações, resgates e o saldo por Cotistas, e, até o 30º (trigésimo) dia corrido imediatamente subsequente…","ando-os à Nova Administradora também por meio de cópia simples digitalizada, em até 5 (cinco) dias úteis imediatamente subsequentes à Data de Transferência; 8.pela entrega à Nova Administradora, de cópia eletrônica, de todos os documentos que o Fundo tenha firmado sendo representado pela Administradora; 9.por encaminhar no prazo de 5 (cinco) dias úteis a contar da Data da Assembleia, 1 (uma) via da presente ata assi…","ados que sejam de conhecimento dos Cotistas até esta data, exceto com relação ao ressarcimento aos Cotistas dos valores devidos a título de pagamento de juros no período que deveriam ter sido pagos e não foram, nos termos alinhados entre a Administradora e os Cotistas; e (b) das contas e das demonstrações financeiras do Fundo de anos anteriores, bem como os respectivos pareceres do auditor independente, sem prejuízo…",1118465_assembleia_assembleia_1118465_2026-02-19.pdf,1118465
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,,evento de cota,,,,,"ASSIFICAÇÃO DO FUNDO 4 2. POLÍTICA DE INVESTIMENTO E COMPOSIÇÃO DA CARTEIRA 5 3. FATORES DE RISCO 11 4. PRESTADORES DE SERVIÇOS ESSENCIAIS 25 5. RESPONSABILIDADE DOS PRESTADORES DE SERVIÇO 33 6. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA E DA GESTORA 34 7. CUSTODIANTE, AGENTE DE COBRANÇA E AGENTE DE RECEBIMENTO 35 8. REMUNERAÇÃO DOS PRESTADORES DE SERVIÇOS ESSENCIAIS 39 9. COTAS 41 10. RENTABILIDADE EXCEDENTE DO FUND…","DOS PRESTADORES DE SERVIÇO 33 6. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA E DA GESTORA 34 7. CUSTODIANTE, AGENTE DE COBRANÇA E AGENTE DE RECEBIMENTO 35 8. REMUNERAÇÃO DOS PRESTADORES DE SERVIÇOS ESSENCIAIS 39 9. COTAS 41 10. RENTABILIDADE EXCEDENTE DO FUNDO 46 11. SUBSCRIÇÃO, INTEGRALIZAÇÃO E VALOR DAS COTAS 47 12. AMORTIZAÇÃO E RESGATE DAS COTAS 50 13. ORDEM DE ALOCAÇÃO DOS RECURSOS 54 14. METODOLOGIA DE AVALIAÇÃO…","ilidade”). 2.3.5 Os Direitos Creditórios CCB deverão atender aos seguintes Critérios de Elegibilidade, na respectiva Data de Aquisição e Pagamento: a) Serem representadas por CCBs; b) Serem originados de operações de crédito realizadas pelas Instituições Financeiras Parceiras; e c) Deverão ter prazo máximo de vencimento equivalente a: (a) a 60 (sessenta) meses para as CCBs Veículos; ou (b) a 25 (vinte e cinco) meses…","os Direitos Creditórios PPV Adquiridos serão pagos diretamente pelo Devedor na conta do Fundo, nos termos dos Documentos de Aquisição. 2.1.11 A cobrança dos Direitos Creditórios CCB Adquiridos inadimplidos e dos Direitos Creditórios PPV Adquiridos inadimplidos será realizada pelo Agente de Cobrança, em todos os casos nos termos da Política de Cobrança, constante do Complemento III do Regulamento. 2.1.12 A parcela do…",1118467_regulamento_regulamento_1118467_2026-02-19.pdf,1118467
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,,evento de cota,,,,,,,,"iços de administração de carteira de títulos e valores mobiliários por meio Ato Declaratório nº 18.527, de 15 de março de 2021 , instituição administradora (“Administradora”) do MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA , inscrito no CNPJ sob o nº 33.254.370/0001‐04 (“Fundo”). 1. CONVOCAÇÃO: Dispensada a convocação, nos termos do artigo 72, §7º, da Resolução da Comissão…",1121051_assembleia_assembleia_1121051_2026-02-24.pdf,1121051
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,,evento de cota,Cotas Seniores,1000.0,"R$ 1.000,00",R$,"das pela Administradora, conforme orientação da Gestora em alinhamento com o Mercado Pago, nos termos dos respectivos Compromissos de Investimento, Boletins de Subscrição , do Apêndice da Subclasse Sênior e do Regulamento, conforme o caso. Docusign Envelope ID: C734C7B4-F58D-4EB0-92FC-FCC07825E238 2 VII. Meta de Remuneração : A Meta de Remuneração Sênior será correspondente a 100% (cem por cento) da Taxa DI acrescid…","b forma de capitalização composta, com base em um ano de 252 (duzentos e cinquenta e dois) Dias Úteis da Meta de Remuneração. VIII. Remuneração Sênior: A Remuneração Sênior será paga pelo período de 36 (trinta e seis) meses, em cada Data de Pagamento prevista na tabela do item IX abaixo. IX. Período de Carência de Amortização Sênior: Durante os primeiros 18 (dezoito) meses após a 1ª (primeira) integralização de Cota…",", junto ao seu respectivo agente de custódia e/ou da Administradora na qualidade de escriturador das cotas, observados os termos e condições do respectivo boletim de subscrição e compromisso de investimento; e f) Período de colocação: a subscrição das Cotas Seniores, objeto da Nova Emissão, deverão ser realizadas no prazo máximo de 180 (cento e oitenta) dias, contados da data de efeitos do presente instrumento; Os C…","s da POLÍGONO CAPITAL LTDA., sociedade limitada com sede no município de São Paulo, Estado de São Paulo, na Avenida Brigadeiro Faria Lima, nº 2601, 12º andar, Jardim Paulistano, inscrita no CNPJ/MF sob o nº 43.241.789/0001-85, autorizada pela CVM para o exercício profissional da administração da carteira de valores mobiliários, nos termos do Ato Declaratório nº 19.368, de 07 de dezembro de 2021, neste ato devidament…",1128337_assembleia_assembleia_1128337_2026-03-03.pdf,1128337
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,,evento de cota,,,,,"ASSIFICAÇÃO DO FUNDO 4 2. POLÍTICA DE INVESTIMENTO E COMPOSIÇÃO DA CARTEIRA 5 3. FATORES DE RISCO 11 4. PRESTADORES DE SERVIÇOS ESSENCIAIS 25 5. RESPONSABILIDADE DOS PRESTADORES DE SERVIÇO 33 6. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA E DA GESTORA 34 7. CUSTODIANTE, AGENTE DE COBRANÇA E AGENTE DE RECEBIMENTO 35 8. REMUNERAÇÃO DOS PRESTADORES DE SERVIÇOS ESSENCIAIS 39 9. COTAS 41 10. RENTABILIDADE EXCEDENTE DO FUND…","DOS PRESTADORES DE SERVIÇO 33 6. SUBSTITUIÇÃO E RENÚNCIA DA ADMINISTRADORA E DA GESTORA 34 7. CUSTODIANTE, AGENTE DE COBRANÇA E AGENTE DE RECEBIMENTO 35 8. REMUNERAÇÃO DOS PRESTADORES DE SERVIÇOS ESSENCIAIS 39 9. COTAS 41 10. RENTABILIDADE EXCEDENTE DO FUNDO 46 11. SUBSCRIÇÃO, INTEGRALIZAÇÃO E VALOR DAS COTAS 47 12. AMORTIZAÇÃO E RESGATE DAS COTAS 50 13. ORDEM DE ALOCAÇÃO DOS RECURSOS 54 14. METODOLOGIA DE AVALIAÇÃO…","ilidade”). 2.3.5 Os Direitos Creditórios CCB deverão atender aos seguintes Critérios de Elegibilidade, na respectiva Data de Aquisição e Pagamento: a) Serem representadas por CCBs; b) Serem originados de operações de crédito realizadas pelas Instituições Financeiras Parceiras; e c) Deverão ter prazo máximo de vencimento equivalente a: (a) a 60 (sessenta) meses para as CCBs Veículos; ou (b) a 25 (vinte e cinco) meses…","os Direitos Creditórios PPV Adquiridos serão pagos diretamente pelo Devedor na conta do Fundo, nos termos dos Documentos de Aquisição. 2.1.11 A cobrança dos Direitos Creditórios CCB Adquiridos inadimplidos e dos Direitos Creditórios PPV Adquiridos inadimplidos será realizada pelo Agente de Cobrança, em todos os casos nos termos da Política de Cobrança, constante do Complemento III do Regulamento. 2.1.12 A parcela do…",1128340_regulamento_regulamento_1128340_2026-03-03.pdf,1128340
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,,evento de cota,,400000000.0,"R$ 400.000.000,00",R$,,"icardo Donisete Stabile, Rodrigo Martins Cavalcante, Jessica Bezerra Da Silva, Douglas Shibayama, Raccelli Portela Santonastaso e Marcos Moretti. Para verificar as assinaturas vá ao site https://www.portaldeassinaturas.com.br e utilize o código 6CBC-E56E-ECAC-E8F8. 101330904.1 (v) a alteração do Capítulo Quatorze - Da Amortização Acelerada, Liquidação Extraordinária Do Fundo E Resgate Antecipado De Cotas, em decorrê…",,"DATA, HORA E LOCAL: Realizada aos 25 dias do mês de maio de 2021, às 10h00, na sede da BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A., instituição administradora (“Administradora”) do MERCADO CRÉDITO I BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO (“Fundo”), na cidade de São Paulo, no Estado de São Paulo, na Rua Iguatemi, nº 151, 19º andar (parte), Itaim Bibi. 1. CONVOCAÇÃO: Dis…",179557_assembleia_assembleia_179557_2021-05-25.pdf,179557
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,,evento de cota,,,,,"o nos termos do Contrato de Gestão. “Relatório de Acompanhamento” Relatório mensal a ser elaborado e disponibilizado pelo Gestor aos Cotistas e ao Administrador até o 16º (décimo sexto) dia (inclusive) do mês calendário (ou o Dia Útil subsequente, caso a data máxima para disponibilização não seja um Dia Útil). ""Remuneração do Administrador"" A remuneração devida ao Administrador, conforme prevista no Capítulo Dezoito…","ÍTULO DEZ - DAS CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ............................................................................................ 53 CAPÍTULO ONZE – DA ASSEMBLEIA GERAL DE COTISTAS .................................................... 62 CAPÍTULO DOZE – DA AMORTIZAÇÃO E DO RESGATE ORDINÁRIO DAS COTAS .................... 72 CAPÍTULO TREZE – DOS EVENTOS…","e (ii) o De vedor CCB Comerciante ou Cedente PPV seja classificado pelo Mercado Pago como categoria “A” ou “B”. “Créditos Inadimplentes” Os Direitos Creditórios Para Fins de Enquadramento relativamente aos quais (i) qualquer pagamento, permanecer inadimplente por período superior a 30 (trinta) dias após a data de vencimento inicialmente prevista, para os Direitos Creditórios CCB; e (ii) para os Direitos Creditórios…",........................................................................ 42 CAPÍTULO SEIS – DOS DOCUMENTOS COMPROBATÓRIOS ................................................... 44 CAPÍTULO SETE – DOS CRITÉRIOS DE ELEGIBILIDADE E DAS CONDIÇÕES DE CESSÃO ........ 46 CAPÍTULO OITO – DAS OPERAÇÕES DE AQUISIÇÃO DE DIREITOS CREDITÓRIOS ................. 50 CAPÍTULO NOVE – DOS CRITÉRIOS DE AVALIAÇÃO DOS DIREITOS CREDITÓRIOS E…,179561_regulamento_regulamento_179561_2021-05-25.pdf,179561
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,,evento de cota,,5756250.46,"R$ 5.756.250,46",R$,"), conforme lista de presença arquivada junto à Administradora, e a representante da Administradora. 3. COMPOSIÇÃO DA MESA: Presidente: Isabella Uno; Secretário: Rafael Polifemi. 5. ORDEM DO DIA: Deliberar sobre , na forma da presente ata da Assembleia Geral Extraordinária de Cotistas (“Ata”): (i) a alteração da remuneração do Agente de Cobrança , a qual passará a ser equivalente a 0,5% (cinco décimos por cento) ao…","o valor do Patrimônio Líquido do Fundo, observado o valor mínimo mensal de R$30.000,00 (trinta mil reais).” (vi) a alteração do item 19.2 do Regulamento d o Fundo, o qua l passará a vigorar com a seguinte redação: “19.2. Até a Data Limite de Investimento em Direitos Creditórios e/ou a ocorrência de um Evento de Amortização Acelerada, de um Evento de Avaliação ou de um Evento de Liquidação do Fundo, o Administrador d…",,"ATA, HORA E LOCAL: Realizada aos 30 dias do mês de dezembro de 2021, às 10h00, na sede da BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A., instituição administradora (“Administradora”) do MERCADO CRÉDITO I BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO (“Fundo”), na cidade de São Paulo, no Estado de São Paulo, na Rua Iguatemi, nº 151, 19º andar (parte), Itaim Bibi. 1. CONVOCAÇÃO:…",296735_assembleia_assembleia_296735_2021-12-30.pdf,296735
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,,evento de cota,,,,,"nos termos do Contrato de Gestão. “Relatório de Acompanhamento” Relatório mensal a ser elaborado e disponibilizado pelo Gestor aos Cotistas e ao Administrador até o 16º (décimo sexto) dia (inclusive) do mês calendário (ou o Dia Útil subsequente, caso a data máxima para disponibilização não seja um Dia Útil). ""Remuneração do Administrador"" A remuneração devida ao Administrador, conforme prevista no Capítulo Dezoito d…","ICAS, DIREITOS, CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ........................................................................................................ 55 CAPÍTULO ONZE – DA ASSEMBLEIA GERAL DE COTISTAS ................................................................... 63 CAPÍTULO DOZE – DA AMORTIZAÇÃO E DO RESGATE ORDINÁRIO DAS COTAS ................................... 74 CAPÍTULO TREZ…","e (ii) o Devedor CCB Comerciante ou Cedente PPV seja classificado pelo Mercado Pago como categoria “A” ou “B”. “Créditos Inadimplentes” Os Direitos Creditórios Para Fins de Enquadramento relativamente aos quais (i) qualquer pagamento, permanecer inadimplente por período superior a 30 (trinta) dias após a data de vencimento inicialmente prevista, para os Direitos Creditórios CCB; e (ii) para os Direitos Creditórios P…",......................... 43 CAPÍTULO SEIS – DOS DOCUMENTOS COMPROBATÓRIOS .................................................................. 45 CAPÍTULO SETE – DOS CRITÉRIOS DE ELEGIBILIDADE E DAS CONDIÇÕES DE CESSÃO ....................... 47 CAPÍTULO OITO – DAS OPERAÇÕES DE AQUISIÇÃO DE DIREITOS CREDITÓRIOS ................................ 52 CAPÍTULO NOVE – DOS CRITÉRIOS DE AVALIAÇÃO DOS DIREITOS CREDITÓRIOS E D…,296748_regulamento_regulamento_296748_2021-12-30.pdf,296748
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,,evento de cota,Cotas Seniores (conforme definido no Regulamento),500000000.0,"R$ 500.000.000,00",R$,,,"o Regulamento do Fundo (Limites de Concentração), o qual passará a vigorar com a redação constante do Anexo B a esta Ata; e 2 (iv) mediante a aprovação dos itens anteriores, consequentemente, autorizar a Administradora a tomar todas as medidas necessárias ao cumprimento das deliberações desta Ata, nos termos e prazos exigidos pela regulamentação. 6. DELIBERAÇÕES: Examinadas e debatidas as matérias constantes da Orde…","2022, às 10h00, na sede da BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A. , instituição administradora (“Administradora”) do MERCADO CRÉDITO I BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS (“Fundo”), na cidade de São Paulo, no Estado de São Paulo, na Rua Iguatemi, nº 151, 19º andar (parte), Itaim Bibi. 2. CONVOCAÇÃO: Dispensada a convocação, nos termos do artigo 28, §5º, da Ins…",297780_assembleia_assembleia_297780_2022-04-29.pdf,297780
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,,evento de cota,,,,,"nos termos do Contrato de Gestão. “Relatório de Acompanhamento” Relatório mensal a ser elaborado e disponibilizado pelo Gestor aos Cotistas e ao Administrador até o 16º (décimo sexto) dia (inclusive) do mês calendário (ou o Dia Útil subsequente, caso a data máxima para disponibilização não seja um Dia Útil). ""Remuneração do Administrador"" A remuneração devida ao Administrador, conforme prevista no Capítulo Dezoito d…","ICAS, DIREITOS, CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ........................................................................................................ 56 CAPÍTULO ONZE – DA ASSEMBLEIA GERAL DE COTISTAS ................................................................... 64 CAPÍTULO DOZE – DA AMORTIZAÇÃO E DO RESGATE ORDINÁRIO DAS COTAS ................................... 75 CAPÍTULO TREZ…","e (ii) o Devedor CCB Comerciante ou Cedente PPV seja classificado pelo Mercado Pago como categoria “A” ou “B”. “Créditos Inadimplentes” Os Direitos Creditórios Para Fins de Enquadramento relativamente aos quais (i) qualquer pagamento, permanecer inadimplente por período superior a 30 (trinta) dias após a data de vencimento inicialmente prevista, para os Direitos Creditórios CCB; e (ii) para os Direitos Creditórios P…",......................... 44 CAPÍTULO SEIS – DOS DOCUMENTOS COMPROBATÓRIOS .................................................................. 46 CAPÍTULO SETE – DOS CRITÉRIOS DE ELEGIBILIDADE E DAS CONDIÇÕES DE CESSÃO ....................... 48 CAPÍTULO OITO – DAS OPERAÇÕES DE AQUISIÇÃO DE DIREITOS CREDITÓRIOS ................................ 53 CAPÍTULO NOVE – DOS CRITÉRIOS DE AVALIAÇÃO DOS DIREITOS CREDITÓRIOS E D…,297781_regulamento_regulamento_297781_2022-04-29.pdf,297781
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,,evento de cota,,42297479.55,"R$ 42.297.479,55",R$,"”), conforme lista de presença arquivada junto à Administradora, e a representante da Administradora. 3. COMPOSIÇÃO DA MESA: Presidente: Isabella Uno; Secretário: Juliana Gurzoni. 5. ORDEM DO DIA: Deliberar sobre, na forma da presente ata da Assembleia Geral Extraordinária de Cotistas (“Ata”): (i) a alteração da remuneração aplicável ao Agente de Recebimento e ao Agente de Cobrança CCB e consequente alteração da Clá…","ii) a alteração da redação do s itens 19.2, 19.3 e 19.4 do Capítulo Dezenove do Regulamento do Fundo, de forma a restar clara a forma de alocação dos recursos do Fundo, os quais passarão a vigorar com a seguinte redação: 19.2. Até a Data Limite de Investimento em Direitos Creditórios e/ou a ocorrência de um Evento de Amortização Acelerada, de um Evento de Avaliação ou de um Evento de Liquidação do Fundo, o Administr…",,"DATA, HORA E LOCAL : Realizada aos 14 dias do mês de outubro de 2022, às 17h, na sede da BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A. , instituição administradora (“Administradora”) do MERCADO CRÉDITO I BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO (“Fundo”), na cidade de São Paulo, no Estado de São Paulo, na Rua Iguatemi, nº 151, 19º andar (parte), Itaim Bibi. 1. CONVOCAÇÃO:…",366672_assembleia_assembleia_366672_2022-10-14.pdf,366672
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,,evento de cota,,,,,"nos termos do Contrato de Gestão. “Relatório de Acompanhamento” Relatório mensal a ser elaborado e disponibilizado pelo Gestor aos Cotistas e ao Administrador até o 16º (décimo sexto) dia (inclusive) do mês calendário (ou o Dia Útil sub sequente, caso a data máxima para disponibilização não seja um Dia Útil). ""Remuneração do Administrador"" A remuneração devida ao Administrador, conforme prevista no Capítulo Dezoito…","CONDIÇÕES DE EMISSÃO, SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ................................................................................................... Erro! Indicador não definido. CAPÍTULO ONZE – DA ASSEMBLEIA GERAL DE COTISTAS ................................. Erro! Indicador não definido. CAPÍTULO DOZE – DA AMORTIZAÇÃO E DO RESGATE ORDINÁRIO DAS COTAS . Erro! Indicador não definido. CAPÍTULO TREZE – DOS…","e (ii) o Devedor CCB Comerciante ou Cedente PPV seja classificado pelo Mercado Pago como categoria “A” ou “B”. “Créditos Inadimplentes” Os Direitos Creditórios Para Fins de Enquadramento relativamente aos quais (i) qualquer pagamento, permanecer inadimplente por período superior a 30 (trinta) dias após a data de vencimento inicialmente prevista, para os Direitos Creditórios CCB; e (ii) para os Direitos Creditórios P…",não definido. CAPÍTULO SEIS – DOS DOCUMENTOS COMPROBATÓRIOS................................ Erro! Indicador não definido. CAPÍTULO SETE – DOS CRITÉRIOS DE ELEGIBILIDADE E DAS CONDIÇÕES DE CESSÃOErro! Indicador não definido. CAPÍTULO OITO – DAS OPERAÇÕES DE AQUISIÇÃO DE DIREITOS CREDITÓRIOSErro! Indicador não definido. CAPÍTULO NOVE – DOS CRITÉRIOS DE AVALIAÇÃO DOS DIREITOS CREDITÓRIOS E DOS ATIVOS FINANCEIROS INTEGR…,366675_regulamento_regulamento_366675_2022-10-14.pdf,366675
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,,evento de cota,,,,,"3.400, conjunto 91 parte, inscrita no CNPJ/ME sob o nº 22.119.959/0001-83 (“ Genial Gestão ”), para a exercer a função de Gestor do Fundo; (iii) a alteração do Capítulo Dezoito do Regulamento do Fundo para que passe a constar a nova DocuSign Envelope ID: 564B316E-1075-4156-8FA4-48FD0BC09D27 2 Taxa de Administração e a remuneração do Custodiante; (iv) a realização pelo atual auditor do Fundo da auditoria de transferê…","os Direitos Creditórios; (b) a permissão para que a Genial Gestão realize (ou instrua) o investimento da parcela do Patrimônio Líquido do Fundo que não estiver alocada em Direitos Creditórios na aquisição de Ativos Financeiros, conforme Política de Investimento definida no Regulamento, desde que, nesse caso, o prazo de amortização e resgate seja igual ou inferior a 30 (trinta) dias; e (c) a não realização de resgate…","quisição dos Direitos Creditórios; (b) a permissão para que a Genial Gestão realize (ou instrua) o investimento da parcela do Patrimônio Líquido do Fundo que não estiver alocada em Direitos Creditórios na aquisição de Ativos Financeiros, conforme Política de Investimento definida no Regulamento, desde que, nesse caso, o prazo de amortização e resgate seja igual ou inferior a 30 (trinta) dias; e (c) a não realização…","COTISTAS REALIZADA EM 24 DE NOVEMBRO DE 2022 DATA, HORA E LOCAL : Realizada aos 24 dias do mês de novembro de 2022, às 10h, na sede da BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A. (“BRL”), instituição administradora do MERCADO CRÉDITO I BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO (“Fundo”), na cidade de São Paulo, no Estado de São Paulo, na Rua Iguatemi, nº 151, 19º andar (p…",383962_assembleia_assembleia_383962_2022-11-24.pdf,383962
