competencia,cnpj_fundo,nome,cnpjs_classes_componentes,n_classes_componentes,pl_agregado,ranking_global,segmento_oficial_tabela_ii,abertura_financeira_tabela_ii,subtipo_cvm_ime,ranking_segmento,participacao_segmento_dominante,flag_hibrido_multissegmento,flag_fic_fidc,flag_fic_fidc_legado,motivo_selecao,participacao_pl_segmento,participacao_pl_industria,pl_classes_reconciliado,admin_nome,admin_cnpj,gestor_nome,gestor_cnpj,valor_segmento_dominante,total_tabela_ii,ime_industrial,ime_imobiliario,ime_comercial,ime_servicos,ime_agronegocio,ime_financeiro,ime_cartao_de_credito,ime_factoring,ime_setor_publico,ime_acoes_judiciais,ime_marcas_e_patentes,ime_abertura_credito_pessoal,ime_abertura_consignado,ime_abertura_credito_corporativo,ime_abertura_middle_market,ime_abertura_veiculos,ime_abertura_imobiliario_empresarial,ime_abertura_imobiliario_residencial,ime_abertura_outros,documentos_inventariados,derivados_locais,pdfs_primarios_locais,cobertura_documental_inicial
2026-05,09195235000150,FIDC DO SISTEMA PETROBRAS,09195235000150,1,60841973938.55,1,Industrial,,Industrial,1,1.0,False,False,False,cobertura_1,0.7439583299419191,0.06346863323663751,True,BB GESTAO DE RECURSOS DTVM S.A,08229360001690,BB GESTAO DE RECURSOS DTVM S.A,08229360001690,57456402948.56,57456402948.56,57456402948.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22,primário local disponível
2026-05,26287464000114,TAPSO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,26287464000114,1,40658253334.57,2,Cartão de crédito,,Cartão de crédito,1,1.0,False,False,False,cobertura_1,0.4281644489602256,0.04241354449710047,True,OLIVEIRA TRUST DTVM S.A.,61138760001910,OLIVEIRA TRUST SERVICER S/A,21504530001200,28808943253.05,28808943253.05,0.0,0.0,0.0,0.0,0.0,0.0,28808943253.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,primário local disponível
2026-05,62393679000183,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62393679000183,1,9984886332.21,3,Cartão de crédito,,Cartão de crédito,2,1.0,False,False,False,cobertura_2,0.10514896739861136,0.01041595213805212,True,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,00666700001000,BANCO BRADESCO S.A.,07469480001120,9234748432.58,9234748432.58,0.0,0.0,0.0,0.0,0.0,0.0,9234748432.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,26,25,primário local disponível
2026-05,53286499000101,ITAÚ CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,53286499000101,1,8615892918.29,4,Serviços,,Serviços,1,0.9527405506621166,False,False,False,cobertura_1,0.10922784470130606,0.008987856774492464,True,INTRAG DTVM LTDA.,24181400001310,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,04309710001960,4742658805.65,4977912194.83,0.0,0.0,235253389.18,4742658805.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,primário local disponível
2026-05,53263761000100,ESPERANZA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53263761000100,1,8419843458.05,5,Financeiro,Financeiro — outros,Financeiro — outros,1,0.6456063137533917,False,False,False,cobertura_1,0.03570877530012557,0.00878334350046916,True,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,48299920001860,REAG JUS GESTÃO DE ATIVOS JUDICIAIS LTDA.,63567420001550,2816722332.09,4362910139.02,0.0,0.0,0.0,0.0,0.0,2816722332.09,0.0,0.0,743108244.79,803079562.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2816722332.09,0,0,2,primário local disponível
2026-05,52242420000188,BTG PACTUAL CONSIGNADOS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52242420000188,1,7919216190.97,6,Serviços,,Serviços,2,1.0,False,False,False,cobertura_2,0.10039573663074451,0.008261103238595796,True,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,92812530001230,BANCO BTG PACTUAL S/A,03062940001450,5841218292.14,5841218292.14,0.0,0.0,0.0,5841218292.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,20,primário local disponível
2026-05,63953619000130,CLASSE CONSIGNADO PRIVADO DO MT GLOBAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,63953620000165;63953769000144;63953840000199;63953902000162,4,7784357515.4800005,7,Comercial,,Comercial,1,1.0,False,False,False,cobertura_1,0.061187087687853595,0.008120422467421305,True,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,92812530001230,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,96500820001000,391405916.99,391405916.99,0.0,0.0,391405916.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,primário local disponível
2026-05,65473848000183,PAN AUTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,65473848000183,1,7730070570.38,8,Comercial,,Comercial,2,1.0,False,False,False,cobertura_2,0.06076037808933708,0.008063791855607669,True,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,92812530001230,BTG PACTUAL GESTORA DE INVESTIMENTOS ALTERNATIVOS LTDA.,76251590001400,6972322438.23,6972322438.23,0.0,0.0,6972322438.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,primário local disponível
2026-05,52610624000124,AETOS ENERGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52610624000124,1,7377892270.31,9,Serviços,,Serviços,3,1.0,False,False,False,top_pl,0.0935331112824843,0.007696409374171072,True,XP INVESTIMENTOS CCTVM S.A.,23328860001040,XP INVESTIMENTOS CCTVM S.A.,23328860001040,7124853849.37,7124853849.37,0.0,0.0,0.0,7124853849.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,primário local disponível
2026-05,28169275000172,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,28169275000172,1,6702700848.65,10,Cartão de crédito,,Cartão de crédito,3,1.0,False,False,False,top_pl,0.07058488695497758,0.006992068703877498,True,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,76526840001620,GENIAL GESTÃO LTDA.,21199590001830,4677303453.69,4677303453.69,0.0,0.0,0.0,0.0,0.0,0.0,4677303453.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,22,21,primário local disponível
