competencia,cnpj_fundo,nome,cnpjs_classes_componentes,n_classes_componentes,pl_agregado,ranking_global,segmento_oficial_tabela_ii,abertura_financeira_tabela_ii,subtipo_cvm_ime,ranking_segmento,participacao_segmento_dominante,flag_hibrido_multissegmento,flag_fic_fidc,flag_fic_fidc_legado,motivo_selecao,participacao_pl_segmento,participacao_pl_industria,pl_classes_reconciliado,admin_nome,admin_cnpj,gestor_nome,gestor_cnpj,valor_segmento_dominante,total_tabela_ii,ime_industrial,ime_imobiliario,ime_comercial,ime_servicos,ime_agronegocio,ime_financeiro,ime_cartao_de_credito,ime_factoring,ime_setor_publico,ime_acoes_judiciais,ime_marcas_e_patentes,ime_abertura_credito_pessoal,ime_abertura_consignado,ime_abertura_credito_corporativo,ime_abertura_middle_market,ime_abertura_veiculos,ime_abertura_imobiliario_empresarial,ime_abertura_imobiliario_residencial,ime_abertura_outros,documentos_inventariados,derivados_locais,pdfs_primarios_locais,cobertura_documental_inicial
2026-05,26286939000158,CIELO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,26286939000158,1,6465712398.18,11,Cartão de crédito,,Cartão de crédito,4,1.0,False,False,False,top_pl,0.06808920598042993,0.006744849028536407,True,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,00666700001000,BANCO BRADESCO S.A.,07469480001120,5657319437.22,5657319437.22,0.0,0.0,0.0,0.0,0.0,0.0,5657319437.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,26,primário local disponível
2026-05,53216449000158,RIO VERMELHO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,53216449000158,1,6390376605.81,12,Financeiro,Financeiro — outros,Financeiro — outros,2,1.0,False,False,False,cobertura_2,0.027101753546484204,0.00666626085221668,True,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,48299920001860,CBSF TRUST ADMINISTRADORA DE RECURSOS LTDA.,38635290001340,5818229352.77,5818229352.77,0.0,0.0,0.0,0.0,0.0,5818229352.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5818229352.77,2,1,10,primário local disponível
2026-05,50906397000153,BTG PACTUAL CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50906397000153,1,5930105860.45,13,Comercial,,Comercial,3,1.0,False,False,False,top_pl,0.04661218431451176,0.006186119376920163,True,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,92812530001230,BANCO BTG PACTUAL S/A,03062940001450,5544739189.41,5544739189.41,0.0,0.0,5544739189.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15,primário local disponível
2026-05,29225241000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS III RESPONSABILIDADE LIMITADA,29225241000110,1,5765091894.78,14,Setor público,,Setor público,1,0.860569182950339,False,False,False,cobertura_1,0.12837845950233054,0.006013981456532994,True,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,92812530001230,BANCO BTG PACTUAL S/A,03062940001450,4527749624.83,5261342974.55,0.0,0.0,0.0,733593349.72,0.0,0.0,0.0,0.0,4527749624.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11,primário local disponível
2026-05,63700113000110,NC 2025 I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63700113000110,1,5655088696.55,15,Financeiro,Financeiro — outros,Financeiro — outros,3,1.0,False,False,False,top_pl,0.023983378381496837,0.005899229219033788,True,INTRAG DTVM LTDA.,24181400001310,KANASTRA ADMINISTRAÇÃO DE RECURSOS LTDA,48706620001980,2021300298.67,2021300298.67,0.0,0.0,0.0,0.0,0.0,2021300298.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021300298.67,0,0,4,primário local disponível
2026-05,42922136000107,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MONEE I DE RESPONSABILIDADE LIMITADA,42922136000107,1,5001607361.66,16,Financeiro,Financeiro — crédito pessoal,Financeiro — crédito pessoal,1,1.0,False,False,False,cobertura_1,0.19199827334931227,0.005217535899664963,True,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,22853900001400,VALORA RENDA FIXA LTDA.,74820860001390,6190301795.78,6190301795.78,0.0,0.0,0.0,0.0,0.0,6190301795.78,0.0,0.0,0.0,0.0,0.0,6190301795.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19,primário local disponível
2026-05,32527650000186,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PICPAY I,32527650000186,1,4564160453.94,17,Cartão de crédito,,Cartão de crédito,5,1.0,False,False,False,top_pl,0.04806431869186298,0.00476120360882536,True,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,76526840001620,GENIAL GESTÃO LTDA.,21199590001830,4015908890.28,4015908890.28,0.0,0.0,0.0,0.0,0.0,0.0,4015908890.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,sem documento inventariado
2026-05,30576260000170,ARTESANAL MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,30576260000170,1,4349759716.83,18,Sem segmentação IME,,Sem segmentação IME,1,,,False,False,cobertura_1,0.028183893944018774,0.004537546799744133,True,BANCO GENIAL S.A.,52464100001550,ARTESANAL INVESTIMENTOS LTDA,30840980001090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,sem documento inventariado
2026-05,51152102000163,HIGH TOWER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,51152102000163,1,3967418914.68,19,Financeiro,Financeiro — outros,Financeiro — outros,4,1.0,False,False,False,top_pl,0.01682592690132825,0.004138699645843944,True,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,48299920001860,CBSF TRUST ADMINISTRADORA DE RECURSOS LTDA.,38635290001340,3948954861.99,3948954861.99,0.0,0.0,0.0,0.0,0.0,3948954861.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3948954861.99,0,0,0,sem documento inventariado
2026-05,34197588000137,DAY MAXX 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,34197588000137,1,3923226340.78,20,Financeiro,Financeiro — outros,Financeiro — outros,5,1.0,False,False,False,top_pl,0.016638505044949136,0.004092599197698147,True,BANCO DAYCOVAL S.A.,22328890001900,DAYCOVAL ASSET MANAGEMENT ADMINISTRACAO DE RECURSOS LTDA,20278320001020,3409215307.4,3409215307.4,0.0,0.0,0.0,0.0,0.0,3409215307.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3409215307.4,0,0,0,sem documento inventariado
2026-05,50473039000102,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,50473039000102,1,3633849616.56,21,Serviços,,Serviços,4,1.0,False,False,False,top_pl,0.04606807040776136,0.0037907295510083683,True,OLIVEIRA TRUST DTVM S.A.,61138760001910,OLIVEIRA TRUST SERVICER S/A,21504530001200,3585296832.0,3585296832.0,0.0,0.0,0.0,3585296832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,22,0,cache-only; primário ausente
2026-05,54979779000168,FIDC ACR BEM BANCOS EMISSORES DE CARTÃO DE CRÉDITO - RESPONSABILIDADE LIMITADA,54979779000168,1,3632322735.03,22,Cartão de crédito,,Cartão de crédito,6,1.0,False,False,False,top_pl,0.038251310244246814,0.003789136751209972,True,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,00666700001000,BANCO BRADESCO S.A.,07469480001120,3631257655.44,3631257655.44,0.0,0.0,0.0,0.0,0.0,0.0,3631257655.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,sem documento inventariado
2026-05,29301202000155,RSCRED MULTIESTRÉGIA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,29301202000155,1,3599995973.43,23,Financeiro,Financeiro — outros,Financeiro — outros,6,1.0,False,False,False,top_pl,0.01526767664233281,0.003755414384184358,True,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,20662580001300,SECURITY ADM. DE RECURSOS LTDA,22958410001070,4011090870.02,4011090870.02,0.0,0.0,0.0,0.0,0.0,4011090870.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4011090870.02,0,0,0,sem documento inventariado
2026-05,12817329000129,"HAVAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO ECONÔMICO, FINANCEIRO E COMERCIAL",12817329000129,1,3576638053.52,24,Comercial,,Comercial,4,1.0,False,False,False,top_pl,0.028113311313521783,0.003731048060148983,True,BANCO FINAXIS S.A.,17587410001520,PETRA CAPITAL GESTÃO DE INVESTIMENTOS LTDA,92047140001960,4414101137.58,4414101137.58,0.0,0.0,4414101137.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,sem documento inventariado
2026-05,53073485000100,EXPERT III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA,53073485000100,1,3548071251.28,25,Sem segmentação IME,,Sem segmentação IME,2,,,False,False,cobertura_2,0.02298942248809412,0.0037012479768061034,True,BANCO DAYCOVAL S.A.,22328890001900,DAYCOVAL ASSET MANAGEMENT ADMINISTRACAO DE RECURSOS LTDA,20278320001020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,sem documento inventariado
2026-05,21126275000146,VENDA DE VEÍCULOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,21126275000146,1,3492130161.23,26,Comercial,,Comercial,5,1.0,False,False,False,top_pl,0.027449057159523685,0.003642891807579458,True,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,23184070001190,INTEGRAL INVESTIMENTOS LTDA.,65765690001860,3507689981.13,3507689981.13,0.0,0.0,3507689981.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,sem documento inventariado
2026-05,17250006000110,RED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS REAL LP DE RESPONSABILIDADE LIMITADA,17250006000110,1,3486489139.6,27,Financeiro,Financeiro — outros,Financeiro — outros,7,0.8042410194001373,False,False,False,top_pl,0.014786291205126253,0.0036370072527279664,True,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,33176920001940,REDASSET GESTAO DE RECURSOS LTDA,30377680001810,2052620523.17,2552245500.61,27887747.15,132796435.4,81286653.9,232669236.64,24984904.35,2052620523.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2052620523.17,1,0,0,inventariado; primário ausente
2026-05,13054656000139,SOLIS CAPITAL CORE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,13054656000139,1,3345232923.52,28,Sem segmentação IME,,Sem segmentação IME,3,,,True,True,top_pl,0.021675148990353374,0.0034896527474347675,True,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,92812530001230,SOLIS INVESTIMENTOS S A,72547080001710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,sem documento inventariado
2026-05,60010416000112,MT CONSIGNADO PRIVADO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60010416000112,1,3335552591.25,29,Comercial,,Comercial,6,1.0,False,False,False,top_pl,0.02621831647408299,0.0034795544975148363,True,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,92812530001230,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,96500820001000,3450293120.25,3450293120.25,0.0,0.0,3450293120.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,12,0,cache-only; primário ausente
2026-05,48349509000170,OCCAM CRÉDITO CORPORATIVO 30 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,48349509000170,1,3329198240.42,30,Financeiro,Financeiro — crédito corporativo,Financeiro — crédito corporativo,1,0.9963044074871105,False,False,False,cobertura_1,0.06982445572900345,0.0034729258177370647,True,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,22015010001610,NOVA OCCAM BRASIL GESTAO DE RECURSOS LTDA.,32285450001620,1963287409.62,1970569832.7399998,0.0,0.0,0.0,0.0,7282423.12,1963287409.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963287409.62,0.0,0.0,0.0,0.0,0.0,0,0,0,sem documento inventariado
2026-05,60356171000180,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60356171000180,1,3252354632.79,31,Comercial,,Comercial,7,1.0,False,False,False,top_pl,0.025564358742874067,0.00339276473101469,True,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,92812530001230,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,96500820001000,2707092369.02,2707092369.02,0.0,0.0,2707092369.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,11,0,cache-only; primário ausente
2026-05,11468186000124,ATLANTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,11468186000124,1,3232635081.26,32,Comercial,,Comercial,8,0.6792223020199304,False,False,False,top_pl,0.025409357906102138,0.0033721938503770464,True,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,22853900001400,TERCON INVESTIMENTOS S.A.,91214540001950,2089592312.53,3076448323.79,0.0,0.0,2089592312.53,91999972.33,0.0,894856038.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522549702.15,0.0,0.0,0.0,0.0,372306336.78,1,0,0,inventariado; primário ausente
2026-05,49826785000145,ASA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,49826785000145,1,3153103544.27,33,Financeiro,Financeiro — crédito corporativo,Financeiro — crédito corporativo,2,0.6332474561144747,False,False,False,cobertura_2,0.06613115919707725,0.003289228791467837,True,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,22853900001400,ASA ASSET MANAGEMENT LTDA.,98079600001960,1864306897.07,2944041668.1800003,0.0,0.0,388409979.69,263516495.24,12006916.74,2280108276.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1864306897.07,0.0,0.0,0.0,0.0,415801379.44,0,0,0,sem documento inventariado
2026-05,07727002000126,FIDC PCG - BRASIL MULTICARTEIRA,07727002000126,1,3089535414.12,34,Setor público,,Setor público,2,0.7812155843525127,False,False,False,cobertura_2,0.06879852121728514,0.0032229163088698183,True,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,00666700001000,BANK OF AMERICA MERRILL LYNCH BANCO MULTIPLO S.A.,20732000001210,679983312.2,870416983.25,0.0,0.0,0.0,0.0,0.0,190433670.05,0.0,0.0,679983312.2,1.0,0.0,0.0,1480591.54,0.0,0.0,0.0,0.0,0.0,188953078.51,0,0,0,sem documento inventariado
2026-05,62393829000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS MEDICI I - RESPONSABILIDADE LIMITADA,62393829000159,1,3086961052.23,35,Financeiro,Financeiro — crédito pessoal,Financeiro — crédito pessoal,2,1.0,False,False,False,cobertura_2,0.11850014386735586,0.0032202308070683845,True,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,22853900001400,QI GESTÃO DE RECURSOS LTDA.,23320580001360,2680700493.87,2680700493.87,0.0,0.0,0.0,0.0,0.0,2680700493.87,0.0,0.0,0.0,0.0,0.0,2680700493.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,sem documento inventariado
2026-05,62588266000154,VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62588266000154,1,3080096054.77,36,Financeiro,Financeiro — consignado,Financeiro — consignado,1,1.0,False,False,False,cobertura_1,0.16066025827924546,0.003213069435111596,True,OLIVEIRA TRUST DTVM S.A.,61138760001910,OLIVEIRA TRUST SERVICER S/A,21504530001200,2784362063.67,2784362063.67,0.0,0.0,0.0,0.0,0.0,2784362063.67,0.0,0.0,0.0,0.0,0.0,0.0,2784362063.67,0.0,0.0,0.0,0.0,0.0,0.0,20,11,0,cache-only; primário ausente
2026-05,51079269000146,CARNIVAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51079269000146,1,3058098069.47,37,Financeiro,Financeiro — outros,Financeiro — outros,8,1.0,False,False,False,top_pl,0.012969473524361995,0.0031901217565507263,True,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,48299920001860,CBSF TRUST ADMINISTRADORA DE RECURSOS LTDA.,38635290001340,2618802204.14,2618802204.14,0.0,0.0,0.0,0.0,0.0,2618802204.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2618802204.14,0,0,0,sem documento inventariado
2026-05,11230727000181,FIDC GM - VENDA DE VEÍCULOS,11230727000181,1,3014794906.64,38,Comercial,,Comercial,9,1.0,False,False,False,top_pl,0.023697077112227346,0.0031449491169776,True,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,00666700001000,INTEGRAL INVESTIMENTOS LTDA.,65765690001860,2503605535.9,2503605535.9,0.0,0.0,2503605535.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,sem documento inventariado
2026-05,24194675000187,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS I RESPONSABILIDADE LIMITADA,24194675000187,1,3002544103.77,39,Serviços,,Serviços,5,0.44762493320692365,True,False,False,top_pl,0.03806470486410158,0.0031321694245403414,True,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,92812530001230,BANCO BTG PACTUAL S/A,03062940001450,486387146.41,1086595295.14,0.0,0.0,247037217.49,486387146.41,0.0,0.0,0.0,0.0,353170931.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,sem documento inventariado
2026-05,33254370000104,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33254370000104,1,2978926368.29,40,Comercial,,Comercial,10,1.0,False,False,False,top_pl,0.0234151410119272,0.0031075320682215934,True,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,92812530001230,POLÍGONO CAPITAL LTDA,32417890001850,3906857686.92,3906857686.92,0.0,0.0,3906857686.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,32,0,cache-only; primário ausente
