Fundo,CNPJ,Item,Percentual a.a.,Mínimo mensal,Fonte,Versão vigente / base documental,Mudanças relevantes,Status curadoria
SB CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL DE CLASSE UNICA FECHADA,23.956.882/0001-69,Administração,curadoria específica ainda não carregada,curadoria específica ainda não carregada,lacuna: CNPJ sem linha curada em data/regulatory_profiles/*structural_costs.csv,—,—,lacuna explícita
SB CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL DE CLASSE UNICA FECHADA,23.956.882/0001-69,Gestão,curadoria específica ainda não carregada,curadoria específica ainda não carregada,lacuna: CNPJ sem linha curada em data/regulatory_profiles/*structural_costs.csv,—,—,lacuna explícita
