fundo,CNPJ,Data regulamento,Critério,Evento,Comparação,Limite,Monitorável IME,Métrica IME,Fonte
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,08/07/2024,Limite de concentração,elegibilidade,<=,20%,nao_monitoravel,—,700476_regulamento_regulamento_700476_2024-07-08.pdf
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,08/07/2024,Limite de concentração,elegibilidade,<=,50%,nao_monitoravel,—,700476_regulamento_regulamento_700476_2024-07-08.pdf
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,08/07/2024,Limite de concentração,elegibilidade,<=,3%,nao_monitoravel,—,693893_regulamento_regulamento_693893_2024-07-08.pdf
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,29/08/2025,Alocação mínima em direitos creditórios,enquadramento,>=,67%,monitoravel,Dir Cred / PL,980343_regulamento_regulamento_980343_2025-08-29.pdf
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,29/08/2025,Alocação mínima em direitos creditórios,enquadramento,>=,50%,monitoravel,Dir Cred / PL,980343_regulamento_regulamento_980343_2025-08-29.pdf
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,29/08/2025,Alocação mínima em direitos creditórios,Alocação mínima em direitos creditórios,—,50%,monitoravel,Dir Cred / PL,980343_regulamento_regulamento_980343_2025-08-29.pdf · ID 980343 · 29/08/2025
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,29/08/2025,Atraso/Inadimplência - evento de avaliação,avaliação,<=,100%,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,980343_regulamento_regulamento_980343_2025-08-29.pdf
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,29/08/2025,Atraso/Inadimplência - evento de avaliação,Atraso/Inadimplência - evento de avaliação,—,100%,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,980343_regulamento_regulamento_980343_2025-08-29.pdf · ID 980343 · 29/08/2025
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,29/08/2025,Critérios de elegibilidade dos direitos creditórios,elegibilidade,texto,—,nao_monitoravel,—,980343_regulamento_regulamento_980343_2025-08-29.pdf
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,29/08/2025,Critérios de elegibilidade dos direitos creditórios,Critérios de elegibilidade dos direitos creditórios,—,Regra textual de elegibilidade dos direitos creditórios; verificar observação e fonte.,nao_monitoravel,—,980343_regulamento_regulamento_980343_2025-08-29.pdf · ID 980343 · 29/08/2025
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,29/08/2025,Cobertura mínima de PDD/provisão,enquadramento,<=,50%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,980343_regulamento_regulamento_980343_2025-08-29.pdf
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,29/08/2025,Hedges/derivativos permitidos,enquadramento,texto,—,parcial,Posições mantidas em derivativos,980343_regulamento_regulamento_980343_2025-08-29.pdf
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,29/08/2025,Hedges/derivativos permitidos,Hedges/derivativos permitidos,—,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,980343_regulamento_regulamento_980343_2025-08-29.pdf · ID 980343 · 29/08/2025
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,29/08/2025,Limite de recompra,enquadramento,<=,100%,monitoravel,Recompras / Crédito ou Recompras / PL,980343_regulamento_regulamento_980343_2025-08-29.pdf
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,29/08/2025,Limite de recompra,enquadramento,>=,75%,monitoravel,Recompras / Crédito ou Recompras / PL,980343_regulamento_regulamento_980343_2025-08-29.pdf
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,29/08/2025,Limite de recompra,Limite de recompra,—,75%,monitoravel,Recompras / Crédito ou Recompras / PL,980343_regulamento_regulamento_980343_2025-08-29.pdf · ID 980343 · 29/08/2025
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,29/08/2025,"Troca de administrador, gestor ou prestador-chave",evento_de_avaliação_ou_liquidação,>=,—,nao_monitoravel,—,980343_regulamento_regulamento_980343_2025-08-29.pdf
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,29/08/2025,"Troca de administrador, gestor ou prestador-chave",evento_de_avaliação_ou_liquidação,texto,—,nao_monitoravel,—,980343_regulamento_regulamento_980343_2025-08-29.pdf
SB CRÉDITO MULTISSETORIAL DE CLASSE,23.956.882/0001-69,17/10/2023,Subordinação mínima,enquadramento,>=,"31,99%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",541284_regulamento_regulamento_541284_2023-10-17.pdf
