rank_pl_fundo,cnpj_fundo_raw,fundo,pl_fundo_reais,pl_fundo_pct_industria_origem,pl_acumulado_pct_origem,cedentes_declarados_fundo,administrador,cnpj_fundo,pl_negativo_flag,cedente_declarado_flag,pl_com_cedente_reais,pl_sem_cedente_reais,pl_total_acumulado_reais,pl_total_acumulado_pct,fundos_com_cedente_acumulado,fundos_sem_cedente_acumulado,pl_com_cedente_acumulado_reais,pl_sem_cedente_acumulado_reais,pl_com_cedente_acumulado_pct_industria,pl_sem_cedente_acumulado_pct_industria,pl_com_cedente_pct_dentro_corte,dentro_corte_recomendado_flag,corte_recomendado_flag,marco_cobertura
3525,42.288.547/0001-84,JGP ESTRUTURADOS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,7984608.63,7.99079158664e-06,0.99794770669,3,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,42288547000184,False,True,7984608.63,0,997175534455.04,0.99794770669,1540,1985,385640252283.43,611535282171.61,0.385938876433,0.612008830257,0.386732565089,False,False,
3526,63.464.230/0001-21,NEO SEED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,7980714.35,7.98689429107e-06,0.997955693584,0,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,63464230000121,False,False,0,7980714.35,997183515169.39,0.997955693584,1540,1986,385640252283.43,611543262885.96,0.385938876433,0.612016817152,0.386729469969,False,False,
3527,54.389.836/0001-59,SERCARD MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,7960617.24,7.96678161868e-06,0.997963660366,1,QORE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,54389836000159,False,True,7960617.24,0,997191475786.63,0.997963660366,1541,1986,385648212900.67,611543262885.96,0.385946843214,0.612016817152,0.386734365731,False,False,
3528,64.190.935/0001-60,ST SEA TURTLE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7953868.49,7.96002764272e-06,0.997971620394,0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,64190935000160,False,False,0,7953868.49,997199429655.12,0.997971620394,1541,1987,385648212900.67,611551216754.45,0.385946843214,0.612024777179,0.386731281058,False,False,
3529,55.331.747/0001-14,QUATTRINI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7927538.83,7.9336775941e-06,0.997979554071,0,PLANNER CORRETORA DE VALORES S.A.,55331747000114,False,False,0,7927538.83,997207357193.95,0.997979554071,1541,1988,385648212900.67,611559144293.28,0.385946843214,0.612032710857,0.386728206645,False,False,
3530,51.869.304/0001-20,LORD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7900397.08,7.90651482664e-06,0.997987460586,3,FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,51869304000120,False,True,7900397.08,0,997215257591.03,0.997987460586,1542,1988,385656113297.75,611559144293.28,0.385954749729,0.612032710857,0.386733065266,False,False,
3531,35.686.610/0001-75,IRONSIDE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃOPADRONIZADOS,7889438.61,7.89554787084e-06,0.997995356134,0,PLANNER CORRETORA DE VALORES S.A.,35686610000175,False,False,0,7889438.61,997223147029.64,0.997995356134,1542,1989,385656113297.75,611567033731.89,0.385954749729,0.612040606405,0.386730005663,False,False,
3532,58.059.847/0001-21,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VOITER CONSIGNADO III - RESPONSABILIDADE LIMITADA,7828090.00,7.83415175497e-06,0.998003190286,0,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,58059847000121,False,False,0,7828090.00,997230975119.64,0.998003190286,1542,1990,385656113297.75,611574861821.89,0.385954749729,0.612048440557,0.386726969899,False,False,
3533,51.137.439/0001-00,FINANCIA GROUP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7809993.72,7.81604146195e-06,0.998011006327,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,51137439000100,False,False,0,7809993.72,997238785113.36,0.998011006327,1542,1991,385656113297.75,611582671815.61,0.385954749729,0.612056256598,0.386723941201,False,False,
3534,55.726.318/0001-46,AGRO REAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FIAGRO,7802220.57,7.80826229273e-06,0.998018814589,2,PLANNER CORRETORA DE VALORES S.A.,55726318000146,False,True,7802220.57,0,997246587333.93,0.998018814589,1543,1991,385663915518.32,611582671815.61,0.385962557991,0.612056256598,0.386728739328,False,False,
3535,42.321.262/0001-06,SAINT-TROPEZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7798485.16,7.80452399018e-06,0.998026619113,3,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,42321262000106,False,True,7798485.16,0,997254385819.09,0.998026619113,1544,1991,385671714003.48,611582671815.61,0.385970362515,0.612056256598,0.386733535082,False,False,
3536,60.675.473/0001-10,AUDIMAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,7779727.48,7.785751785e-06,0.998034404865,2,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,60675473000110,False,True,7779727.48,0,997262165546.57,0.998034404865,1545,1991,385679493730.96,611582671815.61,0.385978148267,0.612056256598,0.386738319226,False,False,
3537,61.176.663/0001-56,SCROLL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7772707.13,7.77872599872e-06,0.998042183591,2,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,61176663000156,False,True,7772707.13,0,997269938253.70,0.998042183591,1546,1991,385687266438.09,611582671815.61,0.385985926993,0.612056256598,0.386743098978,False,False,
3538,64.104.040/0001-66,ASHER FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7751640.80,7.75764335581e-06,0.998049941235,0,SEFER INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,64104040000166,False,False,0,7751640.80,997277689894.50,0.998049941235,1546,1992,385687266438.09,611590423456.41,0.385985926993,0.612064014241,0.386740092901,False,False,
3539,61.917.809/0001-77,SAMPA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,7723069.63,7.72905006146e-06,0.998057670285,0,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,61917809000177,False,False,0,7723069.63,997285412964.13,0.998057670285,1546,1993,385687266438.09,611598146526.04,0.385985926993,0.612071743292,0.38673709795,False,False,
3540,49.878.868/0001-88,AUGE CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADO,7706379.26,7.71234676712e-06,0.998065382631,5,PLANNER CORRETORA DE VALORES S.A.,49878868000188,False,True,7706379.26,0,997293119343.39,0.998065382631,1547,1993,385694972817.35,611598146526.04,0.38599363934,0.612071743292,0.386741836815,False,False,
3541,64.383.142/0001-68,FUNDO DE INVESTIMENTO EM COTAS DE FDOS DE INVEST EM DIREITOS CREDITORIOS INTRA DIGITAL CONSIG SUB JR,7702482.02,7.70844650925e-06,0.998073091078,0,INTRA INVESTIMENTOS DTVM LTDA,64383142000168,False,False,0,7702482.02,997300821825.41,0.998073091078,1547,1994,385694972817.35,611605849008.06,0.38599363934,0.612079451738,0.38673884988,False,False,
3542,43.444.591/0001-07,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OUZE - RESPONSABILIDADE LIMITADA,7661363.89,7.66729653904e-06,0.998080758374,0,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,43444591000107,False,False,0,7661363.89,997308483189.30,0.998080758374,1547,1995,385694972817.35,611613510371.95,0.38599363934,0.612087119035,0.386735878937,False,False,
3543,61.866.286/0001-87,CVPAR OPPORTUNITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,7649613.92,7.65553747034e-06,0.998088413912,0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,61866286000187,False,False,0,7649613.92,997316132803.22,0.998088413912,1547,1996,385694972817.35,611621159985.87,0.38599363934,0.612094774572,0.386732912595,False,False,
3544,54.020.246/0001-54,ROYAL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7628825.79,7.63473324286e-06,0.998096048645,2,QORE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,54020246000154,False,True,7628825.79,0,997323761629.01,0.998096048645,1548,1996,385702601643.14,611621159985.87,0.386001274073,0.612094774572,0.386737603658,False,False,
3545,61.543.748/0001-25,ORIZ JUS CPS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,7606357.30,7.61224735417e-06,0.998103660892,0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,61543748000125,False,False,0,7606357.30,997331367986.31,0.998103660892,1548,1997,385702601643.14,611628766343.17,0.386001274073,0.612102386819,0.386734654122,False,False,
3546,55.411.764/0001-61,OPENSEA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7602162.98,7.60804978626e-06,0.998111268942,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,55411764000161,False,False,0,7602162.98,997338970149.29,0.998111268942,1548,1998,385702601643.14,611636368506.15,0.386001274073,0.612109994869,0.386731706258,False,False,
3547,52.203.615/0001-19,AMETISTA CONSIGNADO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,7565917.92,7.57177665956e-06,0.998118840719,1,QORE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,52203615000119,False,True,7565917.92,0,997346536067.21,0.998118840719,1549,1998,385710167561.06,611636368506.15,0.38600884585,0.612109994869,0.38673635854,False,False,
3548,66.940.344/0001-99,HIGH BRAVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,7563727.32,7.56958436325e-06,0.998126410303,1,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,66940344000199,False,True,7563727.32,0,997354099794.53,0.998126410303,1550,1998,385717731288.38,611636368506.15,0.386016415434,0.612109994869,0.386741009405,False,False,
3549,35.449.141/0001-70,CHIMERA NPL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,7552870.62,7.55871925626e-06,0.998133969023,3,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,35449141000170,False,True,7552870.62,0,997361652665.15,0.998133969023,1551,1998,385725284159.00,611636368506.15,0.386023974153,0.612109994869,0.386745653523,False,False,
3550,58.599.510/0001-07,TRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,7543745.13,7.54958669985e-06,0.998141518609,2,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,58599510000107,False,True,7543745.13,0,997369196410.28,0.998141518609,1552,1998,385732827904.13,611636368506.15,0.38603152374,0.612109994869,0.386750291961,False,False,
3551,54.604.036/0001-03,ABS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7509814.17,7.51562946509e-06,0.998149034239,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,54604036000103,False,False,0,7509814.17,997376706224.45,0.998149034239,1552,1999,385732827904.13,611643878320.32,0.38603152374,0.612117510499,0.386747379899,False,False,
3552,55.752.712/0001-59,ROMA CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7458862.57,7.46463841024e-06,0.998156498877,2,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,55752712000159,False,True,7458862.57,0,997384165087.02,0.998156498877,1553,1999,385740286766.70,611643878320.32,0.386038988378,0.612117510499,0.386751966062,False,False,
3553,56.073.102/0001-91,FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CVPAR I COTA MEZANINO,7457165.83,7.46294035636e-06,0.998163961817,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,56073102000191,False,False,0,7457165.83,997391622252.85,0.998163961817,1553,2000,385740286766.70,611651335486.15,0.386038988378,0.612124973439,0.386749074446,False,False,
3554,37.910.672/0001-44,SANTOFORTE FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS,7437647.54,7.44340695219e-06,0.998171405224,2,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,37910672000144,False,True,7437647.54,0,997399059900.39,0.998171405224,1554,2000,385747724414.24,611651335486.15,0.386046431785,0.612124973439,0.386753647485,False,False,
3555,17.498.332/0001-40,CANADA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,7430586.25,7.43634019421e-06,0.998178841565,6,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,17498332000140,False,True,7430586.25,0,997406490486.64,0.998178841565,1555,2000,385755155000.49,611651335486.15,0.386053868126,0.612124973439,0.386758216113,False,False,
3556,41.820.379/0001-63,SL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,7419185.17,7.42493028568e-06,0.998186266495,1,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,41820379000163,False,True,7419185.17,0,997413909671.81,0.998186266495,1556,2000,385762574185.66,611651335486.15,0.386061293056,0.612124973439,0.386762777664,False,False,
3557,20.649.717/0001-76,ELDORADO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,7418763.49,7.42450827914e-06,0.998193691003,2,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,20649717000176,False,True,7418763.49,0,997421328435.30,0.998193691003,1557,2000,385769992949.15,611651335486.15,0.386068717564,0.612124973439,0.386767338888,False,False,
3558,60.809.123/0001-08,QCX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7384405.43,7.39012361366e-06,0.998201081127,2,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,60809123000108,False,True,7384405.43,0,997428712840.73,0.998201081127,1558,2000,385777377354.58,611651335486.15,0.386076107688,0.612124973439,0.38677187892,False,False,
3559,64.656.289/0001-84,ARV MAISTODOS FIDC RESPONSABILIDADE LIMITADA,7362795.74,7.36849718999e-06,0.998208449624,0,BANCO DAYCOVAL S.A.,64656289000184,False,False,0,7362795.74,997436075636.47,0.998208449624,1558,2001,385777377354.58,611658698281.89,0.386076107688,0.612132341936,0.386769023878,False,False,
3560,62.435.419/0001-23,LUPI DUPLICATAS E RECEBÍVEIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7344142.21,7.34982921546e-06,0.998215799453,1,CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,62435419000123,False,True,7344142.21,0,997443419778.68,0.998215799453,1559,2001,385784721496.79,611658698281.89,0.386083457517,0.612132341936,0.386773539077,False,False,
3561,44.272.660/0001-05,PRECATO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,7335727.71,7.34140819961e-06,0.998223140861,1,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,44272660000105,False,True,7335727.71,0,997450755506.39,0.998223140861,1560,2001,385792057224.50,611658698281.89,0.386090798925,0.612132341936,0.386778049036,False,False,
3562,55.328.569/0001-72,PARATII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,7327136.26,7.33281009674e-06,0.998230473672,0,PLANNER CORRETORA DE VALORES S.A.,55328569000172,False,False,0,7327136.26,997458082642.65,0.998230473672,1560,2002,385792057224.50,611666025418.15,0.386090798925,0.612139674746,0.386775207839,False,False,
3563,37.511.729/0001-32,FUEL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,7237961.01,7.24356579305e-06,0.998237717237,2,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,37511729000132,False,True,7237961.01,0,997465320603.66,0.998237717237,1561,2002,385799295185.51,611666025418.15,0.386098042491,0.612139674746,0.386779657615,False,False,
3564,50.477.529/0001-79,SQUALO FLAGSHIP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,7234928.23,7.24053066459e-06,0.998244957768,1,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",50477529000179,False,True,7234928.23,0,997472555531.89,0.998244957768,1562,2002,385806530113.74,611666025418.15,0.386105283022,0.612139674746,0.386784105461,False,False,
3565,49.466.992/0001-36,MARCA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7206102.70,7.21168281327e-06,0.998252169451,10,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,49466992000136,False,True,7206102.70,0,997479761634.59,0.998252169451,1563,2002,385813736216.44,611666025418.15,0.386112494704,0.612139674746,0.386788535523,False,False,
3566,59.448.501/0001-88,ALCAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,7195163.26,7.20073490221e-06,0.998259370186,1,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,59448501000188,False,True,7195163.26,0,997486956797.85,0.998259370186,1564,2002,385820931379.70,611666025418.15,0.386119695439,0.612139674746,0.386792958795,False,False,
3567,60.602.623/0001-66,CLASSE II DO TUNDRA FIDC DE RESPONSABILIDADE LIMITADA,7191065.37,7.19663383897e-06,0.99826656682,0,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,60602623000166,False,False,0,7191065.37,997494147863.22,0.99826656682,1564,2003,385820931379.70,611673216483.52,0.386119695439,0.61214687138,0.386790170355,False,False,
3568,51.982.989/0001-17,PARAGUAÇU PRECATÓRIOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7189778.28,7.1953457523e-06,0.998273762165,0,PLANNER CORRETORA DE VALORES S.A.,51982989000117,False,False,0,7189778.28,997501337641.50,0.998273762165,1564,2004,385820931379.70,611680406261.80,0.386119695439,0.612154066726,0.386787382453,False,False,
3569,62.082.498/0001-36,CELESTIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,7162196.07,7.16774218375e-06,0.998280929907,1,CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,62082498000136,False,True,7162196.07,0,997508499837.57,0.998280929907,1565,2004,385828093575.77,611680406261.80,0.386126863182,0.612154066726,0.386791785372,False,False,
3570,60.741.989/0001-16,FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAPOLI VESUVIO,7140345.37,7.14587456346e-06,0.998288075782,0,INTRA INVESTIMENTOS DTVM LTDA,60741989000116,False,False,0,7140345.37,997515640182.94,0.998288075782,1565,2005,385828093575.77,611687546607.17,0.386126863182,0.6121612126,0.386789016666,False,False,
3571,53.314.518/0001-66,ÁGATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7120520.84,7.12603468215e-06,0.998295201817,0,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,53314518000166,False,False,0,7120520.84,997522760703.78,0.998295201817,1565,2006,385828093575.77,611694667128.01,0.386126863182,0.612168338635,0.386786255688,False,False,
3572,49.261.110/0001-04,SIMPLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7095852.85,7.10134759026e-06,0.998302303164,3,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,49261110000104,False,True,7095852.85,0,997529856556.63,0.998302303164,1566,2006,385835189428.62,611694667128.01,0.386133964529,0.612168338635,0.386790617737,False,False,
3573,56.034.650/0001-02,TTMR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,7086834.17,7.09232192656e-06,0.998309395486,0,OLIVEIRA TRUST DTVM S.A.,56034650000102,False,False,0,7086834.17,997536943390.80,0.998309395486,1566,2007,385835189428.62,611701753962.18,0.386133964529,0.612175430957,0.386787869848,False,False,
3574,41.163.552/0001-06,BRAVE RAGNAR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7084851.62,7.09033784135e-06,0.998316485824,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,41163552000106,False,False,0,7084851.62,997544028242.42,0.998316485824,1566,2008,385835189428.62,611708838813.80,0.386133964529,0.612182521295,0.386785122766,False,False,
3575,63.915.937/0001-07,GP7 CRÉDITO ESPECIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - REC COMERCIAIS - RESP LIMITADA,7059067.26,7.06453351499e-06,0.998323550358,4,BANCO DAYCOVAL S.A.,63915937000107,False,True,7059067.26,0,997551087309.68,0.998323550358,1567,2008,385842248495.88,611708838813.80,0.386141029063,0.612182521295,0.386789462118,False,False,
3576,50.941.133/0001-30,THP CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,7044991.16,7.05044651503e-06,0.998330600804,1,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,50941133000130,False,True,7044991.16,0,997558132300.84,0.998330600804,1568,2008,385849293487.04,611708838813.80,0.386148079509,0.612182521295,0.386793792756,False,False,
3577,36.359.698/0001-83,U.NIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7010781.48,7.01621034445e-06,0.998337617014,9,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,36359698000183,False,True,7010781.48,0,997565143082.32,0.998337617014,1569,2008,385856304268.52,611708838813.80,0.38615509572,0.612182521295,0.386798102304,False,False,
3578,60.811.152/0001-04,ITAÚNA MULTI TESES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,7003962.69,7.00938627425e-06,0.998344626401,9,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,60811152000104,False,True,7003962.69,0,997572147045.01,0.998344626401,1570,2008,385863308231.21,611708838813.80,0.386162105106,0.612182521295,0.386802407599,False,False,
3579,43.616.659/0001-80,TALÓ 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,7003747.49,7.00917090761e-06,0.998351635572,0,OLIVEIRA TRUST DTVM S.A.,43616659000180,False,False,0,7003747.49,997579150792.50,0.998351635572,1570,2009,385863308231.21,611715842561.29,0.386162105106,0.612189530466,0.386799691959,False,False,
3580,64.029.467/0001-47,ROAD CAPITAL & PRECATUR LEGAL CLAIMS OPPORTUNITIES I FIDC RESPONSABILIDADE LIMITADA,6975706.18,6.98110788356e-06,0.99835861668,0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,64029467000147,False,False,0,6975706.18,997586126498.68,0.99835861668,1570,2010,385863308231.21,611722818267.47,0.386162105106,0.612196511574,0.386796987229,False,False,
3581,59.060.623/0001-00,LUMI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,6967783.68,6.9731792487e-06,0.998365589859,2,BANCO DAYCOVAL S.A.,59060623000100,False,True,6967783.68,0,997593094282.36,0.998365589859,1571,2010,385870276014.89,611722818267.47,0.386169078285,0.612196511574,0.386801270204,False,False,
3582,62.193.694/0001-88,VERA CRUZ III ATIVOS JUDICIAIS PROCESSO DE CONHECIMENTO FIDC RESP LIMITADA,6954245.32,6.95963040514e-06,0.998372549489,0,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,62193694000188,False,False,0,6954245.32,997600048527.68,0.998372549489,1571,2011,385870276014.89,611729772512.79,0.386169078285,0.612203471204,0.386798573822,False,False,
3583,49.959.636/0001-54,LUMINA 1 CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,6945992.19,6.95137088425e-06,0.99837950086,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,49959636000154,False,False,0,6945992.19,997606994519.87,0.99837950086,1571,2012,385870276014.89,611736718504.98,0.386169078285,0.612210422575,0.386795880677,False,False,
3584,62.215.593/0001-60,BPSINV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,6923768.47,6.9291299551e-06,0.99838642999,0,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,62215593000160,False,False,0,6923768.47,997613918288.34,0.99838642999,1571,2013,385870276014.89,611743642273.45,0.386169078285,0.612217351705,0.386793196187,False,False,
3585,36.977.085/0001-00,KITE FINANCE FUNDO DE INVESTIMENTO EM DIREITOS CRÉDITÓRIOS RESPONSABILIDADE LIMITADA,6892019.32,6.89735621985e-06,0.998393327346,3,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,36977085000100,False,True,6892019.32,0,997620810307.66,0.998393327346,1572,2013,385877168034.21,611743642273.45,0.386175975641,0.612217351705,0.386797432499,False,False,
3586,63.697.245/0001-30,NERA TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITAD,6870649.41,6.87596976186e-06,0.998400203316,1,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,63697245000130,False,True,6870649.41,0,997627680957.07,0.998400203316,1573,2013,385884038683.62,611743642273.45,0.386182851611,0.612217351705,0.386801655617,False,False,
3587,48.885.265/0001-40,WONEBANK 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,6868846.31,6.87416526561e-06,0.998407077481,2,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,48885265000140,False,True,6868846.31,0,997634549803.38,0.998407077481,1574,2013,385890907529.93,611743642273.45,0.386189725776,0.612217351705,0.386805877569,False,False,
3588,40.365.928/0001-94,FARM II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,6866419.07,6.87173614606e-06,0.998413949217,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,40365928000194,False,False,0,6866419.07,997641416222.45,0.998413949217,1574,2014,385890907529.93,611750508692.52,0.386189725776,0.612224223441,0.386803215319,False,False,
3589,60.935.683/0001-09,HARBOUR VICTORIA FI EM COTAS DE FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,6866393.79,6.87171084648e-06,0.998420820928,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,60935683000109,False,False,0,6866393.79,997648282616.24,0.998420820928,1574,2015,385890907529.93,611757375086.31,0.386189725776,0.612231095152,0.386800553115,False,False,
