rank_pl_fundo,cnpj_fundo_raw,fundo,pl_fundo_reais,pl_fundo_pct_industria_origem,pl_acumulado_pct_origem,cedentes_declarados_fundo,administrador,cnpj_fundo,pl_negativo_flag,cedente_declarado_flag,pl_com_cedente_reais,pl_sem_cedente_reais,pl_total_acumulado_reais,pl_total_acumulado_pct,fundos_com_cedente_acumulado,fundos_sem_cedente_acumulado,pl_com_cedente_acumulado_reais,pl_sem_cedente_acumulado_reais,pl_com_cedente_acumulado_pct_industria,pl_sem_cedente_acumulado_pct_industria,pl_com_cedente_pct_dentro_corte,dentro_corte_recomendado_flag,corte_recomendado_flag,marco_cobertura
805,55.401.645/0001-28,QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,225010783.20,0.000225185022412,0.814793450923,3,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,55401645000128,False,True,225010783.20,0,814162996164.63,0.814793450923,288,517,303837207428.74,510325788735.89,0.304072486622,0.510720964301,0.373189654725,False,False,
806,26.395.682/0001-72,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS XPCE IV,224728496.36,0.000224902516981,0.81501835344,2,XP INVESTIMENTOS CCTVM S.A.,26395682000172,False,True,224728496.36,0,814387724660.99,0.81501835344,289,517,304061935925.10,510325788735.89,0.304297389139,0.510720964301,0.373362621657,False,False,
807,21.093.180/0001-73,FIPER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,224417220.64,0.000224591000221,0.81524294444,0,OLIVEIRA TRUST DTVM S.A.,21093180000173,False,False,0,224417220.64,814612141881.63,0.81524294444,289,518,304061935925.10,510550205956.53,0.304297389139,0.510945555301,0.373259764116,False,False,
808,43.309.133/0001-57,NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,224125653.94,0.000224299207744,0.815467243648,0,OLIVEIRA TRUST DTVM S.A.,43309133000157,False,False,0,224125653.94,814836267535.57,0.815467243648,289,519,304061935925.10,510774331610.47,0.304297389139,0.511169854509,0.373157096756,False,False,
809,53.110.325/0001-93,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DIRETO RESPONSABILIDADE LIMITADA,224078725.96,0.000224252243425,0.815691495891,0,OLIVEIRA TRUST DTVM S.A.,53110325000193,False,False,0,224078725.96,815060346261.53,0.815691495891,289,520,304061935925.10,510998410336.43,0.304297389139,0.511394106752,0.373054507338,False,False,
810,46.685.622/0001-00,SOLIS SHOR FUNDO DE INVESTIMENTO EM COTAS EM FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,223392823.61,0.00022356580994,0.815915061701,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,46685622000100,False,False,0,223392823.61,815283739085.14,0.815915061701,289,521,304061935925.10,511221803160.04,0.304297389139,0.511617672562,0.372952288079,False,False,
811,62.323.195/0001-68,FIBRA RUBICON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,223298358.63,0.00022347127181,0.816138532973,1,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,62323195000168,False,True,223298358.63,0,815507037443.77,0.816138532973,290,521,304285234283.73,511221803160.04,0.304520860411,0.511617672562,0.373123983378,False,False,
812,46.073.195/0001-09,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO CITI-SYNGENTA RESPONSABILIDADE LIMITADA,222957471.50,0.000223130120711,0.816361663094,1,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,46073195000109,False,True,222957471.50,0,815729994915.27,0.816361663094,291,521,304508191755.23,511221803160.04,0.304743990532,0.511617672562,0.373295322782,False,False,
813,39.616.091/0001-20,TECNOMYL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,221888273.29,0.000222060094557,0.816583723188,1,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,39616091000120,False,True,221888273.29,0,815951883188.56,0.816583723188,292,521,304730080028.52,511221803160.04,0.304966050626,0.511617672562,0.373465747561,False,False,
814,41.096.982/0001-44,7S FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,221623863.24,0.000221795479759,0.816805518668,1,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,41096982000144,False,True,221623863.24,0,816173507051.80,0.816805518668,293,521,304951703891.76,511221803160.04,0.305187846106,0.511617672562,0.373635876755,False,False,
815,63.614.498/0001-00,VENICE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,221095575.37,0.000221266782804,0.817026785451,0,OLIVEIRA TRUST DTVM S.A.,63614498000100,False,False,0,221095575.37,816394602627.17,0.817026785451,293,522,304951703891.76,511442898735.41,0.305187846106,0.511838939345,0.373534688875,False,False,
816,66.732.467/0001-34,JIVE ALM II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA,220962424.24,0.000221133528567,0.817247918979,0,BANCO DAYCOVAL S.A.,66732467000134,False,False,0,220962424.24,816615565051.41,0.817247918979,293,523,304951703891.76,511663861159.65,0.305187846106,0.512060072873,0.373433616677,False,False,
817,39.375.599/0001-83,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRAMONTINA I,220758757.13,0.000220929703746,0.817468848683,4,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,39375599000183,False,True,220758757.13,0,816836323808.54,0.817468848683,294,523,305172462648.89,511663861159.65,0.30540877581,0.512060072873,0.373602952947,False,False,
818,39.769.038/0001-69,PHD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,220380755.93,0.000220551409837,0.817689400093,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,39769038000169,False,False,0,220380755.93,817056704564.47,0.817689400093,294,524,305172462648.89,511884241915.58,0.30540877581,0.512280624283,0.373502182828,False,False,
819,56.072.773/0001-38,GALAPAGOS SEA LION FI EM COTAS DE FI EM DIREITOS CREDITÓRIOS HIGH GRADE INSTITUCIONAL,220181775.37,0.000220352275194,0.817909752368,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,56072773000138,False,False,0,220181775.37,817276886339.84,0.817909752368,294,525,305172462648.89,512104423690.95,0.30540877581,0.512500976558,0.373401557966,False,False,
820,23.426.441/0001-55,MULTIPLIK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,219922398.37,0.000220092697343,0.818129845065,0,PLANNER CORRETORA DE VALORES S.A.,23426441000155,False,False,0,219922398.37,817496808738.21,0.818129845065,294,526,305172462648.89,512324346089.32,0.30540877581,0.512721069256,0.37330110575,False,False,
821,54.422.165/0001-80,ORIZ ALOCAÇÃO CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESP LIMITADA,219697477.30,0.000219867602104,0.818349712668,0,BANCO DAYCOVAL S.A.,54422165000180,False,False,0,219697477.30,817716506215.51,0.818349712668,294,527,305172462648.89,512544043566.62,0.30540877581,0.512940936858,0.373200810219,False,False,
822,64.042.721/0001-47,BTG FUNSES DESCARBONIZAÇÃO ESPÍRITO SANTO FIDC INVESTIMENTO SUSTENTÁVEL RESPONSABILIDADE LIMITADA,219687360.28,0.00021985747725,0.818569570145,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,64042721000147,False,False,0,219687360.28,817936193575.79,0.818569570145,294,528,305172462648.89,512763730926.90,0.30540877581,0.513160794335,0.373100573181,False,False,
823,39.285.627/0001-71,GV LAGUNA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,219321907.98,0.000219491741958,0.818789061887,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,39285627000171,False,False,0,219321907.98,818155515483.77,0.818789061887,294,529,305172462648.89,512983052834.88,0.30540877581,0.513380286077,0.373000556585,False,False,
824,60.405.221/0001-71,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA FLAGSHIP BTO RECEIVABLES,219292171.66,0.000219461982611,0.819008523869,0,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,60405221000171,False,False,0,219292171.66,818374807655.43,0.819008523869,294,530,305172462648.89,513202345006.54,0.30540877581,0.51359974806,0.372900607147,False,False,
825,58.238.773/0001-90,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONRETORNO - RESPONSABILIDADE LIMITADA,218955447.38,0.000219124997586,0.819227648867,0,BANCO DAYCOVAL S.A.,58238773000190,False,False,0,218955447.38,818593763102.81,0.819227648867,294,531,305172462648.89,513421300453.92,0.30540877581,0.513818873057,0.37280086461,False,False,
826,29.957.532/0001-01,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SABIA CREDIT,217786533.51,0.000217955178556,0.819445604046,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,29957532000101,False,False,0,217786533.51,818811549636.32,0.819445604046,294,532,305172462648.89,513639086987.43,0.30540877581,0.514036828236,0.372701707474,False,False,
827,32.302.284/0001-67,SOLIS WAREHOUSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMI,217280481.48,0.00021744873466,0.81966305278,3,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,32302284000167,False,True,217280481.48,0,819028830117.80,0.81966305278,295,532,305389743130.37,513639086987.43,0.305626224544,0.514036828236,0.372868123686,False,False,
828,55.167.862/0001-03,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - PAGBANK MULTIADQUIRÊNCIA - RESPONSABILIDADE LIMITADA,217083099.02,0.000217251199355,0.81988030398,0,OLIVEIRA TRUST DTVM S.A.,55167862000103,False,False,0,217083099.02,819245913216.82,0.81988030398,295,533,305389743130.37,513856170086.45,0.305626224544,0.514254079435,0.372769321401,False,False,
829,55.684.521/0001-05,COMMANDER CRÉDITO 60 FIC DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESP LIMITADA,217057057.79,0.00021722513796,0.820097529117,0,BANCO DAYCOVAL S.A.,55684521000105,False,False,0,217057057.79,819462970274.61,0.820097529117,295,534,305389743130.37,514073227144.24,0.305626224544,0.514471304573,0.372670583307,False,False,
830,48.373.447/0001-32,FUSION 90 HIGH YIELD FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,216650504.75,0.000216818270102,0.820314347388,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,48373447000132,False,False,0,216650504.75,819679620779.36,0.820314347388,295,535,305389743130.37,514289877648.99,0.305626224544,0.514688122843,0.372572082297,False,False,
831,51.765.082/0001-04,CATALISE FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA,215604899.19,0.000215771854867,0.820530119242,0,BANCO DAYCOVAL S.A.,51765082000104,False,False,0,215604899.19,819895225678.55,0.820530119242,295,536,305389743130.37,514505482548.18,0.305626224544,0.514903894698,0.372474108357,False,False,
832,47.425.750/0001-79,CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,215299982.37,0.000215466701932,0.820745585944,2,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,47425750000179,False,True,215299982.37,0,820110525660.92,0.820745585944,296,536,305605043112.74,514505482548.18,0.305841691246,0.514903894698,0.372638849948,False,False,
833,43.076.509/0001-20,CERTO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,215275643.98,0.000215442344696,0.820961028289,1,LASTRO RDV DTVM LTDA,43076509000120,False,True,215275643.98,0,820325801304.90,0.820961028289,297,536,305820318756.72,514505482548.18,0.306057133591,0.514903894698,0.372803486457,False,False,
834,57.437.905/0001-40,BERRINI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,215237731.51,0.000215404402868,0.821176432692,1,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,57437905000140,False,True,215237731.51,0,820541039036.41,0.821176432692,298,536,306035556488.23,514505482548.18,0.306272537994,0.514903894698,0.372968007606,False,False,
835,54.477.887/0001-32,VALORA BYX WAREHOUSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,215011966.08,0.000215178462614,0.821391611155,1,BANCO DAYCOVAL S.A.,54477887000132,False,True,215011966.08,0,820756051002.49,0.821391611155,299,536,306250568454.31,514505482548.18,0.306487716457,0.514903894698,0.373132270034,False,False,
836,49.220.648/0001-62,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALION III CONSIGNADOS - RESPONSABILIDADE LIMITADA,214462260.00,0.000214628330864,0.821606239485,1,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,49220648000162,False,True,214462260.00,0,820970513262.49,0.821606239485,300,536,306465030714.31,514505482548.18,0.306702344787,0.514903894698,0.373296026792,False,False,
837,53.661.754/0001-59,CRÉDITO CONSIGNADO PREFIXADO FI EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,214024823.75,0.000214190555881,0.821820430041,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,53661754000159,False,False,0,214024823.75,821184538086.24,0.821820430041,300,537,306465030714.31,514719507371.93,0.306702344787,0.515118085254,0.373198734877,False,False,
838,15.653.649/0001-89,AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,213808096.02,0.000213973660326,0.822034403702,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,15653649000189,False,False,0,213808096.02,821398346182.26,0.822034403702,300,538,306465030714.31,514933315467.95,0.306702344787,0.515332058914,0.373101592107,False,False,
839,54.252.144/0001-64,J17 FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO - RESPONSABILIDADE LIMITADA,213618399.48,0.000213783816893,0.822248187519,1,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,54252144000164,False,True,213618399.48,0,821611964581.74,0.822248187519,301,538,306678649113.79,514933315467.95,0.306916128604,0.515332058914,0.37326458515,False,False,
840,64.330.030/0001-49,WAREHOUSE SOL AGORA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO FINANCEIRO RESP LIMITADA,213555283.22,0.000213720651758,0.82246190817,1,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,64330030000149,False,True,213555283.22,0,821825519864.96,0.82246190817,302,538,306892204397.01,514933315467.95,0.307129849256,0.515332058914,0.373427445338,False,False,
841,32.156.038/0001-44,SUN CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,213548427.06,0.000213713790289,0.822675621961,4,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,32156038000144,False,True,213548427.06,0,822039068292.02,0.822675621961,303,538,307105752824.07,514933315467.95,0.307343563046,0.515332058914,0.373590215684,False,False,
842,60.127.189/0001-00,PARANÁ FIDC DO SEGMENTO AGRONEGÓCIO - RESPONSABILIDADE LIMITADA,213498748.78,0.00021366407354,0.822889286034,0,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,60127189000100,False,False,0,213498748.78,822252567040.80,0.822889286034,303,539,307105752824.07,515146814216.73,0.307343563046,0.515545722988,0.37349321259,False,False,
843,12.610.459/0001-96,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS GOAL ONE,212964931.68,0.000213129843074,0.823102415877,0,OLIVEIRA TRUST DTVM S.A.,12610459000196,False,False,0,212964931.68,822465531972.48,0.823102415877,303,540,307105752824.07,515359779148.41,0.307343563046,0.515758852831,0.373396502207,False,False,
844,23.711.475/0001-91,MULTINVEST 1940 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,212864381.00,0.000213029214531,0.823315445092,2,BANCO DAYCOVAL S.A.,23711475000191,False,True,212864381.00,0,822678396353.48,0.823315445092,304,540,307318617205.07,515359779148.41,0.307556592261,0.515758852831,0.373558633079,False,False,
845,47.669.200/0001-03,FERT-AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,212788449.80,0.000212953224533,0.823528398316,1,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,47669200000103,False,True,212788449.80,0,822891184803.28,0.823528398316,305,540,307531405654.87,515359779148.41,0.307769545485,0.515758852831,0.373720622282,False,False,
846,53.179.862/0001-90,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA FGTS MT II,212708785.89,0.000212873498935,0.823741271815,3,BANCO DAYCOVAL S.A.,53179862000190,False,True,212708785.89,0,823103893589.17,0.823741271815,306,540,307744114440.76,515359779148.41,0.307982418984,0.515758852831,0.373882467132,False,False,
847,61.373.414/0001-50,G5 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS S.O,212523064.42,0.00021268763365,0.823953959449,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,61373414000150,False,False,0,212523064.42,823316416653.59,0.823953959449,306,541,307744114440.76,515572302212.83,0.307982418984,0.515971540464,0.37378595667,False,False,
848,58.494.418/0001-82,ARKAM I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,212518755.96,0.000212683321853,0.824166642771,1,SEFER INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,58494418000182,False,True,212518755.96,0,823528935409.55,0.824166642771,307,541,307956633196.72,515572302212.83,0.308195102306,0.515971540464,0.373947556613,False,False,
849,54.876.169/0001-39,BARBARESCO 4870 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,212359679.79,0.000212524122501,0.824379166893,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,54876169000139,False,False,0,212359679.79,823741295089.34,0.824379166893,307,542,307956633196.72,515784661892.62,0.308195102306,0.516184064587,0.373851153308,False,False,
850,29.469.886/0001-07,JC DIVERSIFICADO VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS,211704394.60,0.000211868329885,0.824591035223,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,29469886000107,False,False,0,211704394.60,823952999483.94,0.824591035223,307,543,307956633196.72,515996366287.22,0.308195102306,0.516395932917,0.373755096941,False,False,
851,41.514.874/0001-44,FORMES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,211199379.60,0.000211362923822,0.824802398147,0,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,41514874000144,False,False,0,211199379.60,824164198863.54,0.824802398147,307,544,307956633196.72,516207565666.82,0.308195102306,0.516607295841,0.373659318885,False,False,
852,09.363.400/0001-36,MERCANTIL NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS MULTISETORIAL,211002624.21,0.000211166016073,0.825013564163,1,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,09363400000136,False,True,211002624.21,0,824375201487.75,0.825013564163,308,544,308167635820.93,516207565666.82,0.308406268322,0.516607295841,0.373819633663,False,False,
853,27.983.569/0001-70,ENERGY 21 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,210816268.96,0.000210979516517,0.825224543679,0,PLANNER CORRETORA DE VALORES S.A.,27983569000170,False,False,0,210816268.96,824586017756.71,0.825224543679,308,545,308167635820.93,516418381935.78,0.308406268322,0.516818275357,0.373724061753,False,False,
854,55.257.461/0001-36,SELLOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,210746904.77,0.000210910098614,0.825435453778,3,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,55257461000136,False,True,210746904.77,0,824796764661.48,0.825435453778,309,545,308378382725.70,516418381935.78,0.308617178421,0.516818275357,0.373884083859,False,False,
855,51.144.449/0001-64,LBA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,210511168.36,0.000210674179659,0.825646127958,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,51144449000164,False,False,0,210511168.36,825007275829.84,0.825646127958,309,546,308378382725.70,516628893104.14,0.308617178421,0.517028949537,0.373788682549,False,False,
856,66.745.267/0001-16,ARC SPECIAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,210241498.47,0.000210404300948,0.825856532259,0,OLIVEIRA TRUST DTVM S.A.,66745267000116,False,False,0,210241498.47,825217517328.31,0.825856532259,309,547,308378382725.70,516839134602.61,0.308617178421,0.517239353838,0.37369345203,False,False,
857,60.026.073/0001-84,MT II FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADOS DE RESPONSABILIDADE LIMITADA,210106796.59,0.00021026949476,0.826066801753,0,BANCO DAYCOVAL S.A.,60026073000184,False,False,0,210106796.59,825427624124.90,0.826066801753,309,548,308378382725.70,517049241399.20,0.308617178421,0.517449623333,0.37359833099,False,False,
858,62.363.602/0001-60,GUARDIAN FUTURO V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,209541559.77,0.000209703820244,0.826276505574,0,OLIVEIRA TRUST DTVM S.A.,62363602000160,False,False,0,209541559.77,825637165684.67,0.826276505574,309,549,308378382725.70,517258782958.97,0.308617178421,0.517659327153,0.373503514065,False,False,
859,64.447.452/0001-07,JIVEMAUÁ BOSSANOVA SECURITIZADO MASTER II FIDC CRED PRIV RESP LIMITADA,209409610.98,0.000209571769278,0.826486077343,3,BANCO DAYCOVAL S.A.,64447452000107,False,True,209409610.98,0,825846575295.65,0.826486077343,310,549,308587792336.68,517258782958.97,0.30882675019,0.517659327153,0.373662374547,False,False,
860,62.014.120/0001-03,ITAÚ CRÉDITO ESTRUTURADO ALPES III CHAMADA DE CAPITAL FIDC RESPONSABILIDADE LIMITADA,209397046.92,0.000209559195489,0.826695636538,0,INTRAG DTVM LTDA.,62014120000103,False,False,0,209397046.92,826055972342.57,0.826695636538,310,550,308587792336.68,517468180005.89,0.30882675019,0.517868886348,0.373567654818,False,False,
861,52.115.758/0001-79,PRECATO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,208782454.93,0.000208944127584,0.826904580666,0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,52115758000179,False,False,0,208782454.93,826264754797.50,0.826904580666,310,551,308587792336.68,517676962460.82,0.30882675019,0.518077830476,0.373473260895,False,False,
862,20.118.619/0001-02,SG GAINSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,208519688.00,0.000208681157178,0.827113261823,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,20118619000102,False,False,0,208519688.00,826473274485.50,0.827113261823,310,552,308587792336.68,517885482148.82,0.30882675019,0.518286511633,0.373379033374,False,False,
863,39.615.917/0001-36,PCS II CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS,208495781.89,0.000208657232556,0.827321919056,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,39615917000136,False,False,0,208495781.89,826681770267.39,0.827321919056,310,553,308587792336.68,518093977930.71,0.30882675019,0.518495168866,0.373284864183,False,False,
864,46.157.224/0001-02,SOFISA CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,206166722.50,0.000206326369637,0.827528245425,1,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,46157224000102,False,True,206166722.50,0,826887936989.89,0.827528245425,311,553,308793959059.18,518093977930.71,0.30903307656,0.518495168866,0.373441122123,False,False,
865,33.289.359/0001-80,NOVA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,206058388.08,0.000206217951327,0.827734463377,0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,33289359000180,False,False,0,206058388.08,827093995377.97,0.827734463377,311,554,308793959059.18,518300036318.79,0.30903307656,0.518701386817,0.373348084722,False,False,
866,29.494.026/0001-15,MULVI FIDC RESPONSABILIDADE LIMITADA - ARRANJO DE PAGAMENTOS,206005384.41,0.000206164906613,0.827940628283,1,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,29494026000115,False,True,206005384.41,0,827300000762.38,0.827940628283,312,554,308999964443.59,518300036318.79,0.309239241466,0.518701386817,0.373504126869,False,False,
867,45.207.689/0001-68,TESOURARIA 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,206001807.09,0.000206161326523,0.82814678961,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,45207689000168,False,False,0,206001807.09,827506002569.47,0.82814678961,312,555,308999964443.59,518506038125.88,0.309239241466,0.518907548143,0.37341114564,False,False,
868,60.261.869/0001-11,JIVEMAUÁ BOSSANOVA CRÉDITO SECURITIZADO (VAREJO) FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RL,205926088.48,0.00020608554928,0.828352875159,0,XP INVESTIMENTOS CCTVM S.A.,60261869000111,False,False,0,205926088.48,827711928657.95,0.828352875159,312,556,308999964443.59,518711964214.36,0.309239241466,0.519113633693,0.373318244845,False,False,
869,49.089.398/0001-73,BRAVE BWM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,205816995.94,0.000205976372263,0.828558851531,0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,49089398000173,False,False,0,205816995.94,827917745653.89,0.828558851531,312,557,308999964443.59,518917781210.30,0.309239241466,0.519319610065,0.373225439442,False,False,
870,13.842.701/0001-10,NEW TRADE BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,205402109.63,0.000205561164682,0.828764412696,4,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,13842701000110,False,True,205402109.63,0,828123147763.52,0.828764412696,313,557,309205366553.22,518917781210.30,0.309444802631,0.519319610065,0.373380900399,False,False,
871,52.100.879/0001-47,SOTREQ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,205217344.77,0.000205376256747,0.828969788953,0,OLIVEIRA TRUST DTVM S.A.,52100879000147,False,False,0,205217344.77,828328365108.29,0.828969788953,313,558,309205366553.22,519122998555.07,0.309444802631,0.519524986322,0.373288395735,False,False,
872,65.473.122/0001-40,SOL AGORA IV FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,204566279.58,0.000204724687399,0.82917451364,1,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,65473122000140,False,True,204566279.58,0,828532931387.87,0.82917451364,314,558,309409932832.80,519122998555.07,0.309649527319,0.519524986322,0.373443131964,False,False,
