grupo,cnpj,fundo,documentos_inventariados,pdfs_locais_analisaveis,documentos_sem_pdf_local,paginas_pdf_locais,quebra_por_categoria
FIDC Investcred (Credsystem),29.226.654/0001-10,INVESTCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,67,25,42,778,outro: 42; assembleia: 11; regulamento: 10; emissao: 3; evento: 1
