fundo,CNPJ,Data regulamento,Critério,Evento,Comparação,Limite,Monitorável IME,Métrica IME,Fonte
MULTIPLIKE PLUS,42.154.687/0001-60,18/03/2026,Limite de concentração,elegibilidade,<=,"6,00%",nao_monitoravel,—,1140137_regulamento_regulamento_1140137_2026-03-18.pdf
MULTIPLIKE PLUS,42.154.687/0001-60,18/03/2026,Limite de concentração,elegibilidade,<=,50%,nao_monitoravel,—,1140137_regulamento_regulamento_1140137_2026-03-18.pdf
MULTIPLIKE PLUS,42.154.687/0001-60,18/03/2026,Limite de concentração,elegibilidade,>=,20%,nao_monitoravel,—,1140137_regulamento_regulamento_1140137_2026-03-18.pdf
MULTIPLIKE PLUS,42.154.687/0001-60,18/03/2026,Limite de concentração,Limite de concentração,—,"6,00%",nao_monitoravel,—,1140137_regulamento_regulamento_1140137_2026-03-18.pdf · ID 1140137 · 18/03/2026
MULTIPLIKE PLUS,42.154.687/0001-60,18/03/2026,Alocação mínima em direitos creditórios,enquadramento,>=,50%,monitoravel,Dir Cred / PL,1140137_regulamento_regulamento_1140137_2026-03-18.pdf
MULTIPLIKE PLUS,42.154.687/0001-60,18/03/2026,Alocação mínima em direitos creditórios,enquadramento,>=,100%,monitoravel,Dir Cred / PL,1140137_regulamento_regulamento_1140137_2026-03-18.pdf
MULTIPLIKE PLUS,42.154.687/0001-60,18/03/2026,Alocação mínima em direitos creditórios,Alocação mínima em direitos creditórios,—,100%,monitoravel,Dir Cred / PL,1140137_regulamento_regulamento_1140137_2026-03-18.pdf · ID 1140137 · 18/03/2026
MULTIPLIKE PLUS,42.154.687/0001-60,18/03/2026,Critérios de elegibilidade dos direitos creditórios,elegibilidade,texto,—,nao_monitoravel,—,1140137_regulamento_regulamento_1140137_2026-03-18.pdf
MULTIPLIKE PLUS,42.154.687/0001-60,18/03/2026,Reserva ou caixa mínimo,enquadramento,>=,20%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,1140137_regulamento_regulamento_1140137_2026-03-18.pdf
MULTIPLIKE PLUS,42.154.687/0001-60,18/03/2026,Reserva ou caixa mínimo,Reserva ou caixa mínimo,—,20%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,1140137_regulamento_regulamento_1140137_2026-03-18.pdf · ID 1140137 · 18/03/2026
MULTIPLIKE PLUS,42.154.687/0001-60,18/03/2026,Hedges/derivativos permitidos,enquadramento,texto,20%,parcial,Posições mantidas em derivativos,1140137_regulamento_regulamento_1140137_2026-03-18.pdf
MULTIPLIKE PLUS,42.154.687/0001-60,18/03/2026,Limite de recompra,enquadramento,>=,20%,monitoravel,Recompras / Crédito ou Recompras / PL,1140137_regulamento_regulamento_1140137_2026-03-18.pdf
MULTIPLIKE PLUS,42.154.687/0001-60,18/03/2026,Limite de recompra,enquadramento,<=,80%,monitoravel,Recompras / Crédito ou Recompras / PL,1140137_regulamento_regulamento_1140137_2026-03-18.pdf
MULTIPLIKE PLUS,42.154.687/0001-60,18/03/2026,Limite de recompra,enquadramento,<=,6%,monitoravel,Recompras / Crédito ou Recompras / PL,1140137_regulamento_regulamento_1140137_2026-03-18.pdf
MULTIPLIKE PLUS,42.154.687/0001-60,18/03/2026,Limite de recompra,Limite de recompra,—,80%,monitoravel,Recompras / Crédito ou Recompras / PL,1140137_regulamento_regulamento_1140137_2026-03-18.pdf · ID 1140137 · 18/03/2026
MULTIPLIKE PLUS,42.154.687/0001-60,18/03/2026,Limite de recompra,Limite de recompra,—,6%,monitoravel,Recompras / Crédito ou Recompras / PL,1140137_regulamento_regulamento_1140137_2026-03-18.pdf · ID 1140137 · 18/03/2026
MULTIPLIKE PLUS,42.154.687/0001-60,18/03/2026,"Troca de administrador, gestor ou prestador-chave",evento_de_avaliação_ou_liquidação,texto,—,nao_monitoravel,—,1140137_regulamento_regulamento_1140137_2026-03-18.pdf
MULTIPLIKE PLUS,42.154.687/0001-60,18/03/2026,Subordinação mínima,enquadramento,>=,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1140137_regulamento_regulamento_1140137_2026-03-18.pdf
MULTIPLIKE PLUS,42.154.687/0001-60,18/03/2026,Subordinação mínima,Subordinação mínima,—,40%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1140137_regulamento_regulamento_1140137_2026-03-18.pdf · ID 1140137 · 18/03/2026
