role,participant,pl_brl_current,pl_bi,share_current,share_pct,funds_current,rank_pl,rank_fundos,competencia_current
administrador,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,2345324337.75,2.34532433775,0.0024467783885374,0.24467783885373998,63.0,34,18,2026-05
administrador,AZUMI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,2082665554.33,2.08266555433,0.0021727575102787,0.21727575102787,95.0,35,12,2026-05
administrador,CAIXA ECONOMICA FEDERAL,1865099983.25,1.86509998325,0.001945780486743,0.1945780486743,4.0,36,40,2026-05
administrador,FINVEST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,1047476681.53,1.04747668153,0.0010927884325471,0.10927884325471,33.0,37,28,2026-05
administrador,INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,958433386.06,0.95843338606,0.0009998933017998,0.09998933017997999,8.0,38,38,2026-05
administrador,INTEGRAL ACCESS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,889201023.08,0.88920102308,0.0009276660849495,0.09276660849495,4.0,39,40,2026-05
administrador,WNT CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,686294323.12,0.68629432312,0.0007159820460469,0.07159820460469,21.0,40,31,2026-05
administrador,BR-CAPITAL DTVM S.A,640384800.38,0.64038480038,0.000668086568965,0.06680865689650001,1.0,41,48,2026-05
administrador,LASTRO RDV DTVM LTDA,639716187.72,0.63971618772,0.0006673890334555,0.06673890334555,8.0,42,38,2026-05
administrador,SANTANDER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,507114261.73,0.5071142617300001,0.0005290510127526,0.05290510127526,1.0,43,48,2026-05
administrador,INTRA INVESTIMENTOS DTVM LTDA,444284369.98,0.44428436998000004,0.0004635032252617,0.04635032252617,26.0,44,29,2026-05
administrador,BARU DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,344831175.65000004,0.34483117565000004,0.0003597478842025,0.03597478842025,10.0,45,37,2026-05
administrador,LIONS TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,182357206.23,0.18235720622999999,0.0001902456150801,0.019024561508009998,4.0,46,40,2026-05
administrador,ATIVA INVESTIMENTOS S.A. C.T.C.V,98331024.34,0.09833102434,0.0001025846282346,0.01025846282346,4.0,47,40,2026-05
administrador,BANCO BNP PARIBAS BRASIL S/A,78056259.53,0.07805625953,8.143281755703595e-05,0.008143281755703596,1.0,48,48,2026-05
administrador,DILLON S/A DTVM,67371559.23,0.06737155923,7.028591844323585e-05,0.007028591844323585,2.0,49,47,2026-05
administrador,BFL ADMINISTRACAO DE RECURSOS LTDA,38424092.17,0.03842409217,4.0086241722507294e-05,0.00400862417225073,1.0,50,48,2026-05
administrador,MERITO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,15993991.42,0.01599399142,1.66858595730312e-05,0.00166858595730312,3.0,51,45,2026-05
administrador,HEDGE INVESTMENTS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,0.0,0.0,0.0,0.0,0.0,52,52,2026-05
administrador,SICOOB DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,0.0,0.0,0.0,0.0,0.0,52,52,2026-05
gestor,OLIVEIRA TRUST,75780956243.46,75.78095624346001,0.0790590891906578,7.905908919065779,50.0,1,14,2026-05
gestor,BTG PACTUAL,67963846941.08,67.96384694108,0.0709038273387948,7.09038273387948,77.0,2,6,2026-05
gestor,GRUPO BB,60892601463.94,60.892601463940004,0.0635266938928904,6.35266938928904,2.0,3,268,2026-05
gestor,GRUPO BRADESCO/BEM,40699594025.93,40.69959402593,0.042460177247991,4.2460177247991,31.0,4,33,2026-05
gestor,REAG/CBSF,39835855796.98,39.835855796980006,0.0415590754268348,4.1559075426834795,60.0,5,8,2026-05
gestor,SOLIS INVESTIMENTOS S A,27173703227.65,27.17370322765,0.0283491834045133,2.8349183404513303,112.0,6,2,2026-05
gestor,GRUPO GENIAL,26996453150.27,26.99645315027,0.028164265842486,2.8164265842486,48.0,7,16,2026-05
gestor,TERCON INVESTIMENTOS S.A,23959513209.65,23.95951320965,0.0249959539402082,2.49959539402082,230.0,8,1,2026-05
gestor,ITAU/INTRAG,19401175472.15,19.40117547215,0.0202404316082865,2.02404316082865,27.0,9,41,2026-05
gestor,VALORA RENDA FIXA LTDA,15149985484.47,15.14998548447,0.0158053436249328,1.58053436249328,24.0,10,46,2026-05
gestor,INTEGRAL INVESTIMENTOS LTDA,14101509780.25,14.10150978025,0.0147115129539676,1.47115129539676,20.0,11,51,2026-05
gestor,VERT GESTORA DE RECURSOS FINANCEIROS LTDA,14022094094.43,14.02209409443,0.014628661904052,1.4628661904051998,45.0,12,17,2026-05
gestor,KANASTRA ADMINISTRACAO DE RECURSOS LTDA,13541465222.99,13.54146522299,0.014127241986722,1.4127241986722,42.0,13,18,2026-05
gestor,ARTESANAL INVESTIMENTOS LTDA,13439992082.76,13.43999208276,0.014021379320934,1.4021379320934,29.0,14,38,2026-05
gestor,PETRA CAPITAL GESTAO DE INVESTIMENTOS LTDA,13244109811.87,13.24410981187,0.0138170235738858,1.38170235738858,56.0,15,10,2026-05
gestor,POLIGONO CAPITAL LTDA,13202342508.58,13.20234250858,0.0137734495004015,1.37734495004015,54.0,16,12,2026-05
gestor,OURO PRETO GESTAO DE RECURSOS S.A,12239021209.8,12.239021209799999,0.0127684568445312,1.27684568445312,100.0,17,4,2026-05
gestor,ANGA ADMINISTRACAO DE RECURSOS LTDA,12167667058.45,12.16766705845,0.0126940160549801,1.26940160549801,40.0,18,22,2026-05
gestor,JUS CAPITAL GESTAO DE RECURSOS LTDA,12120870728.0,12.120870728,0.0126451954086563,1.26451954086563,35.0,19,24,2026-05
gestor,M8 PARTNERS GESTORA DE RECURSOS LTDA,11847668162.81,11.847668162809999,0.0123601746456682,1.2360174645668198,56.0,20,10,2026-05
gestor,MULTIPLICA CAPITAL ASSET MANAGEMENT LTDA,10531123421.18,10.53112342118,0.0109866788056629,1.0986678805662902,53.0,21,13,2026-05
gestor,DAYCOVAL ASSET MANAGEMENT ADMINISTRACAO DE RECURSOS LTDA,9976146018.78,9.976146018780002,0.0104076941882852,1.04076941882852,35.0,22,24,2026-05
gestor,REDASSET GESTAO DE RECURSOS LTDA,9899202766.78,9.89920276678,0.0103274225247429,1.03274225247429,9.0,23,110,2026-05
gestor,CATALISE INVESTIMENTOS LTDA,9441582390.22,9.441582390219999,0.0098500064038683,0.98500064038683,105.0,24,3,2026-05
gestor,XP VISTA ASSET MANAGEMENT LTDA,8906587475.48,8.90658747548,0.0092918686766919,0.92918686766919,41.0,25,20,2026-05
gestor,SMART AGRO INVESTIMENTOS LTDA,8737524820.86,8.737524820860001,0.0091154927089953,0.91154927089953,11.0,26,89,2026-05
gestor,JIVE HIGH YIELD GESTAO DE RECURSOS LTDA,8488837244.08,8.488837244079999,0.0088560474038966,0.8856047403896601,18.0,27,55,2026-05
gestor,JIVE INVESTMENTS GESTAO DE RECURSOS E CONSULTORIA S.A,8342318387.36,8.342318387359999,0.0087031904338113,0.8703190433811301,30.0,28,36,2026-05
gestor,ORRAM GESTAO DE RECURSOS LTDA,8296290647.650001,8.29629064765,0.0086551716259292,0.8655171625929201,33.0,29,30,2026-05
gestor,XP INVESTIMENTOS CCTVM S.A,8010271568.71,8.01027156871,0.0083567799323815,0.83567799323815,3.0,30,224,2026-05
gestor,VERSAL FINANCE GESTAO DE RECURSOS LTDA,6970488538.29,6.97048853829,0.0072720179629388,0.72720179629388,13.0,31,76,2026-05
gestor,ASA ASSET MANAGEMENT LTDA,6629398944.54,6.62939894454,0.006916173514003,0.6916173514003,9.0,32,110,2026-05
gestor,G5 ADMINISTRADORA DE RECURSOS LTDA,6091476108.18,6.09147610818,0.0063549812091599,0.63549812091599,42.0,33,18,2026-05
gestor,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,5991042215.77,5.99104221577,0.0062502027469788,0.62502027469788,10.0,34,100,2026-05
gestor,GV ATACAMA CAPITAL LTDA,5826917986.14,5.826917986140001,0.0060789788306827,0.60789788306827,31.0,35,33,2026-05
gestor,RIZA SECURITIZACAO E CARTEIRAS GESTORA DE RECURSOS LTD,5693795604.17,5.69379560417,0.0059400978401126,0.59400978401126,18.0,36,55,2026-05
gestor,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,5278360276.42,5.27836027642,0.0055066916090799,0.55066916090799,17.0,37,59,2026-05
gestor,VALORA RENDA FIXA ESTRUTURADOS LTDA,5226986126.54,5.22698612654,0.0054530951159925,0.54530951159925,34.0,38,29,2026-05
gestor,REDWOOD ADMINISTRACAO DE RECURSOS LTDA,5179762464.7,5.1797624647,0.0054038286527755,0.54038286527755,83.0,39,5,2026-05
gestor,BLESS CAPITAL GESTORA DE RECURSOS LTDA,5100122724.62,5.10012272462,0.0053207438564597,0.53207438564597,76.0,40,7,2026-05
gestor,QI TECH + SINGULARE,4911885951.61,4.9118859516099995,0.0051243643362733,0.51243643362733,17.0,41,59,2026-05
gestor,VCM GESTAO DE CAPITAL LTDA,4846510824.46,4.84651082446,0.0050561612115779,0.50561612115779,24.0,42,46,2026-05
gestor,BRAVE GESTORA DE RECURSOS LTDA,4376372204.889999,4.376372204889999,0.0045656853334807,0.45656853334807,27.0,43,41,2026-05
gestor,LASS CAPITAL GESTAO DE RECURSOS LTDA,4346824803.35,4.3468248033500005,0.0045348597703116,0.45348597703115995,13.0,44,76,2026-05
gestor,PORTOFINO GESTAO DE RECURSOS LTDA,4344457175.13,4.3444571751300005,0.0045323897232193,0.45323897232193,11.0,45,89,2026-05
gestor,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPACOES LTDA,4285819588.64,4.28581958864,0.0044712155917483,0.44712155917483004,35.0,46,24,2026-05
gestor,NOVA OCCAM BRASIL GESTAO DE RECURSOS LTDA,4189743621.41,4.18974362141,0.0043709835698943,0.43709835698943,6.0,47,153,2026-05
gestor,ACURA GESTORA DE RECURSOS LTDA,4044196054.04,4.04419605404,0.0042191399051981,0.42191399051981,14.0,48,71,2026-05
gestor,ECO GESTAO DE ATIVOS LTDA,3979050191.58,3.97905019158,0.0041511759627258,0.41511759627258,9.0,49,110,2026-05
gestor,GESTORA DE RECURSOS ID - GRID LTDA,3965921746.0,3.965921746,0.0041374796067876,0.41374796067875996,57.0,50,9,2026-05
gestor,CARMEL GESTORA DE ATIVOS LTDA,3804172311.07,3.8041723110700003,0.0039687332140714,0.39687332140714,26.0,51,43,2026-05
gestor,SUESTE CAPITAL GESTAO DE RECURSOS LTDA,3779427818.62,3.77942781862,0.0039429183242553,0.39429183242553,17.0,52,59,2026-05
gestor,INVISTA GESTORA DE RECURSOS LTDA,3731463508.86,3.73146350886,0.0038928791741672,0.38928791741672,4.0,53,182,2026-05
gestor,SECURITY ADM. DE RECURSOS LTDA,3715379541.24,3.71537954124,0.0038760994462033,0.38760994462033,2.0,54,268,2026-05
gestor,QUADRA GESTAO DE RECURSOS S.A,3605249422.74,3.6052494227399996,0.0037612053185402,0.37612053185402,23.0,55,49,2026-05
gestor,MILENIO CAPITAL GESTAO DE INVESTIMENTOS LTDA,3491652328.89,3.49165232889,0.0036426942410918,0.36426942410918,35.0,56,24,2026-05
gestor,INTRA ASSET MANAGEMENT LTDA,3407402160.44,3.40740216044,0.0035547995784747,0.35547995784747,10.0,57,100,2026-05
gestor,ARTESANAL FINANCEIRO LTDA,3402898699.1,3.4028986991,0.0035501013063837,0.35501013063837,10.0,58,100,2026-05
gestor,H2 KAPITAL S.A,3378653739.42,3.3786537394200002,0.0035248075581285,0.35248075581285,16.0,59,65,2026-05
gestor,MULTIPLIKE GESTAO DE RECURSOS LTDA,3301105102.87,3.30110510287,0.0034439043223086,0.34439043223086,2.0,60,268,2026-05
gestor,BANK OF AMERICA MERRILL LYNCH BANCO MULTIPLO S.A,3167591673.65,3.16759167365,0.0033046153685648,0.33046153685648,2.0,61,268,2026-05
gestor,MORE INVEST GESTORA DE RECURSOS LTDA,3167290809.96,3.16729080996,0.003304301490112,0.3304301490112,4.0,62,182,2026-05
gestor,NEBRASKA CAPITAL GESTAO DE RECURSOS LTDA,3165139500.64,3.16513950064,0.0033020571194437,0.33020571194437,5.0,63,169,2026-05
gestor,GUARDIAN CREDITO LTDA,3108489509.54,3.10848950954,0.003242956562773,0.3242956562773,14.0,64,71,2026-05
gestor,VINCI GESTORA DE RECURSOS LTDA,3100971795.0,3.100971795,0.0032351136469035,0.32351136469034997,13.0,65,76,2026-05
gestor,NORTH SEA GESTORA DE RECURSOS LTDA,2967850847.67,2.9678508476700003,0.0030962341530331,0.30962341530331,7.0,66,141,2026-05
gestor,EMERALD GESTAO DE INVESTIMENTOS SOCIEDADE UNIPESSOAL LIMITADA,2956263542.31,2.95626354231,0.0030841456039655,0.30841456039655,4.0,67,182,2026-05
gestor,PHRONESIS INVESTIMENTOS LTDA,2818319335.09,2.81831933509,0.002940234205607,0.2940234205607,3.0,68,224,2026-05
gestor,NOVA S.R.M. ADMINISTRACAO DE RECURSOS E FINANCAS S/A,2746384695.22,2.7463846952199997,0.0028651878167609,0.28651878167609,9.0,69,110,2026-05
gestor,BLUE SOLUTIONS ASSET MANAGEMENT LTDA,2675134405.31,2.67513440531,0.0027908553814884,0.27908553814884,16.0,70,65,2026-05
gestor,ARTESANAL MCMS LTDA,2656203376.84,2.65620337684,0.0027711054345034,0.27711054345034003,12.0,71,81,2026-05
gestor,REGIA CAPITAL LTDA,2585230919.89,2.58523091989,0.0026970628506903,0.26970628506903,8.0,72,125,2026-05
gestor,APEX GROUP INVESTIMENTOS LTDA,2532101392.72,2.53210139272,0.0026416350461942,0.26416350461942,1.0,73,330,2026-05
gestor,VINCI SPS GESTAO DE RECURSOS LTDA,2493142902.39,2.49314290239,0.0026009912893137,0.26009912893137,9.0,74,110,2026-05
gestor,EUQUEROINVESTIR GESTAO DE RECURSOS LTDA,2471267501.22,2.47126750122,0.0025781696019412,0.25781696019412,28.0,75,39,2026-05
gestor,FARMTECH GESTAO DE RECURSOS LTDA,2444047404.45,2.44404740445,0.0025497720181022,0.25497720181022,12.0,76,81,2026-05
gestor,EUROVEST ASSET MANAGEMENT LTDA,2167261890.4700003,2.1672618904700003,0.0022610133151093,0.22610133151092998,2.0,77,268,2026-05
gestor,BURITI INVESTIMENTOS GESTORA DE RECURSOS LTDA,2144323058.74,2.14432305874,0.0022370821952928,0.22370821952928002,41.0,78,20,2026-05
gestor,LETO ASSET MANAGEMENT LTDA,2128731158.31,2.12873115831,0.0022208158203636,0.22208158203636,12.0,79,81,2026-05
gestor,AUGME CAPITAL GESTAO DE RECURSOS LTDA,2121053106.83,2.12105310683,0.002212805631698,0.2212805631698,26.0,80,43,2026-05
gestor,IORQ GESTAO DE RECURSOS LTDA,2111506564.6,2.1115065646,0.0022028461251012,0.22028461251012,17.0,81,59,2026-05
gestor,EB CAPITAL CREDITO PRIVADO LTDA,2084491053.34,2.08449105334,0.0021746619767332,0.21746619767332,1.0,82,330,2026-05
gestor,TIVIO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,2067324375.5,2.0673243755,0.0021567527026657,0.21567527026657,9.0,83,110,2026-05
gestor,PRAVALER S/A,2054916276.52,2.05491627652,0.002143807854084,0.2143807854084,4.0,84,182,2026-05
gestor,LATACHE GESTAO DE RECURSOS LTDA,2051804645.93,2.05180464593,0.0021405616205639,0.21405616205639003,11.0,85,89,2026-05
gestor,KINEA INVESTIMENTOS LTDA,1978199653.56,1.97819965356,0.0020637726231018,0.20637726231018,4.0,86,182,2026-05
gestor,MAM ASSET MANAGEMENT GESTORA DE RECURSOS LTDA,1945034361.84,1.94503436184,0.0020291726670428,0.20291726670428,4.0,87,182,2026-05
gestor,OPEA GESTORA DE RECURSOS LTDA,1896183868.05,1.89618386805,0.001978208998372,0.1978208998372,10.0,88,100,2026-05
gestor,PRISMA CAPITAL LTDA,1877456387.2,1.8774563872,0.0019586714040709,0.19586714040709,6.0,89,153,2026-05
gestor,RENOVA GESTORA DE RECURSOS LTDA,1821071976.43,1.82107197643,0.0018998479162053,0.18998479162053,18.0,90,55,2026-05
gestor,LIBERTAS ASSET S/A,1810355504.31,1.81035550431,0.001888667870886,0.1888667870886,35.0,91,24,2026-05
gestor,KUMB INVEST S.A,1800662464.82,1.80066246482,0.00187855552985,0.187855552985,3.0,92,224,2026-05
gestor,TRIUS CAPITAL GESTAO DE INVESTIMENTOS E CONSULTORIA LTDA,1782546719.98,1.78254671998,0.0018596561340379,0.18596561340379,5.0,93,169,2026-05
gestor,BERKANA INVESTIMENTOS E GESTAO DE RECURSOS LTDA,1772099509.24,1.77209950924,0.0018487569978086,0.18487569978086002,6.0,94,153,2026-05
gestor,PRISMA CLAIMS LTDA,1771616873.73,1.77161687373,0.0018482534844495,0.18482534844495,11.0,95,89,2026-05
gestor,KP GESTAO DE RECURSOS LTDA,1750563413.75,1.75056341375,0.0018262892938027,0.18262892938027,11.0,96,89,2026-05
gestor,PATRIMONIAL GESTAO DE RECURSOS LTDA,1727950607.47,1.72795060747,0.0018026983026466,0.18026983026466,14.0,97,71,2026-05
gestor,ARTESANAL AGRO LTDA,1717452403.4599998,1.7174524034599998,0.0017917459672801,0.17917459672801,6.0,98,153,2026-05
gestor,KOBOLD GESTORA DE FUNDOS LTDA,1705586513.38,1.7055865133800001,0.0017793667824735,0.17793667824735,4.0,99,182,2026-05
gestor,VERDE ASSET MANAGEMENT S.A,1697983196.05,1.69798319605,0.0017714345608081,0.17714345608081,6.0,100,153,2026-05
gestor,CULTINVEST ASSET MANAGEMENT LTDA,1654041358.87,1.6540413588699998,0.001725591887437,0.1725591887437,10.0,101,100,2026-05
gestor,MENESTYS GESTORA DE RECURSOS LTDA,1653818133.23,1.65381813323,0.0017253590055013,0.17253590055013002,31.0,102,33,2026-05
gestor,HARBOUR CAPITAL ADMINISTRADORA DE CARTEIRAS DE VALORES MOBILIARIOS LTDA,1633276490.35,1.6332764903499999,0.0017039287721409,0.17039287721409,38.0,103,23,2026-05
gestor,STRATA CAPITAL GESTAO DE RECURSOS LTDA,1586867338.92,1.58686733892,0.0016555120534289,0.16555120534289,33.0,104,30,2026-05
gestor,B.OND CAPITAL LTDA,1552167256.28,1.55216725628,0.0016193109144574,0.16193109144574,3.0,105,224,2026-05
gestor,WNT GESTORA DE RECURSOS LTDA,1436306710.37,1.4363067103699998,0.0014984384725295,0.14984384725295,30.0,106,36,2026-05
gestor,ARTESANAL IMOBILIARIO LTDA,1418933308.87,1.4189333088699998,0.001480313532349,0.1480313532349,2.0,107,268,2026-05
gestor,ALGARVE CAPITAL GESTAO DE RECURSOS LTDA,1375840875.33,1.37584087533,0.0014353570061245,0.14353570061245,20.0,108,51,2026-05
gestor,SOSU CAPITAL GESTAO DE INVESTIMENTOS LTDA,1364512755.78,1.3645127557799999,0.0014235388547279,0.14235388547279001,21.0,109,50,2026-05
gestor,ORIZ ASSET MANAGEMENT LTDA,1361091743.66,1.36109174366,0.0014199698564501,0.14199698564500998,17.0,110,59,2026-05
gestor,APUAMA CAPITAL GESTORA DE RECURSOS LTDA,1348286855.76,1.34828685576,0.0014066110546516,0.14066110546516,19.0,111,53,2026-05
gestor,GUARDIAN GESTORA LTDA,1323494814.42,1.32349481442,0.0013807465590754,0.13807465590754,12.0,112,81,2026-05
gestor,SUNO GESTORA DE RECURSOS LTDA,1319568873.5,1.3195688735,0.0013766507897854,0.13766507897854,5.0,113,169,2026-05
gestor,SRM EMPIRICA GESTAO DE CREDITO LTDA,1316352831.09,1.31635283109,0.0013732956277983,0.13732956277983,28.0,114,39,2026-05
gestor,LUMINA CAPITAL MANAGEMENT LTDA,1261017580.62,1.26101758062,0.0013155666848137,0.13155666848137001,9.0,115,110,2026-05
gestor,PATRIA INVESTIMENTOS LTDA,1233033077.7,1.2330330777,0.0012863716281401,0.12863716281401,6.0,116,153,2026-05
gestor,CONTEA CAPITAL GESTAO DE RECURSOS LTDA,1228876795.4,1.2288767954000002,0.0012820355533616,0.12820355533615999,18.0,117,55,2026-05
gestor,ROOT CAPITAL - GESTAO DE RECURSOS LTDA,1224550257.52,1.22455025752,0.0012775218580864,0.12775218580864,15.0,118,68,2026-05
gestor,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,1205729272.87,1.20572927287,0.0012578867151975,0.12578867151974998,4.0,119,182,2026-05
gestor,BRZ GESTAO DE RECURSOS LTDA,1201573026.1599998,1.20157302616,0.0012535506775486,0.12535506775486002,11.0,120,89,2026-05
gestor,CVPAR INVESTIMENTOS LTDA,1172066586.8,1.1720665868,0.0012227678485016,0.12227678485016,11.0,121,89,2026-05
gestor,GOLDEN ASSET GESTORA DE RECURSOS LTDA,1152703953.63,1.15270395363,0.0012025676264585,0.12025676264585,4.0,122,182,2026-05
gestor,TAG INVESTIMENTOS LTDA,1144391244.47,1.14439124447,0.0011938953260882,0.11938953260882,15.0,123,68,2026-05
gestor,ARC CAPITAL LTDA,1144069583.44,1.14406958344,0.0011935597506439,0.11935597506439,8.0,124,125,2026-05
gestor,PLURAL INVESTIMENTOS GESTAO DE RECURSOS LTDA,1130214063.42,1.13021406342,0.0011791048684763,0.11791048684763,14.0,125,71,2026-05
gestor,CAIXA ECONOMICA FEDERAL,1129073722.6,1.1290737225999998,0.001177915198788,0.1177915198788,2.0,126,268,2026-05
gestor,PIER GESTAO DE RECURSOS FINANCEIROS LTDA,1078065040.9,1.0780650409,0.0011246999833048,0.11246999833048,4.0,127,182,2026-05
gestor,ASAROCK ASSET MANAGEMENT LTDA,1077942894.2,1.0779428942,0.0011245725527823,0.11245725527823001,10.0,128,100,2026-05
gestor,V8 CAPITAL GESTAO DE INVESTIMENTOS LTDA,1076065967.19,1.0760659671900001,0.0011226144336552,0.11226144336551999,7.0,129,141,2026-05
gestor,YARDS ASSET GESTORA DE RECURSOS LTDA,1047986060.57,1.04798606057,0.0010933198463079,0.10933198463079,4.0,130,182,2026-05
gestor,BBS ASSET MANAGEMENT - ADMINISTRADORA DE RECURSOS LTDA,1046386092.82,1.04638609282,0.0010916506671458,0.10916506671458,10.0,131,100,2026-05
