role,participant,pl_brl_current,pl_dated_brl_current,vehicles_current,funds_current,share_current,dated_coverage_current,rank_current,pl_brl_previous,pl_dated_brl_previous,vehicles_previous,funds_previous,share_previous,dated_coverage_previous,rank_previous,delta_pl_brl,delta_share_pp,delta_rank,competencia_current,competencia_previous,history_quality
gestor,TIVIO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,2067324375.5,2067324375.5,9.0,9.0,0.0021567527026657,1.0,83.0,1568059512.16,0.0,5.0,5.0,0.0020036538534858,0.0,87.0,499264863.3399999,0.0153098849179896,4.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PRAVALER S/A,2054916276.52,2054916276.52,4.0,4.0,0.002143807854084,1.0,84.0,177940614.66,0.0,1.0,1.0,0.0002273710885909,0.0,247.0,1876975661.86,0.191643676549314,163.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LATACHE GESTAO DE RECURSOS LTDA,2051804645.93,2051804645.93,11.0,11.0,0.0021405616205639,1.0,85.0,1889296337.2,951178373.49,12.0,12.0,0.0024141276890651,0.5034564217171341,75.0,162508308.73000002,-0.0273566068501204,-10.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,KINEA INVESTIMENTOS LTDA,1978199653.56,1978199653.56,4.0,4.0,0.0020637726231018,1.0,86.0,658234053.68,0.0,1.0,1.0,0.0008410861883263,0.0,135.0,1319965599.88,0.1222686434775453,49.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MAM ASSET MANAGEMENT GESTORA DE RECURSOS LTDA,1945034361.84,1945034361.84,4.0,4.0,0.0020291726670428,1.0,87.0,1876318341.59,0.0,6.0,6.0,0.0023975445104849,0.0,76.0,68716020.24999976,-0.036837184344207,-11.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,OPEA GESTORA DE RECURSOS LTDA,1896183868.05,1896183868.05,10.0,10.0,0.001978208998372,1.0,88.0,2738901184.01,1942149686.93,12.0,12.0,0.0034997459401901,0.7090981223669108,57.0,-842717315.9600003,-0.1521536941818114,-31.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PRISMA CAPITAL LTDA,1877456387.2,1877456387.2,6.0,6.0,0.0019586714040709,1.0,89.0,1677780962.5800002,791282311.32,5.0,5.0,0.0021438550417948,0.4716243234177655,81.0,199675424.6199999,-0.0185183637723921,-8.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,RENOVA GESTORA DE RECURSOS LTDA,1821071976.43,1821071976.43,18.0,18.0,0.0018998479162053,1.0,90.0,1059002522.83,268774036.19,12.0,12.0,0.0013531849201288,0.2537992406965643,106.0,762069453.6,0.0546662996076487,16.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LIBERTAS ASSET S/A,1810355504.31,1810355504.31,35.0,35.0,0.001888667870886,1.0,91.0,811121100.77,174292952.18,18.0,18.0,0.0010364440294506,0.214879075411234,121.0,999234403.54,0.0852223841435408,30.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,KUMB INVEST S.A,1800662464.82,1800662464.82,3.0,3.0,0.00187855552985,1.0,92.0,3757989903.84,0.0,1.0,1.0,0.0048019293233441,0.0,43.0,-1957327439.02,-0.2923373793494148,-49.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,TRIUS CAPITAL GESTAO DE INVESTIMENTOS E CONSULTORIA LTDA,1782546719.98,1782546719.98,5.0,5.0,0.0018596561340379,1.0,93.0,1325929768.92,0.0,2.0,2.0,0.0016942624118191,0.0,94.0,456616951.05999994,0.0165393722218837,1.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BERKANA INVESTIMENTOS E GESTAO DE RECURSOS LTDA,1772099509.24,1772099509.24,6.0,6.0,0.0018487569978086,1.0,94.0,1727010565.26,0.0,5.0,5.0,0.0022067602327971,0.0,80.0,45088943.98000002,-0.0358003234988491,-14.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PRISMA CLAIMS LTDA,1771616873.73,1771616873.73,11.0,11.0,0.0018482534844495,1.0,95.0,1749475250.0,729376764.4,9.0,9.0,0.0022354654265717,0.4169117364764091,79.0,22141623.73000002,-0.0387211942122153,-16.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,KP GESTAO DE RECURSOS LTDA,1750563413.75,1750563413.75,11.0,11.0,0.0018262892938027,1.0,96.0,1495995780.24,1304667188.23,11.0,11.0,0.0019115713954934,0.872106195393609,89.0,254567633.51,-0.0085282101690691,-7.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PATRIMONIAL GESTAO DE RECURSOS LTDA,1727950607.47,1727950607.47,14.0,14.0,0.0018026983026466,1.0,97.0,1185640592.65,877467664.87,12.0,12.0,0.0015150020288706,0.7400789668552008,95.0,542310014.8199999,0.0287696273775909,-2.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ARTESANAL AGRO LTDA,1717452403.4599998,1717452403.4599998,6.0,6.0,0.0017917459672801,1.0,98.0,301392822.51,301392822.51,1.0,1.0,0.0003851173284891,1.0,202.0,1416059580.9499998,0.1406628638790963,104.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,KOBOLD GESTORA DE FUNDOS LTDA,1705586513.38,1705586513.38,4.0,4.0,0.0017793667824735,1.0,99.0,1404389682.34,1162523758.35,4.0,4.0,0.0017945178591723,0.8277786236744477,90.0,301196831.0400002,-0.0015151076698872,-9.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VERDE ASSET MANAGEMENT S.A,1697983196.05,1697983196.05,6.0,6.0,0.0017714345608081,1.0,100.0,1351111344.72,894724719.16,4.0,4.0,0.0017264392271741,0.6622139046174761,93.0,346871851.3299999,0.0044995333633959,-7.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CULTINVEST ASSET MANAGEMENT LTDA,1654041358.87,1654041358.87,10.0,10.0,0.001725591887437,1.0,101.0,3078482598.88,354375196.09000003,10.0,10.0,0.0039336603453514,0.1151135940215894,50.0,-1424441240.0100002,-0.2208068457914384,-51.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MENESTYS GESTORA DE RECURSOS LTDA,1653818133.23,1653818133.23,31.0,31.0,0.0017253590055013,1.0,102.0,230856325.63,86913087.28999999,9.0,9.0,0.0002949863591675,0.3764812900526627,227.0,1422961807.6,0.1430372646333799,125.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,HARBOUR CAPITAL ADMINISTRADORA DE CARTEIRAS DE VALORES MOBILIARIOS LTDA,1633276490.35,1633276490.35,38.0,38.0,0.0017039287721409,1.0,103.0,745330799.02,98526308.99,16.0,16.0,0.0009523777101552,0.1321913828323578,128.0,887945691.3300002,0.0751551061985694,25.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,STRATA CAPITAL GESTAO DE RECURSOS LTDA,1586867338.92,1586867338.92,33.0,33.0,0.0016555120534289,1.0,104.0,1662864105.93,607959322.45,19.0,19.0,0.0021247944021463,0.3656097454277437,85.0,-75996767.00999999,-0.0469282348717427,-19.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,B.OND CAPITAL LTDA,1552167256.28,1552167256.28,3.0,3.0,0.0016193109144574,1.0,105.0,1130200087.9,0.0,3.0,3.0,0.0014441605970754,0.0,103.0,421967168.3799999,0.0175150317382004,-2.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,WNT GESTORA DE RECURSOS LTDA,1436306710.37,1436306710.37,30.0,30.0,0.0014984384725295,1.0,106.0,1952114661.1,538891245.67,31.0,31.0,0.002494396438928,0.2760551193065367,70.0,-515807950.73,-0.099595796639848,-36.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ARTESANAL IMOBILIARIO LTDA,1418933308.87,1418933308.87,2.0,2.0,0.001480313532349,1.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1418933308.87,0.1480313532349095,-107.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ALGARVE CAPITAL GESTAO DE RECURSOS LTDA,1375840875.33,1375840875.33,20.0,20.0,0.0014353570061245,1.0,108.0,1156243923.58,945487171.16,17.0,17.0,0.0014774392011814,0.8177229318814943,98.0,219596951.75,-0.0042082195056912,-10.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SOSU CAPITAL GESTAO DE INVESTIMENTOS LTDA,1364512755.78,1364512755.78,21.0,21.0,0.0014235388547279,1.0,109.0,781706352.24,64779529.63,14.0,14.0,0.0009988580999725,0.0828693913569623,123.0,582806403.54,0.0424680754755361,14.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ORIZ ASSET MANAGEMENT LTDA,1361091743.66,1361091743.66,17.0,17.0,0.0014199698564501,1.0,110.0,373443388.61,156435896.24,8.0,8.0,0.0004771829633025,0.4189012337914796,185.0,987648355.05,0.0942786893147655,75.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,APUAMA CAPITAL GESTORA DE RECURSOS LTDA,1348286855.76,1348286855.76,19.0,19.0,0.0014066110546516,1.0,111.0,380244679.51,133859593.79,9.0,9.0,0.0004858735982017,0.3520354156236909,182.0,968042176.25,0.0920737456449845,71.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GUARDIAN GESTORA LTDA,1323494814.42,1323494814.42,12.0,12.0,0.0013807465590754,1.0,112.0,2104571040.13,1256791241.97,13.0,13.0,0.0026892039758634,0.597172163830767,67.0,-781076225.7099998,-0.1308457416787996,-45.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SUNO GESTORA DE RECURSOS LTDA,1319568873.5,1319568873.5,5.0,5.0,0.0013766507897854,1.0,113.0,28177044.3,28192615.95,6.0,6.0,3.6004400951445e-05,1.0005526360335817,401.0,1291391829.2,0.1340646388833958,288.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SRM EMPIRICA GESTAO DE CREDITO LTDA,1316352831.09,1316352831.09,28.0,28.0,0.0013732956277983,1.0,114.0,728881137.61,73827334.39,19.0,19.0,0.0009313584648924,0.1012885785905774,130.0,587471693.4799999,0.0441937162905823,16.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LUMINA CAPITAL MANAGEMENT LTDA,1261017580.62,1261017580.62,9.0,9.0,0.0013155666848137,1.0,115.0,932995115.37,831999115.64,8.0,8.0,0.0011921736666865,0.8917507733253803,114.0,328022465.2500001,0.0123393018127165,-1.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PATRIA INVESTIMENTOS LTDA,1233033077.7,1233033077.7,6.0,6.0,0.0012863716281401,1.0,116.0,1144194542.7,110605865.1,5.0,5.0,0.0014620425990467,0.0966670098242201,101.0,88838535.0,-0.0175670970906572,-15.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CONTEA CAPITAL GESTAO DE RECURSOS LTDA,1228876795.4,1228876795.4,18.0,18.0,0.0012820355533616,1.0,117.0,1074727307.49,995849935.15,16.0,16.0,0.001373277923701,0.926607082754586,105.0,154149487.9100001,-0.0091242370339425,-12.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ROOT CAPITAL - GESTAO DE RECURSOS LTDA,1224550257.52,1224550257.52,15.0,15.0,0.0012775218580864,1.0,118.0,573761782.61,211916194.51,10.0,10.0,0.0007331481986457,0.3693452595361247,149.0,650788474.91,0.0544373659440756,31.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,1205729272.87,1205729272.87,4.0,4.0,0.0012578867151975,1.0,119.0,1526452828.74,0.0,3.0,3.0,0.0019504891675037,0.0,88.0,-320723555.8700001,-0.0692602452306152,-31.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BRZ GESTAO DE RECURSOS LTDA,1201573026.1599998,1201573026.1599998,11.0,11.0,0.0012535506775486,1.0,120.0,56236766.71,0.0,2.0,2.0,7.185888893391543e-05,0.0,347.0,1145336259.4499998,0.1181691788614709,227.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CVPAR INVESTIMENTOS LTDA,1172066586.8,1172066586.8,11.0,11.0,0.0012227678485016,1.0,121.0,907430063.99,312448458.29,9.0,9.0,0.0011595068493146,0.3443223568284191,116.0,264636522.8099999,0.0063260999187004,-5.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GOLDEN ASSET GESTORA DE RECURSOS LTDA,1152703953.63,1152703953.63,4.0,4.0,0.0012025676264585,1.0,122.0,945267362.25,836451172.0400001,4.0,4.0,0.0012078550452065,0.8848831615734759,113.0,207436591.37999988,-0.0005287418747997,-9.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,TAG INVESTIMENTOS LTDA,1144391244.47,1144391244.47,15.0,15.0,0.0011938953260882,1.0,123.0,650709367.15,127093914.42,9.0,9.0,0.0008314712042997,0.1953159441620618,139.0,493681877.32000005,0.036242412178841,16.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ARC CAPITAL LTDA,1144069583.44,1144069583.44,8.0,8.0,0.0011935597506439,1.0,124.0,651822135.89,546683356.2,6.0,6.0,0.0008328930912604,0.8387002007128169,138.0,492247447.5500001,0.0360666659383424,14.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PLURAL INVESTIMENTOS GESTAO DE RECURSOS LTDA,1130214063.42,1130214063.42,14.0,14.0,0.0011791048684763,1.0,125.0,600802580.23,207068991.47,11.0,11.0,0.0007677007127132,0.3446539650191408,144.0,529411483.19000006,0.0411404155763079,19.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CAIXA ECONOMICA FEDERAL,1129073722.6,1129073722.6,2.0,2.0,0.001177915198788,1.0,126.0,1176579010.71,0.0,2.0,2.0,0.0015034232122301,0.0,96.0,-47505288.11000013,-0.0325508013442134,-30.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PIER GESTAO DE RECURSOS FINANCEIROS LTDA,1078065040.9,1078065040.9,4.0,4.0,0.0011246999833048,1.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078065040.9,0.1124699983304826,-127.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ASAROCK ASSET MANAGEMENT LTDA,1077942894.2,1077942894.2,10.0,10.0,0.0011245725527823,1.0,128.0,761385380.22,0.0,5.0,5.0,0.000972892125098,0.0,126.0,316557513.98,0.0151680427684262,-2.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,V8 CAPITAL GESTAO DE INVESTIMENTOS LTDA,1076065967.19,1076065967.19,7.0,7.0,0.0011226144336552,1.0,129.0,989006486.35,415860160.92999995,6.0,6.0,0.0012637445467665,0.4204827437125938,109.0,87059480.84000015,-0.0141130113111318,-20.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,YARDS ASSET GESTORA DE RECURSOS LTDA,1047986060.57,1047986060.57,4.0,4.0,0.0010933198463079,1.0,130.0,125847279.27,0.0,2.0,2.0,0.0001608066429269,0.0,275.0,922138781.3,0.0932513203381056,145.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BBS ASSET MANAGEMENT - ADMINISTRADORA DE RECURSOS LTDA,1046386092.82,1046386092.82,10.0,10.0,0.0010916506671458,1.0,131.0,446310566.5,0.0,3.0,3.0,0.0005702920581039,0.0,168.0,600075526.3199999,0.0521358609041878,37.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CHIMERA CAPITAL ASSET MANAGEMENT LTDA,987486336.4,987486336.4,17.0,17.0,0.0010302030247967,1.0,132.0,356180185.95,277224952.02,14.0,14.0,0.000455124181563,0.7783278322475703,190.0,631306150.45,0.0575078843233685,58.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ASSET BANK ASSET MANAGEMENT LTDA,984104554.96,984104554.96,50.0,50.0,0.0010266749542399,1.0,133.0,457950950.75,0.0,28.0,28.0,0.000585166047629,0.0,166.0,526153604.21,0.0441508906610959,33.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SAMESIDE CONSULTORIA E GESTAO LTDA,960708741.59,960708741.59,1.0,1.0,0.0010022670846696,1.0,134.0,854029788.71,0.0,1.0,1.0,0.0010912724063535,0.0,117.0,106678952.88,-0.0089005321683973,-17.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BRZ INVESTIMENTOS LTDA,953829196.7,953829196.7,8.0,8.0,0.0009950899443957,1.0,135.0,1076426425.8,842274185.4399999,10.0,10.0,0.001375449043434,0.7824726012407415,104.0,-122597229.10000002,-0.0380359099038342,-31.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SOMMA MULTI-FAMILY OFFICE S.A,927596262.61,927596262.61,4.0,4.0,0.0009677222259244,1.0,136.0,172140283.07,0.0,2.0,2.0,0.0002199594714605,0.0,248.0,755455979.54,0.0747762754463939,112.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,TERA INVESTIMENTOS LTDA,910011446.07,910011446.07,9.0,9.0,0.0009493767253112,1.0,137.0,601222996.14,525864738.45,9.0,9.0,0.0007682379167872,0.8746583910232666,143.0,308788449.92999995,0.0181138808523967,6.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,RCB PORTFOLIOS LTDA,855908191.85,855908191.85,4.0,4.0,0.0008929330722759,1.0,138.0,774223126.27,0.0,4.0,4.0,0.0009892960939166,0.0,125.0,81685065.58000004,-0.0096363021640673,-13.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,EVEREST CAPITAL GESTORA DE RECURSOS LTDA,835340672.9300001,835340672.9300001,9.0,9.0,0.0008714758435297,1.0,139.0,421588561.43,233205239.84,7.0,7.0,0.0005387024785374,0.5531583661781134,171.0,413752111.50000006,0.0332773364992287,32.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MULTINVEST CAPITAL ADMINISTRADORA DE RECURSOS LTDA,825125478.54,825125478.54,10.0,10.0,0.0008608187602146,1.0,140.0,578567023.95,299165822.46000004,7.0,7.0,0.000739288297445,0.517080666674591,148.0,246558454.5899999,0.0121530462769652,8.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SEVEN POUNDS ASSET MANAGEMENT LTDA,815497297.88,815497297.88,2.0,2.0,0.0008507740836722,1.0,141.0,840975669.63,0.0,2.0,2.0,0.0010745919578146,0.0,119.0,-25478371.75,-0.0223817874142463,-22.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,INTER ASSET GESTAO DE RECURSOS LTDA,813707307.62,813707307.62,2.0,2.0,0.0008489066620054,1.0,142.0,665556182.16,0.0,2.0,2.0,0.0008504423453031,0.0,134.0,148151125.46000004,-0.000153568329762,-8.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,REDITUS INVESTIMENTOS LTDA,802825634.81,802825634.81,1.0,1.0,0.0008375542697439,1.0,143.0,1378853322.53,15228851.88,4.0,4.0,0.0017618877036581,0.0110445771360634,91.0,-576027687.72,-0.0924333433914233,-52.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,NETZ ASSET GESTAO DE RECURSOS LTDA,799399528.05,799399528.05,15.0,15.0,0.0008339799564422,1.0,144.0,92768534.34,74215933.93,3.0,3.0,0.0001185388882699,0.8000119270829045,302.0,706630993.7099999,0.071544106817232,158.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GLOBAL GESTAO E INVESTIMENTOS LTDA,786924287.71,786924287.71,16.0,16.0,0.0008209650620993,1.0,145.0,565418954.24,5678437.18,13.0,13.0,0.0007224877995455,0.0100428843734688,151.0,221505333.47000003,0.0098477262553821,6.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,RENTA GESTAO DE RECURSOS LTDA,761425235.27,761425235.27,8.0,8.0,0.0007943629715338,1.0,146.0,541272339.61,0.0,7.0,7.0,0.0006916334492629,0.0,155.0,220152895.65999997,0.0102729522270817,9.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VILA RICA CAPITAL GESTORA DE RECURSOS LTDA,760893168.02,760893168.02,3.0,3.0,0.0007938078881163,1.0,147.0,488703238.62,436038298.74,3.0,3.0,0.0006244610741355,0.8922353368708682,164.0,272189929.4,0.0169346813980715,17.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,EXT CAPITAL LTDA,755975295.38,755975295.38,9.0,9.0,0.0007886772781194,1.0,148.0,29955646.33,21496541.76,3.0,3.0,3.8277084343619463e-05,0.7176123500453946,397.0,726019649.05,0.0750400193775832,249.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,RB ASSET MANAGEMENT LTDA,741921689.8199999,741921689.8199999,2.0,2.0,0.0007740157416267,1.0,149.0,1011303555.91,0.0,2.0,2.0,0.00129223556321,0.0,107.0,-269381866.09000015,-0.0518219821583365,-42.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CAIXA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,736026260.65,736026260.65,2.0,2.0,0.000767865287955,1.0,150.0,250306253.1,0.0,1.0,1.0,0.0003198393203103,0.0,214.0,485720007.5499999,0.0448025967644728,64.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,IRON CAPITAL GESTAO DE RECURSOS LTDA,727816439.04,727816439.04,11.0,11.0,0.0007593003258448,1.0,151.0,579359744.76,55585244.8,7.0,7.0,0.0007403012297306,0.0959425388158892,147.0,148456694.27999997,0.0018999096114126,-4.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,REAL INVESTOR ASSET MANAGEMENT LTDA,724701825.2,724701825.2,4.0,4.0,0.0007560509800252,1.0,152.0,396440930.91,279219269.35,4.0,4.0,0.0005065690381885,0.7043149371813687,178.0,328260894.29,0.0249481941836689,26.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MERCURY GESTAO DE RECURSOS LTDA,721867729.0799999,721867729.0799999,4.0,4.0,0.0007530942865625,1.0,153.0,741616872.01,532534454.88,4.0,4.0,0.0009476320840438,0.71807219465851,129.0,-19749142.930000067,-0.0194537797481326,-24.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,NUMBER ASSET BRASIL LTDA,721761696.38,721761696.38,11.0,11.0,0.0007529836670994,1.0,154.0,60790811.39,0.0,4.0,4.0,7.767801065810263e-05,0.0,339.0,660970884.99,0.0675305656441392,185.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,UTILITY GESTORA DE RECURSOS LTDA,721052220.33,721052220.33,13.0,13.0,0.0007522435005313,1.0,155.0,382913440.3,181717390.94,10.0,10.0,0.0004892837193097,0.4745651936313085,181.0,338138780.03000003,0.0262959781221614,26.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,IGUANA INVESTIMENTOS LTDA,704639817.18,704639817.18,26.0,26.0,0.0007351211295717,1.0,156.0,544826489.83,252110700.99,18.0,18.0,0.0006961749138751,0.4627357621114661,153.0,159813327.3499999,0.0038946215696674,-3.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MAKENA GESTORA DE RECURSOS LTDA,701255879.4300001,701255879.4300001,2.0,2.0,0.0007315908094273,1.0,157.0,652626082.89,0.0,2.0,2.0,0.0008339203682815,0.0,137.0,48629796.54000008,-0.0102329558854261,-20.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VIA INVEST GESTAO DE RECURSOS LTDA,683051028.14,683051028.14,6.0,6.0,0.000712598452598,1.0,158.0,335938366.45,8917868.56,3.0,3.0,0.000429259347143,0.02654614492009,195.0,347112661.69,0.0283339105454992,37.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,EXES GESTORA DE RECURSOS LTDA,676674524.71,676674524.71,7.0,7.0,0.0007059461143539,1.0,159.0,386639964.52,103405731.88,5.0,5.0,0.0004940454420349,0.2674470860982377,180.0,290034560.19000006,0.0211900672319001,21.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ANTHARUS GESTORA DE RECURSOS LTDA,674354168.17,674354168.17,7.0,7.0,0.0007035253838202,1.0,160.0,147654651.83,0.0,3.0,3.0,0.0001886719284759,0.0,260.0,526699516.3399999,0.0514853455344272,100.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,HYPERION ASSET MANAGEMENT LTDA,657073674.07,657073674.07,8.0,8.0,0.0006854973700284,1.0,161.0,658128946.95,449385302.62,6.0,6.0,0.0008409518837907,0.6828225755797687,136.0,-1055272.8799999952,-0.0155454513762282,-25.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,JUGIS CAPITAL GESTAO DE RECURSOS LTDA,653986587.91,653986587.91,6.0,6.0,0.0006822767426814,1.0,162.0,216977161.97,110508601.64,3.0,3.0,0.0002772516752892,0.5093098307520462,232.0,437009425.93999994,0.040502506739216,70.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BDR INVESTIMENTOS LTDA,647106025.72,647106025.72,7.0,7.0,0.0006750985411011,1.0,163.0,565494892.0,0.0,3.0,3.0,0.0007225848322054,0.0,150.0,81611133.72000003,-0.0047486291104342,-13.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BR-CAPITAL DTVM S.A,640384800.38,640384800.38,1.0,1.0,0.000668086568965,1.0,164.0,509313725.99,0.0,1.0,1.0,0.0006507969893995,0.0,158.0,131071074.39,0.0017289579565481,-6.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PRISMA PRIVATE CREDIT LTDA,632995138.93,632995138.93,6.0,6.0,0.0006603772455066,1.0,165.0,851474348.23,0.0,4.0,4.0,0.0010880070850278,0.0,118.0,-218479209.30000007,-0.0427629839521139,-47.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,TRACK CAPITAL GESTAO DE RECURSOS LTDA,631428890.24,631428890.24,3.0,3.0,0.0006587432440237,1.0,166.0,359260214.55,0.0,1.0,1.0,0.0004590598173762,0.0,189.0,272168675.69,0.0199683426647552,23.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ARM CAPITAL LTDA,628542104.2099999,628542104.2099999,2.0,2.0,0.0006557315813906,1.0,167.0,609194770.6,0.0,1.0,1.0,0.0007784241861807,0.0,142.0,19347333.609999895,-0.012269260479005,-25.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,FRAM CAPITAL GESTAO DE ATIVOS LTDA,613975856.57,613975856.57,9.0,9.0,0.0006405352269445,1.0,168.0,428655284.45,0.0,6.0,6.0,0.0005477322804682,0.0,169.0,185320572.1200001,0.0092802946476294,1.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BMA CAPITAL GESTAO DE RECURSOS LTDA,606376155.84,606376155.84,1.0,1.0,0.000632606778326,1.0,169.0,492608910.38,0.0,1.0,1.0,0.0006294517101488,0.0,163.0,113767245.46000004,0.0003155068177164,-6.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
