role,participant,pl_brl_current,pl_dated_brl_current,vehicles_current,funds_current,share_current,dated_coverage_current,rank_current,pl_brl_previous,pl_dated_brl_previous,vehicles_previous,funds_previous,share_previous,dated_coverage_previous,rank_previous,delta_pl_brl,delta_share_pp,delta_rank,competencia_current,competencia_previous,history_quality
gestor,STRATEGI CAPITAL GESTAO DE RECURSOS LTDA,182036404.75,182036404.75,4.0,4.0,0.0001899109363682,1.0,259.0,136645277.83,21661026.02,3.0,3.0,0.0001746042387814,0.1585201213242686,267.0,45391126.91999999,0.0015306697586792,8.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,RIO DAS PEDRAS ADMINISTRACAO E PARTICIPACOES LTDA,177175851.75,177175851.75,3.0,3.0,0.0001848401255446,1.0,260.0,235398418.44,57022920.58,2.0,2.0,0.0003007902088882,0.2422400326981568,225.0,-58222566.69,-0.0115950083343585,-35.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,DIRETA CAPITAL LTDA,177157179.64999998,177157179.64999998,2.0,2.0,0.0001848206457268,1.0,261.0,180897384.99,138107855.01,2.0,2.0,0.0002311492259764,0.7634596543097326,245.0,-3740205.340000003,-0.004632858024955,-16.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VGR - VERONA GESTORA DE RECURSOS LTDA,175742796.73,175742796.73,5.0,5.0,0.0001833450794241,1.0,262.0,63636841.56,0.0,2.0,2.0,8.131464515637003e-05,0.0,335.0,112105955.17,0.0102030434267747,73.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BOCOM BBM CCVM S.A,169112782.47,169112782.47,1.0,1.0,0.0001764282639773,1.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169112782.47,0.0176428263977335,-263.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MEL GESTORA DE RECURSOS LTDA,161827873.73,161827873.73,1.0,1.0,0.0001688282246221,1.0,264.0,161827873.73,0.0,1.0,1.0,0.0002067823576121,0.0,252.0,0.0,-0.0037954132989923,-12.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,HCAM LTDA,157176479.3,157176479.3,3.0,3.0,0.0001639756201509,1.0,265.0,4377555.08,0.0,1.0,1.0,5.593604730477529e-06,0.0,470.0,152798924.22,0.0158382015420458,205.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,XP ALLOCATION ASSET MANAGEMENT LTDA,155991373.51,155991373.51,1.0,1.0,0.0001627392490493,1.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155991373.51,0.0162739249049323,-266.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,AZ QUEST INFRA LTDA,155906021.3,155906021.3,1.0,1.0,0.000162650204673,1.0,267.0,130097143.27,0.0,1.0,1.0,0.0001662370850206,0.0,272.0,25808878.030000016,-0.0003586880347645,5.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BENAVENT ASSET LTDA,154417173.0,154417173.0,5.0,5.0,0.0001610969517665,1.0,268.0,25659691.19,24552073.92,2.0,2.0,3.2787747361245444e-05,0.9568343491822048,412.0,128757481.81,0.0128309204405311,144.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,REACH CAPITAL INVESTIMENTOS S.A,153670166.85,153670166.85,1.0,1.0,0.0001603176316211,1.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153670166.85,0.0160317631621148,-269.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CUPERTINO CAPITAL GESTAO DE RECURSOS LTDA,153495058.16,153495058.16,4.0,4.0,0.0001601349480786,1.0,270.0,112407393.81,32999393.68,3.0,3.0,0.0001436332652052,0.2935696003750271,286.0,41087664.35000001,0.0016501682873387,16.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LAPLACE INVESTIMENTOS E GESTAO DE RECURSOS LTDA,152722041.04,152722041.04,3.0,3.0,0.0001593284917805,1.0,271.0,124164222.27,0.0,2.0,2.0,0.0001586560462068,0.0,276.0,28557818.76999998,6.724455737250616e-05,5.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GRAO GESTAO DE RECURSOS LTDA,150384405.51,150384405.51,1.0,1.0,0.0001568897348022,1.0,272.0,99161097.34,99161097.34,1.0,1.0,0.0001267072539405,1.0,298.0,51223308.16999999,0.0030182480861709,26.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ELLO GESTORA DE RECURSOS LTDA,149921880.93,149921880.93,3.0,3.0,0.0001564072023319,1.0,273.0,69856479.27,40292827.69,2.0,2.0,8.92620482799676e-05,0.5767944235246312,326.0,80065401.66000001,0.0067145154051936,53.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LEXIS CAPITAL GESTAO DE RECURSOS LTDA,147235588.51,147235588.51,2.0,2.0,0.0001536047062622,1.0,274.0,86458464.75,0.0,1.0,1.0,0.0001104759320162,0.0,313.0,60777123.75999999,0.0043128774246036,39.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BLUEWAVE ASSET LTDA,145975850.75,145975850.75,9.0,9.0,0.0001522904747605,1.0,275.0,28353168.48,2779474.71,4.0,4.0,3.6229451014412905e-05,0.0980304798019526,400.0,117622682.27,0.0116061023746155,125.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MAZA INVESTIMENTOS E CORRETORA DE SEGUROS LTDA,145376385.19,145376385.19,2.0,2.0,0.0001516650775166,1.0,276.0,84308325.95,84308325.95,1.0,1.0,0.0001077285019227,1.0,316.0,61068059.239999995,0.0043936575593955,40.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MAUA CAPITAL INVESTIMENTOS ALTERNATIVOS LTDA,142561555.46,142561555.46,1.0,1.0,0.0001487284838695,1.0,277.0,93514226.9,93514226.9,1.0,1.0,0.0001194917282353,1.0,301.0,49047328.56,0.0029236755634119,24.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PLANNER CORRETORA DE VALORES S.A,140627122.05,140627122.05,2.0,2.0,0.0001467103707303,1.0,278.0,673145211.4300001,532049453.88,5.0,5.0,0.0008601395459661,0.790393283419097,133.0,-532518089.38000005,-0.0713429175235856,-145.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,STRIVO GESTORA DE RECURSOS LTDA,137185579.82,137185579.82,4.0,4.0,0.000143119954251,1.0,279.0,14061902.8,0.0,2.0,2.0,1.7968186484039675e-05,0.0,442.0,123123677.02,0.0125151767766966,163.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BERTHA CAPITAL GESTORA DE RECURSOS S.A,134271217.95,134271217.95,5.0,5.0,0.000140079522902,1.0,280.0,61665617.31,27263314.6,6.0,6.0,7.879583063819109e-05,0.4421153276216185,337.0,72605600.63999999,0.0061283692263889,57.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BW GESTAO DE INVESTIMENTOS LTDA,133561119.55,133561119.55,1.0,1.0,0.0001393387070622,1.0,281.0,133868817.59,0.0,1.0,1.0,0.0001710565001811,0.0,269.0,-307698.04000000656,-0.0031717793118825,-12.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BRM CARBYNE GESTAO DE RECURSOS LTDA,131826281.46,131826281.46,1.0,1.0,0.0001375288233383,1.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131826281.46,0.0137528823338361,-282.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MONTE BRAVO GESTAO PATRIMONIAL LTDA,130598812.67,130598812.67,1.0,1.0,0.0001362482566979,1.0,283.0,104434345.05,0.0,1.0,1.0,0.0001334453675214,0.0,294.0,26164467.620000005,0.000280288917645,11.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,REAL CAPITAL PARTNERS LTDA,129480135.94,129480135.94,2.0,2.0,0.0001350811882448,1.0,284.0,106233466.95,0.0,1.0,1.0,0.0001357442710387,0.0,291.0,23246668.989999995,-6.630827938750581e-05,7.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ARANDU LEGAL CLAIMS GESTAO DE ATIVOS LTDA,127990721.64,127990721.64,6.0,6.0,0.0001335273448543,1.0,285.0,132430350.35,17887579.79,6.0,6.0,0.0001692184382923,0.1350716036220167,271.0,-4439628.709999993,-0.0035691093438041,-14.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,EVEREST CAPITAL OFFICE LTDA,124037746.43,124037746.43,4.0,4.0,0.0001294033718248,1.0,286.0,26051009.02,0.0,2.0,2.0,3.328777014222852e-05,0.0,411.0,97986737.41,0.0096115601682653,125.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,RIZA AGRONEGOCIO GESTORA DE RECURSOS LTDA,119012373.82,119012373.82,1.0,1.0,0.0001241606116238,1.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119012373.82,0.0124160611623837,-287.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SWM GESTAO DE RECURSOS LTDA,119005511.75,119005511.75,1.0,1.0,0.0001241534527143,1.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119005511.75,0.0124153452714382,-288.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,NAO INFORMADO,118310691.9,118310691.9,33.0,33.0,0.0001234285763441,1.0,289.0,10857198632.89,0.0,147.0,147.0,0.0138732412323336,0.0,13.0,-10738887940.99,-1.3749812655989482,-276.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,INDIE CAPITAL INVESTIMENTOS LTDA,117547776.37,117547776.37,2.0,2.0,0.0001226326586107,1.0,290.0,90259981.01,90259981.01,1.0,1.0,0.0001153334789679,1.0,305.0,27287795.359999985,0.0007299179642756,15.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CAPITANIA ALTERNATIVES S/A,116495463.79,116495463.79,2.0,2.0,0.0001215348250884,1.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116495463.79,0.01215348250884,-291.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,HSI GESTORA DE ATIVOS FINANCEIROS LTDA,115974957.46,115974957.46,1.0,1.0,0.0001209918026932,1.0,292.0,136198272.16,0.0,1.0,1.0,0.0001740330585256,0.0,268.0,-20223314.700000003,-0.0053041255832454,-24.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GRIF CAPITAL GESTORA DE RECURSOS LTDA,114832627.46,114832627.46,2.0,2.0,0.0001198000577769,1.0,293.0,9940410.04,0.0,1.0,1.0,1.2701776129937426e-05,0.0,452.0,104892217.42,0.0107098281646995,159.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ITAUNA CAPITAL LTDA,111921863.03,111921863.03,4.0,4.0,0.000116763379486,1.0,294.0,49834914.26,49834914.26,3.0,3.0,6.367865327868772e-05,1.0,358.0,62086948.77,0.0053084726207395,64.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GCB CAPITAL GESTAO DE RECURSOS DE VALORES MOBILIARIOS LTDA,111694977.92,111694977.92,2.0,2.0,0.0001165266797789,1.0,295.0,33603821.05,33603821.05,1.0,1.0,4.293869270684319e-05,1.0,390.0,78091156.87,0.0073587987072127,95.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,AVVERO ASSET GESTAO DE RECURSOS LTDA,111125436.48,111125436.48,3.0,3.0,0.0001159325011127,1.0,296.0,78231063.47,0.0,2.0,2.0,9.996302472476938e-05,0.0,320.0,32894373.00999999,0.0015969476388019,24.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,4I CAPITAL LTDA,108692234.82,108692234.82,2.0,2.0,0.0001133940440043,1.0,297.0,170187097.69,90189742.59,3.0,3.0,0.0002174637068655,0.529944653937767,249.0,-61494862.86999999,-0.0104069662861175,-48.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,KUARA CAPITAL GESTORA DE RECURSOS LTDA,107811838.99,107811838.99,5.0,5.0,0.0001124755640076,1.0,298.0,78497207.29,11382813.04,4.0,4.0,0.0001003031011608,0.1450091466050167,319.0,29314631.699999988,0.0012172462846718,21.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VINCI CG GESTORA DE RECURSOS LTDA,106987897.62,106987897.62,1.0,1.0,0.0001116159805781,1.0,299.0,91523436.63,0.0,1.0,1.0,0.0001169479124139,0.0,303.0,15464460.99000001,-0.0005331931835851,4.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MAINU INVESTIMENTOS LTDA,105818464.96,105818464.96,2.0,2.0,0.0001103959605948,1.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105818464.96,0.0110395960594824,-300.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,POLO CAPITAL INTERNACIONAL GESTAO DE RECURSOS LTDA,103145568.62,103145568.62,2.0,2.0,0.0001076074400928,1.0,301.0,87655108.41,0.0,2.0,2.0,0.0001120049936762,0.0,309.0,15490460.209999992,-0.0004397553583332,8.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MRB CAPITAL GESTORA DE RECURSOS LTDA,101329095.86,101329095.86,2.0,2.0,0.000105712390346,1.0,302.0,65049917.24,986123.67,3.0,3.0,8.312026191360585e-05,0.0151594915388089,332.0,36279178.62,0.0022592128432429,30.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,APEX ASSET MANAGEMENT LTDA,99735337.93,99735337.93,3.0,3.0,0.0001040496896283,1.0,303.0,1671915553.92,1465224541.99,11.0,11.0,0.0021363602697069,0.876374729904636,83.0,-1572180215.99,-0.2032310580078653,-220.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ATIVA ASSET LTDA,98331024.34,98331024.34,4.0,4.0,0.0001025846282346,1.0,304.0,120327465.28,0.0,4.0,4.0,0.0001537534689332,0.0,281.0,-21996440.940000013,-0.0051168840698605,-23.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BRASFOR CAPITAL GESTAO DE RECURSOS LTDA,98324725.69,98324725.69,1.0,1.0,0.0001025780571176,1.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98324725.69,0.0102578057117661,-305.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BRAX INVESTIMENTOS LTDA,98245710.23,98245710.23,2.0,2.0,0.0001024956236065,1.0,306.0,99906702.83,0.0,2.0,2.0,0.0001276599826486,0.0,297.0,-1660992.600000009,-0.0025164359042111,-9.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CPV CAPITAL GESTAO DE RECURSOS LTDA,97904939.77,97904939.77,3.0,3.0,0.0001021401120964,1.0,307.0,21275656.2,0.0,2.0,2.0,2.718586265380208e-05,0.0,425.0,76629283.57000001,0.0074954249442637,118.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PORTO SEGURO GESTORA DE RECURSOS LTDA,97463720.39,97463720.39,2.0,2.0,0.0001016798064465,1.0,308.0,68909168.53999999,0.0,2.0,2.0,8.805158223585785e-05,0.0,328.0,28554551.85000001,0.001362822421065,20.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LAKEWOOD GESTAO DE RECURSOS LTDA,95142495.54,95142495.54,1.0,1.0,9.925817004147094e-05,1.0,309.0,412990983.69,412990983.69,2.0,2.0,0.0005277165627377,1.0,174.0,-317848488.15,-0.0428458392696319,-135.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,AROEIRA ASSET GESTAO DE RECURSOS LTDA,94492740.73,94492740.73,1.0,1.0,9.858030813496743e-05,1.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94492740.73,0.0098580308134967,-310.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MONETIZA INVESTIMENTOS LTDA,91732700.25,91732700.25,4.0,4.0,9.570087381142686e-05,1.0,311.0,34175317.43,28834385.58,3.0,3.0,4.366894619222453e-05,0.8437196125262149,389.0,57557382.82,0.0052031927619202,78.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VINCI CAPITAL GESTORA DE RECURSOS LTDA,88945866.97,88945866.97,1.0,1.0,9.279348768482296e-05,1.0,312.0,108695176.17,0.0,1.0,1.0,0.0001388898233131,0.0,289.0,-19749309.200000003,-0.0046096335628285,-23.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CHESS CAPITAL LTDA,88301273.54,88301273.54,1.0,1.0,9.21210104293188e-05,1.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88301273.54,0.0092121010429318,-313.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,HCS GROUP S.A,86485721.42999999,86485721.42999999,2.0,2.0,9.02269211579504e-05,1.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86485721.42999999,0.009022692115795,-314.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SOMACRED ASSET LTDA,85560666.69,85560666.69,3.0,3.0,8.926185039583247e-05,1.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85560666.69,0.0089261850395832,-315.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CITRINO GESTAO DE RECURSOS LTDA,85172361.57,85172361.57,2.0,2.0,8.885674797119898e-05,1.0,316.0,51688110.760000005,51688110.760000005,2.0,2.0,6.604665288565198e-05,1.0,354.0,33484250.809999987,0.0022810095085547,38.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,HINOV CAPITAL GESTAO DE RECURSOS LTDA,85115564.14,85115564.14,4.0,4.0,8.879749359771572e-05,1.0,317.0,84607766.82000001,0.0,3.0,3.0,0.0001081111250619,0.0,315.0,507797.3199999929,-0.0019313631464242,-2.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MOSAICO GESTORA DE RECURSOS LTDA,82003562.39,82003562.39,7.0,7.0,8.555087286196898e-05,1.0,318.0,34640222.14,0.0,4.0,4.0,4.4262997697586125e-05,0.0,388.0,47363340.25,0.0041287875164382,70.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BRAINVEST ASSESSORIA FINANCEIRA E GESTAO DE RECURSOS LTDA,80088861.72,80088861.72,2.0,2.0,8.35533460617446e-05,1.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80088861.72,0.0083553346061744,-319.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ALAMEDA CAPITAL GESTORA DE INVESTIMENTOS LTDA,79282673.65,79282673.65,4.0,4.0,8.271228390457402e-05,1.0,320.0,61417638.65,0.0,2.0,2.0,7.847896549765389e-05,0.0,338.0,17865035.000000007,0.000423331840692,18.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,EMPIRICUS ASSET MANAGEMENT LTDA,78820739.73,78820739.73,1.0,1.0,8.223036764497783e-05,1.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78820739.73,0.0082230367644977,-321.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,MEZZUS CAPITAL LTDA,77882390.71,77882390.71,1.0,1.0,8.125142751883567e-05,1.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77882390.71,0.0081251427518835,-322.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,CAPITANIA INVEST S/A,76304762.42,76304762.42,2.0,2.0,7.960555417714663e-05,1.0,323.0,18245494.69,18245494.69,1.0,1.0,2.331394660781439e-05,1.0,432.0,58059267.73,0.0056291607569332,109.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,EVOLVE CAPITAL GESTAO DE RECURSOS LTDA,76144373.1,76144373.1,1.0,1.0,7.943822673521819e-05,1.0,324.0,55642317.47,0.0,1.0,1.0,7.109930646833219e-05,0.0,348.0,20502055.629999995,0.0008338920266885,24.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,HUMU ASSET GESTORA DE RECURSOS LTDA,75086074.45,75086074.45,4.0,4.0,7.833414819744013e-05,1.0,325.0,22005911.63,0.0,2.0,2.0,2.8118977178475263e-05,0.0,423.0,53080162.82000001,0.0050215171018964,98.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,NAVORA - GESTAO DE RECURSOS S.A,72907655.67,72907655.67,2.0,2.0,7.606149536802315e-05,1.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72907655.67,0.0076061495368023,-326.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,POSITIVA INVESTIMENTOS LTDA,72744112.69,72744112.69,5.0,5.0,7.589087784505619e-05,1.0,327.0,246998829.24,189722010.65,5.0,5.0,0.0003156131206598,0.7681089470495176,215.0,-174254716.55,-0.0239722242814815,-112.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ALB ASSET LTDA,72143240.99,72143240.99,1.0,1.0,7.52640136343457e-05,1.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72143240.99,0.0075264013634345,-328.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,VEGA ASSET MANAGEMENT LTDA,71174153.27,71174153.27,1.0,1.0,7.425300511338021e-05,1.0,329.0,2369326.46,0.0,1.0,1.0,3.02750632544904e-06,0.0,477.0,68804826.81,0.0071225498787931,148.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,STONEX INVESTIMENTOS LTDA,70252340.58,70252340.58,1.0,1.0,7.329131664587582e-05,1.0,330.0,157488708.27,0.0,1.0,1.0,0.0002012378068298,0.0,258.0,-87236367.69000001,-0.0127946490183928,-72.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SONAR SERVICOS DE INVESTIMENTO LTDA,67968146.3,67968146.3,1.0,1.0,7.090831267940245e-05,1.0,331.0,45971647.29,45971647.29,1.0,1.0,5.874220176555459e-05,1.0,362.0,21996499.01,0.0012166110913847,31.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ARANDU WM GESTORA DE PATRIMONIO LTDA,67270797.26,67270797.26,4.0,4.0,7.018079771148283e-05,1.0,332.0,506444765.16,128641738.31,7.0,7.0,0.000647131054288,0.254009414569343,159.0,-439173967.9,-0.0576950256576601,-173.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,XVI CAPITAL LTDA,67242429.73,67242429.73,3.0,3.0,7.015120305874206e-05,1.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67242429.73,0.0070151203058742,-333.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,DEL MONTE - GESTAO DE INVESTIMENTOS LTDA,66930748.59,66930748.59,1.0,1.0,6.982603921458124e-05,1.0,334.0,51584531.04,0.0,1.0,1.0,6.591429955115697e-05,0.0,355.0,15346217.550000004,0.0003911739663424,21.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,RJ GESTAO DE RECURSOS LTDA,65877953.45999999,65877953.45999999,5.0,5.0,6.872770226809617e-05,1.0,335.0,41415311.22,41415311.22,5.0,5.0,5.292015212162472e-05,1.0,376.0,24462642.239999995,0.0015807550146471,41.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PERENNE INVESTIMENTOS LTDA,65828730.49,65828730.49,2.0,2.0,6.867635001063776e-05,1.0,336.0,64949057.73,0.0,1.0,1.0,8.299138444160619e-05,0.0,333.0,879672.7600000054,-0.0014315034430968,-3.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BUILDERS VC GESTORA DE RECURSOS LTDA,64068017.26,64068017.26,2.0,2.0,6.683947183978788e-05,1.0,337.0,57870598.18,57870598.18,2.0,2.0,7.394658566699572e-05,1.0,343.0,6197419.079999998,-0.0007107113827207,6.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,KIJANI GESTORA DE RECURSOS LTDA,63727843.25,63727843.25,1.0,1.0,6.648458258092802e-05,1.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63727843.25,0.0066484582580928,-338.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,GRAPHEN INVESTIMENTOS LTDA,63526105.53,63526105.53,4.0,4.0,6.627411808972577e-05,1.0,339.0,213601066.73,0.0,5.0,5.0,0.0002729377279008,0.0,235.0,-150074961.2,-0.0206663609811112,-104.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,PRX CAPITAL LTDA,63354903.05,63354903.05,3.0,3.0,6.609550973207324e-05,1.0,340.0,85349491.74,0.0,1.0,1.0,0.0001090588952088,0.0,314.0,-21994588.69,-0.0042963385476783,-26.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,LATINOAMERICANA DE INVESTIMENTOS E CAPITAL LTDA,62981448.75,62981448.75,1.0,1.0,6.570590054427836e-05,1.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62981448.75,0.0065705900544278,-341.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,BLUE ASSET GESTAO DE RECURSOS LTDA,62535085.35,62535085.35,1.0,1.0,6.52402283543066e-05,1.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62535085.35,0.0065240228354306,-342.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,JAZZ CAPITAL LTDA,62156218.21,62156218.21,2.0,2.0,6.484497217785457e-05,1.0,343.0,37755178.51,0.0,1.0,1.0,4.824326393479886e-05,0.0,383.0,24401039.700000003,0.0016601708243055,40.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,3J GESTORA DE RECURSOS LTDA. - ME,61010826.25,61010826.25,3.0,3.0,6.365003284727945e-05,1.0,344.0,4755859.95,0.0,1.0,1.0,6.0769996556636416e-06,0.0,469.0,56254966.3,0.0057573033191615,125.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,ABSOLUTE DHAMA GESTAO DE INVESTIMENTOS LTDA,60349961.64,60349961.64,3.0,3.0,6.296058055299742e-05,1.0,345.0,37300416.49,0.0,2.0,2.0,4.766217267727584e-05,0.0,384.0,23049545.15,0.0015298407875721,39.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,OBY CAPITAL GESTORA DE RECURSOS LTDA,59037193.74,59037193.74,1.0,1.0,6.159102493325438e-05,1.0,346.0,30944868.37,0.0,1.0,1.0,3.9541104323109165e-05,0.0,395.0,28092325.37,0.0022049920610145,49.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,NEST INTERNATIONAL ADMINISTRADORA DE CARTEIRA DE VALORES MOBILIARIOS LTDA,58962037.559999995,58962037.559999995,2.0,2.0,6.151261764688073e-05,1.0,347.0,12375190.08,0.0,1.0,1.0,1.5812918514333484e-05,0.0,445.0,46586847.48,0.0045699699132547,98.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
gestor,SETE ASSET MANAGEMENT LTDA,56276148.17,56276148.17,3.0,3.0,5.871054204152603e-05,1.0,348.0,3040102.82,0.0,2.0,2.0,3.884618972079291e-06,0.0,475.0,53236045.35,0.0054825923069446,127.0,2026-05,2025-05,reconstruida; consultar role_share_coverage.csv
