grupo,cnpj,fundo,documentos_inventariados,pdfs_locais_analisaveis,documentos_sem_pdf_local,paginas_pdf_locais,quebra_por_categoria
FIDC Madeira Madeira,38.658.727/0001-33,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,69,22,47,595,outro: 47; regulamento: 9; assembleia: 9; emissao: 3; evento: 1
